hangle,first_translate
"피오나 영애,",lady fiona...
당신과 제가 함께한다면,"I believe that if we were together,"
분명 더 나은 미래를 꿈꿀 수 있을 겁니다.,we could dream  of a better future for ourselves.
"뭐, 연서를 받는 건 나름 신선한 경험이기는 했지.",well... I suppose receiving love letters is quite new to me.
"하지만 난 이미 연인이 있고, 모르는 상대에게 설렐 이유도 없다.","but I already have someone special, so there’s no reason why I would feel anything toward you."
"…백작님, 미리 말씀드리지만","my lord, let me tell you this beforehand."
답장을 드리지 않았던 것이 곧 거절의 뜻이었습니다.,the fact that I didn’t reply was my way of saying “no.”
알고 있습니다.,I know.
하지만 한 번 더 긴밀한 이야기를 나누고 싶어서요.,but I wanted us to talk more about it one last time.
그 긴밀한 이야기가,let's hope our conversation doesn't test my patience too much.
내 인내심을 시험하지 않았음 하는데.,let's hope our conversation doesn't test my patience too much.
"좋아요, 뭔가요?","alright then, what do you want from me?"
저는 영애에 대해 아주 잘 알고 있습니다.,"I know everything about you, lady fiona."
"그리고 그건,",and I can assure you...
남들에게 이미 알려진 종류와는,...that the information I possess on you...
분명 다른 정보일 거라 말씀드리죠.,...differs greatly from what others think they know.
"우리가 함께라면 저도, 그리고 영애도.","if we work together, both you and I will be able to achieve far greater things than ever before."
지금보다 훨씬 더 많은 것들을 할 수 있을 거라고 생각합니다.,"if we work together, both you and I will be able to achieve far greater things than ever before."
편지로 미리 말씀드렸듯이요.,"as I mentioned in my letter,"
저는 영애께서 지혜로운 선택을 하시리라 믿겠습니다.,I trust that you’ll make a wise decision regarding this matter.
"정말이지,","honestly,"
별로 휩쓸리고 싶지 않은 유형의 인간이다.,this isn’t exactly the kind of person I’d like to get involved with.
제가 아는 것이 무엇인지는 저와 함께 가시면 알려 드리죠.,I'll only reveal what I know once you decide to join forces with me.
나에 대한 비밀…,secrets about myself? well...
걸리는 것들이 많긴 하지만 이런 말에 일일이 동요할 수는 없지.,"it bothers me somewhat, but I won’t fall into his trap by reacting emotionally."
"필요도 없고, 궁금하지도 않네요.","not only am I not interested, but I also don’t need your help."
이만 가 봐도 될까요?,may I leave now?
아쉽군요. 그럼 이거라도 받아 주시길.,that’s unfortunate. at least take this as a token of goodwill.
초대장입니다.,it’s an invitation.
받아 두셔서 나쁠 건 없을 겁니다.,taking it wouldn’t hurt anyone.
잘 생각해 보세요.,give it some thought.
적어도 지금 곁에 붙어 계신 황자 전하보다,"at any rate, I’m definitely worthier than prince bernhart,"
분명 제가 훨씬 가치 있을 테니까요.,don’t you agree?
…그 말을 들으니 생각이 바뀌었어요.,"now that you mention him, I’ve changed my mind."
"저와 함께 가시기로 하신 겁니…,",so does that mean you’re going--
빌 커티스 백작.,count bill curtis.
‘가치’요.,do you really think you deserve to say such words?
그게 그 입으로 뱉는 것이 가능한 말이라고 생각하시나요?,do you really think you deserve to say such words?
"한 번만 더 황자 전하에 대해서 가치를 운운하신다면,","if you dare speak ill of his highness again,"
그냥 넘어가지 않겠어요.,I promise you that I won’t just sit back quietly next time around.
"감히,",how dare he!
말이죠.,how dare he!
썩 기분 좋은 상대는 아니죠?,"he certainly wasn’t pleasant company, was he?"
그 남자.,that man...
…그렇네요.,"no, indeed."
영애가 왜 그리 적대적으로 나오셨는지 이제 알 것 같아요.,I finally understand why you acted so hostilely towards him earlier.
"뭐, 제가 그를 싫어하는 건… 단순히 행동의 문제가 아니라,","to be honest, I dislike him because it has nothing to do with how he acts or behaves."
사교계에 새로운 파벌을 만들고 있기 때문이지만요.,"rather, it’s due to the fact that he’s trying to create another faction within high society."
파벌이요?,a faction?
"네, 듣자 하니 무언가 비밀 클럽을 운영해서 귀족들을 부르고 있더군요.","yes. apparently, he runs something similar to a secret club where nobles are invited."
그게 꽤 수상하답니다.,"from what I heard, it sounds rather suspicious."
그렇다면…,then...
그게 그 클럽의 초대장?,is that an invitation to his club?
…상당히 신기한 주장을 펼치고 있다고 들었어요.,"apparently, he makes all sorts of claims."
"자기가 마물을 조종하는 방법을 알고 있다거나,","for instance, he says he knows ways to control monsters..."
어둠에 당한 이들을 구원할 수 있다는 이야기죠.,...and save those who fell victim to darkness.
황궁 마법사와 성녀들조차 해내지 못했던 일들이니,"of course, none of these statements hold truth since even royal mages and saints couldn’t accomplish them."
그 말이 진실일 리가 없지만요.,"of course, none of these statements hold truth since even royal mages and saints couldn’t accomplish them."
어둠에 당한 피해자들을…,victims of darkness...
…그리고 마물?,monsters...?
의외로 귀족들에게는 인기가 많은 모양이에요.,"surprisingly enough, many aristocrats seem to support him."
전 싫어하지만.,"although personally speaking, I despise him."
오늘부로 저도 싫어하게 됐다면요?,"what if I told you that starting today, I hate him too?"
…그렇다면 동지네요.,"in that case, we share common ground."
"그래서,",so...
피오나가 이렇게까지 취한 이유가…,fiona got drunk tonight...
다른 '남자' 때문이라는 말인가 지금?,...because she had trouble dealing with another guy?
인사불성,completely hammered
"말씀드렸지만,","like I said,"
영 별로인 남자를 만나서 영애의 기분이 상하셨거든요.,she met a terrible man who ruined her mood.
그러니까 그게 누구지?,who might that be?
무슨 일이래요?,what happened?
그게…,well...
그건 영애께 직접 물어보시는 게 어떨까요?,why don’t you ask her yourself?
"아, 하지만 그렇게 술에 취한 건 황자 전하 때문이에요.","oh, but getting completely wasted was thanks to you, your highness."
무슨…,what...?
…내가 왜?,me?! why?
그것도…,well...
직접 물어보시는 게 어떨까요?,you should probably ask her directly.
역시 이상한 여자다.,she truly is strange.
피오나가 그 여자와 놀지 않았으면 좋겠는데….,I wish fiona wouldn’t hang out with her anymore...
마음에 들어 하니까 어쩔 수 없나.,"but seeing how fond she seems to be of her, I guess there’s nothing else I can do."
어디서 바람을 피우고 있어요?,where did you go off to?
…누구 덕분에 지금도 머리 아파 죽겠는데.,"thanks to you, I still have a pounding headache."
지금 누구와 사귀고 있는데…,"even though you’re currently dating someone right now,"
…저와 약혼해야죠.,you must marry me.
전하는 제 거잖아요.,"after all, you belong to me!"
