hangle,first_translate
애초에 피오나가 최종 보스가 된 이유,the reason why fiona became the final boss...
그것은 어둠과 계약한 힘을 통제하지 못하게 되었기 때문이다.,...was because she lost control over her powers after making a pact with darkness.
"그녀가 어둠과 계약한 데에는 여러 이유가 있었지만,","she had many reasons for doing so,"
결정적인 요인이 된 인물은 바로 아렌트였다.,but the person that made up her mind was none other than arendt.
그리고 현재 내가 빙의한 몸은 피오나.,and right now I’m possessing fiona’s body.
솔직히 아렌트를 까먹고 있던 이유는 간단하다.,"to be honest, there's a simple reason why I forgot about him."
지금까지 내가 시그렌을 너무 신경 쓰고 있었으니까.,"it’s because all this time, my focus has been on siegren."
시그렌~,siegren...
작품 중반부터 등장했을 아렌트가,"I didn’t expect arendt, who appears halfway through the story,"
원작 시작 전인 지금 벌써 내가 있는 곳에 등장할 줄이야.,would show up at the place where I am before the actual novel even begins.
"수도에 인구가 얼마나 많은데,","with how big the population is here,"
어떻게 이렇게 아렌트와 운명처럼 마주칠 수가…,how did we run into each other like fate--
순수하게 확률로 따져도 굉장히 낮을 텐데.,"even if you look at just probability alone, the chances would have been very low."
나는 대체 얼마나 운이 안 좋은거야?!,do I really have such bad luck?!
아렌트 클로비스.,arendt clovis.
"키워드는 계략남, 나쁜남자.",his keywords are “schemer” and “bad guy.”
"다른 사람은 다 똥같이 여기지만,","while he treats everyone else like crap,"
내가 사랑하는 여자 앞에서는 다정하지.,"in front of his lover, he acts sweetly."
분명 여주인공 시점으로 읽으면 꽤 재밌고 설레는 인물이다.,"if you read from the heroine’s point-of-view, he’d probably seem quite charming and exciting."
"하지만 제 3자의 입장에서,","but as someone looking from outside,"
심지어 현실에서 마주친다면?,"or worse yet, meeting him in real life?"
냅다 도망쳐야 할 성가신 캐릭터 1순위다!!,you'd want to get away from him immediately!!!
아렌트는 겉모습이랑 달리 성격이 엄청 더럽다구.,"unlike what people think, arendt actually has a terrible personality."
"에라, 모르겠다.","uhgh, whatever."
