hangle,first_translate
"저기 봐, 저기 온다.",look over there!  they’re coming this way.
저 애가 공작님의 대리?,is that little kid really his grace’s proxy?
사기꾼 아니야?,I bet she's just some scammer...
정말 당황스럽군….,this is quite surprising...
역시 어린애의 몸은 불편해.,it looks like I’m still not used to being back inside a child’s body.
이 정도로 노골적인 반응이 나올 줄이야….,even so... I didn’t expect them to react this strongly against me...
날 의심하고 있었다면서 나한테 영주의 권한을 빌려주다니.,"if duke abel suspected me of lying about my identity, why did he give me these powers as lord of airelle?"
아벨은 왜 내게 이 일을 맡겼을까?,but why would abel have given me such responsibility?
나보다 어른인 제론이 나았을 텐데~,jeron was more qualified for this job than I am.
"뭐, 그건 천천히 고민해 보고….","well, whatever the reason may be..."
난 주어진 일만 처리하면 되겠지.,all I need to do now is carry out what has been entrusted to me.
"일단, 용병들을 어떻게 처벌할지가 문제야.",the first thing on my agenda will be deciding how those mercenaries are going to be punished.
"사실 사건을 일으킨 용병을 벌하는 것만큼,",punishing the ones responsible isn’t all that matters here.
이 처벌이 가지는 의의도 중요해.,the significance behind their punishment also plays a crucial role.
말 그대로 본보기.,"in other words, we must make examples out of them."
똑같은 짓을 저지르면 너 역시 이 꼴이 된다는 경고.,we’ll show everyone else what happens when you commit crimes similar to theirs.
"이번 일이 잘되면 마을의 치안에 도움이 되겠지만,","while punishing them properly could help maintain order within the territory,"
처벌이 약하면 역효과가 날 것이다.,a lenient sentence might end up having adverse effects instead.
약한 벌로 끝나면,"when people see others getting away with light punishments,"
나도 해도 되지 않을까?,that makes me think maybe I can do it too.
-라고 생각하는 게 사람 심리니까.,that’s simply human nature.
북부에 어울리는 처벌 방법이 뭐가 있을까….,let’s see... what kind of punishment fits best for the north region?
음…. 도둑질을 하면 손목을 자르기까지 하니까….,"since thieves lose their hands if caught stealing,"
아녀자를 희롱했으니,then perhaps something along those lines would work well for sexual harassment cases--
역시 중요 부위를 자를 수밖에 없나….,maybe cutting off certain parts from their bodies...
"뭘, 뭘 잘라…?",cutting off what exactly...?
"아냐, 아무것도.","no, nevermind."
역시 시그렌은 돌아가라고 할 걸.,I knew I shouldn’t have sent siegren away.
자르는 게 아니면……,"if chopping things off isn’t an option,"
"그래, 이 두 가지 중에 선택하라고 하자.",then let’s try one of these two options.
피오나.,fiona.
다 오긴 했어.,they’ve arrived.
"어머, 정말 작네….","my goodness, look at her size..."
영주님도 무슨 생각을 하시는 건지….,doesn’t anyone know what his grace is thinking right now?
진짜 공작 대리 맞아?,do you guys believe she’s actually his grace’s proxy?
…이봐.,excuse me...
길을 비켜주시겠어요?,can you please move aside?
"진정해, 시그렌.","stay calm, siegren."
뭐…. 그러도록 하지.,alright then...
감사합니다….,thank you very much...
이 상황에 넌 화도 안 나?,aren’t you even angry at this situation?
화내봤자 해결되는 일은 없잖아.,getting mad doesn’t solve anything.
"저, 저기!",h-hey!
잠깐만요!,wait a minute!
뭐야?,what is it?
괜찮아. 시그렌….,"it’s alright, siegren..."
"아가씨,","lady charlotte,"
어쩌다 이런 거친 일을 맡게 된 건지 모르겠지만….,"I don’t understand why someone like yourself had to take part in this case,"
저들은 호락호락하지 않아요.,but those men aren’t going to go quietly into the night.
하지만 저런 자들이 마을에서 활개 치면,"and yet, wouldn’t you feel uncomfortable..."
당신도 불편하지 않아요?,...if scum like them were allowed to roam around freely in our village?
아무리 그래도….,even so...
어린애가 위험한 자들을 상대하는 걸 보고만 있을 수는 없어요.,I cannot stand by while a young girl puts herself in danger dealing with dangerous criminals alone.
…이름이 뭔지 물어봐도 될까요?,m-may I ask your name?
"샤, 살럿이요.",i-it’s charlotte.
"걱정해 줘서 고마워요, 샬럿.","thanks for worrying about me, charlotte."
"가자, 시그렌.","let’s go, siegren."
"젠장, 이거 놔!",shut up and put me down!
우리들이 없으면 마물의 밥이나 될 것들이!!,you bastards would become nothing but food for monsters without us!!
"가, 가만히 있으라니까!",t-take it easy!
저리 안 비켜?!,move outta the way!
갑자기 처벌은 무슨 처벌이야!!,why are we suddenly being punished?!
"꺼져, 이 자식들아!!",go screw yourselves!!
저 사람들이군.,there they are.
어마어마한 완력이야….,he seems incredibly strong...
병사 두세 명으로도 감당하기 힘들어 보여.,not even three soldiers together could handle him.
저 꼬맹이는 또 뭐야?!,who does that brat think she is?!
으응?,huh?
"뭐야, 밥버러지도 있잖아?","oh, great. looky what we got here."
아직도 살아있었냐?,so you’re still alive after all.
"진정해, 시그렌….","calm down, siegren..."
"이런 커다란 몸으로 영지민을 괴롭히고,",how dare you use your strength to bully villagers...
어린 시그렌을 때렸다고?,...and beat up poor little siegren?
