hangle,first_translate
와아…,wow...
사람 많다.,it’s so crowded.
꽃보다 사람 구경하는 기분인걸?,I feel like I’m here to see people instead of flowers.
예쁘죠?,isn’t this beautiful?
수도의 대표적인 축제 중 하나인 꽃 축제랍니다.,the flower festival is one of the most famous festivals in the capital city.
아하하…,haha...
네…,yes...
하루종일 장부를 살펴도 모자랄 판에,"I don’t even have enough time to finish going over the books every day,"
갑자기 꽃놀이를 오게 된 데는 이유가 있다.,but there's a reason why I suddenly decided to come visit the garden today.
"피오나 아가씨,","lady fiona,"
지금 이 시기가 꽃놀이 하기에 제일 좋답니다.,now is the best season to enjoy the flowers.
네? 저는 저택의 일을 해야 하는데요.,pardon me? but I need to work on my duties at home.
가끔은 머리를 식혀줘야 한답니다.,sometimes you just need some fresh air.
전 항상 이맘때쯤 아가씨 또래의 손녀와 꽃놀이를 가곤 했어요.,"every year around this time, I would always bring my granddaughter to look at the flowers together."
"이제는 같이 갈 수 없는데도, 자꾸 그때 생각이 나네요.","my grandchild isn’t able to join me anymore, but I still can’t help thinking about those times we spent together."
"피오나 아가씨는 바쁘셔서 대신 가주실 수도 없는데, 자꾸만…",I know lady fiona has her hands full as well... however--
"가, 갈게요!",o-okay! I’ll go!!
"저랑 가요, 꽃놀이!!!",let’s go see the flowers!!!
차마 안 가겠다고 할 수가 없어!,I couldn’t say no after hearing that!
"-그렇게 해서, 잠깐 숨을 돌리러 나오게 된 것이다.",that’s how I ended up coming here to get away from everything for a bit.
셀린이 여기는 귀족만 쓰는 공원이라던데.,celine told me only nobles use this park.
정말 아까보다 한가롭네.,it really does seem less busy compared to earlier.
정말이라니까?,I wasn’t lying when I said that.
"뭐야, 말도 안 돼~","no way, that doesn’t make sense."
너도 써봐.,try using it yourself then.
다음에 가져와 볼게.,maybe next time.
…평화롭다.,this place is peaceful.
헤일론과는 정 반대야.,it’s completely different from hellion.
…이렇게 가끔 한가해질 때면,"when things become quiet like this sometimes,"
이 세계의 비현실성에 대해 생각한다.,I think about how unrealistic this world is.
내가 만든 세계와 거기에 살고 있는 캐릭터.,"including the characters living inside the world I created myself,"
전부 정해진 대로 흘러가는 사건.,all events unfold according to what I planned beforehand.
그렇기에 오히려 다행인 걸까?,does that mean I shouldn’t worry about anything?
그렇다 해도 등장인물만 안 보이면 책 속 세계 같은 느낌이 덜해지긴 하지.,"still, if none of these characters were present, it wouldn’t feel like I’m trapped inside a novel."
"내가 손댄건 기본적인 세계관 설정,","I set up the basic settings of this world,"
"남자 주인공과 여자 주인공,","a male lead and female lead,"
그리고 그들의 주변 인물을 중심으로 일어나는 사건 정도니까.,and incidents happening among their acquaintances.
많이 신경을 쓴 주조연급 캐릭터 수는…,"as for supporting characters I put more effort into creating,"
"대략 열 명, 그 정도?",there are probably ten or so.
"잠깐, 이 넓은 세계에서 고작 열 명?","wait, only ten in such a vast world?"
생각보다 엄청나게 적…,that’s much fewer than I expected...
악…!,yikes...!
너무 넋 놓고 있다가 부딪혔어!,I got distracted and ran into someone!
평소 같으면 이런 실수는 절대 안 했을 텐데…,"normally, I’d never do something careless like this..."
"이런,","oh dear,"
괜찮으십니까?,are you alright?
괜찮…,I’m fi--
"아니, 죄송합니다…","no, please forgive me..."
나이는 대략 20대 초중반.,he looks like he’s somewhere in his early twenties.
고급스럽고 단정한 옷에,"not only is he dressed elegantly,"
몸에 밴 예의범절.,he also seems very polite.
딱 봐도 높은 신분으로 보이는 모습.,"at first glance, he appears to be of high status."
거기에…,"on top of that,"
짙은 붉은 머리에 금색 눈동자.,he has dark red hair and golden eyes.
미려한 이목구비.,his features are stunningly handsome.
이 심상찮은 외모…….,with such exceptional good looks...
여긴 결국에 소설 속 세계.,this is a world within a novel.
