hangle,first_translate
영애.,my lady...
만약 영애의 아버지가 억지로 시킨 거라면 방으로 돌아가.,"if your father  forced you into this, go back to your room now."
아뇨.,no.
"모든 건 제 의지예요, 전하.","I’m here by my own will, your highness."
그리고요…,and...
"제 입으로 말씀드리긴 조금 그렇지만,","it’s not very modest for me to say so myself,"
"저, 꽤 괜찮지 않나요?",but I think I’d make quite a good wife.
여태 어디서 거절당한 경험이 한 번도 없답니다.,I’ve never been rejected before.
…아니.,"that may be true,"
"나에겐,",but there's no other woman besides fiona that matters to me.
피오나 외의 여자는 아무런 의미도 없어.,but there's no other woman besides fiona that matters to me.
머리가 아프군.,this headache won’t stop.
차라리 암살자였으면 두 동강을 냈을 텐데.,"had she come as an assassin, I would have killed her on the spot."
게다가 피오나가 잔소리 한 것도 있고…,"not only did fiona scold me about being nice to ladies,"
"시그렌,","siegren,"
영애들에게 친절하게 굴어야지!,be kinder to them!
쯧.,tsk.
영애가 안 나가면 내가 나가지.,"either she leaves, or I do."
"잠깐만요,","wait,"
전하!,your highness!
전하…!,your highness...!
뭐?,what?
몸으로 널 유혹하려고 했다고?!,did she try to tempt you with her body?!
아하하하…,ahaha...
"세상에, 우리 황자님이 출세를 하긴 했나 보네!",wow! our little prince has grown up!
이럴 줄 알았어…,I knew something was off...
왜에?,why are you pouting?
웃어서 삐졌어?,is it because I laughed at you?
그래도 그 영애 용기가 대단하네.,"still, what courage she had!"
시그렌이 어지간히 좋았나 봐.,she must really like you.
그런 대범한 짓을 하다니~,to do such a bold thing--
"시그렌, 너 진짜 옴므파탈이다!","siegren, you’re truly an homme fatale*!"
아하하!,ahahaha!
…그렇게 재밌어?,do you find this funny?
당연하지!,of course!
그 조그맣던 애가 이렇게 될 줄 누가…,who could've imagined that tiny kid growing up to become like this...?
딸꾹!,hrgh!
어?,huh?
"너무 웃어서,",maybe I got punished...
벌 받았나…,...for laughing too much.
그런가 보다.,seems so.
자.,here.
천천히 마셔.,take small sips.
"고마, 워…",th-thanks...
"…으,",uh...
그래도 안 멈추네.,it still hasn’t stopped yet.
"딸꾹질은, 놀라면 낫는데…",scaring people usually helps hiccups...
"나, 좀 놀래켜 봐, 시그렌…","try scaring me, sieg..."
정말로?,really?
뭐든 해도 괜찮나?,can I do anything?
응… 얼른!,yeah... hurry!
"그럼,",then how about...
이런 건 어때.,how about...
괜찮으니,you don’t need to take long.
"시간 안 끌어도 돼, 시그렌.",you don’t need to take long.
사귀는 사이에 키스 정도로 이러는 것도 좀…,a kiss shouldn’t cause all this fuss when we’re already dating...
이상한…,strange...
시그렌…,siegren...
잠깐!,wait!
으응…,ngh...
숨쉬기 힘들어…,I can’t breathe...
미안.,sorry.
뭐야…,geez...
꼭 내가 사냥감이 된 기분이 드는데…,I feel like I'm his prey...
키스만 하려 했는데 나도 모르게.,all I wanted to do was give him a peck.
…읏.,grrr...
더 하면 때릴 거야.,I’ll hit you if you keep going.
나도 이 이상은 참기 힘들어서 안 할 거야.,"I also can’t hold out any longer, so let’s just stop."
시그렌…!,siegren...!
딸꾹질도 멈췄으니까 갈게.,"the hiccuping stopped, so I'll head home now."
"잘 자, 피오나.","sleep tight, fiona."
어쩌지.,oh dear.
나…,I...
이다음을 바라게 될 것만 같아.,feel like I might fall for him even more than I am right now.
오늘 온실에서 티파티가 열리는구나.,there’s a tea party today at the greenhouse.
티파티에서는 만나 뵐 수 있을까?,wonder if I’ll see him there.
피오나 헤일론 영애…,lady fiona heilon...
