hangle,first_translate
우리 만나자.,I want  us to go out together...
너랑 단둘이서만 외출하고 싶어.,just you and me.
…응.,okay...
좋아.,sure.
그리고 이틀 뒤.,two days later
단둘이서만 외출을 하다니.,it’s just going to be him and me...
꼭 데이트…,this feels like...
같은데.,a date.
나도 참.,"come on, fiona."
오버해서 생각하지 말자.,don’t overthink this.
피오나.,fiona.
기다리고 있었어.,I’ve been waiting for you.
"어, 시그렌.","h-hi, siegren."
혹시 어떻게 나왔어?!,wait... how did you get here?!
무슨 뜻이야?,what do you mean?
보통 황족들은 몰래 만들어 놓은 비밀통로로 빠져나오잖아?,"well, don’t members of royal families usually use secret passages when they leave their homes?"
소설이나 영화 속에서는 그랬는데.,at least that's what I've seen in movies or novels.
멀쩡한 입구를 두고 왜 그래야 하는데.,but why would he need one if there are normal exits available?
혹시 비밀 호위 같은 것도 데리고 왔어?,do you have any bodyguards following you around today?
걸리적거리게 뭐 하러.,nope.
"…이상한 말 말고, 이만 가자.",let’s stop talking about weird stuff now. shall we head off?
어어?,huh?
같이 가.,go ahead.
저 녀석은 엉뚱한 생각만 하고 있군…,that guy is always thinking strange things...
누군 데이트라고 생각해서 잠도 설쳤는데.,and yet someone else thought this was a date and couldn’t sleep last night because she was so excited.
같이 가자니까~,let’s go already!
와아…,wow...
생각보다 규모가 큰데?,the festival looks bigger than expected.
그러게.,right?
사람도 많고…,there are lots of people too...
이런 곳에서 서로 잃어버리면 곤란하겠어.,"if we lose each other here, finding our way back will be difficult."
헤헤.,heh heh.
데이트도 아닌데 손 정도는 잡아도 되겠지?,can I hold your hand even though this isn’t technically a date?
마주 잡지를 않네.,you’re not holding my hand properly.
"시그렌, 어릴 때나 했던 일이라 별로야?","isn’t this something only kids do, siegren?"
잡지 말까?,then maybe I shouldn’t--
아니…,no...
"너와 손을 잡는 건 문제가 아냐, 피오나.","my problem has nothing to do with whose hands I’m holding, fiona."
문제는,the real issue...
바로 나지.,...is myself.
그게 무슨 의미야?,what does that mean?
그건 이따가 알려 줄게.,I’ll tell you later.
"오늘, 헤어질 때.",when we part ways tonight.
시그렌이 이해가 안 가는 말을 하긴 해도,"even though siegren says some pretty confusing things sometimes,"
축제는 꽤 재밌는 것 같다.,I think festivals can actually be quite fun.
시그렌~ 주스 마시자.,siegren! let’s drink juice.
그래.,alrighty.
특히…,"in fact,"
"이런, 귀여운 아가씨~","oh, look at her! such a cute lady!"
이런 일도 다 생기고 말이다.,stuff like this happens as well.
혼자 왔어?,are you alone?
어…,uhh...
시그렌은 잠깐 과자 사러 갔는데.,siegren went to buy snacks.
혼자면 나랑 천천히 시장 구경이라도…,"if you’re by yourself, then perhaps we could take a stroll through the market together--"
일행이라면 여기 있다.,"actually, I came with someone."
크헉.,gah!
와… 신기하다.,wow... amazing.
"시그렌,","siegren,"
의외로 난 수도에서 먹히는 얼굴인가 봐.,maybe I'm more popular than I thought.
헤일론에서는 어쩐지 인기가 하나도 없었는데!,"back in hailon, no one liked me!"
인기 없게 만든 범인 중 하나,one of those responsible for making me unpopular
…너 즐거워 보인다.,you seem happy right now...
응.,yep.
난 재미 없거든.,"not me, though."
어?,hm?
"시그렌, 저기서 뭔가 하는 것 같아.","something seems to be happening over there, siegren."
시그렌의 어머니는 가희였지.,"siegren’s mother used to be a songstress, didn’t she?"
같이 보고 갈까?,want to check it out?
…그래.,sure...
다행이다.,thank goodness.
시그렌도 축제를 즐기고 있는 것 같아.,it appears siegren is enjoying himself at the festival too.
피오나.,fiona.
도착했어.,we’re here.
조심해서 내려와.,be careful getting down from the carriage.
으웅…,ngh...
이리 와 봐.,get closer.
불안해서 못 봐주겠다.,I won’t be able to watch if you keep wobbling like that.
고마워…,thanks...
아.,oh.
잠깐만.,wait.
뭐야?,what is it?
"아까 말해 준다는 거, 아직 말 안 해줬어. 손잡는 거 말이야.",remember earlier when you said you’d explain something to me? regarding holding hands.
네가 문제라는 건 무슨 의미야?,how am I supposed to understand what you meant by saying “the problem is myself”?
"이제는 신분도 달라졌으니, 그 부분이 곤란한 걸까?","now that your status changed, is that causing problems for you somehow?"
지금 들으면 자고 일어나서 까먹을 것 같은데.,I feel like I might forget everything after waking up tomorrow morning.
잠 거의 다 깼어.,I’m almost awake.
말해줘.,tell me.
이런 게,this is what I meant...
문제라는 뜻이야.,"by ""problem."""
난 네 손을 잡으면―,"unlike you, whenever I grab your hand,"
너와 달리 그 이상이 떠오르거든.,all sorts of thoughts come into my head.
