hangle,first_translate
정말-,I can’t believe...
괜히 북쪽 산맥의 마물들을 지배하는 놈이 아니야.,no wonder he’s  known as the one that rules over all the monsters on these mountains.
여태 상대한 놈 중 가장 성가셨어…,that was by far my most annoying opponent yet...
죽기 직전만큼 힘들군.,it felt like I almost died back there.
시그렌.,siegren.
네 공이 컸다.,good work out there today.
마물의 수장 중 하나를 죽인 기분이 어떠냐.,how does it feel to have killed one of the leaders among those beasts?
…그냥 그렇습니다.,"not bad, I guess."
"수도로 돌아가려면, 정식적인 황자로 임명받아야 한다.","in order for me to return home, I must first become prince again."
그러기 위해 필요한 건 그럴듯한 공적.,and what I need to do so is some sort of achievement.
그렇기에 죽였을 뿐이다.,that's why I did it.
특별한 성취감이나 만족감은 없어.,but I don’t really feel any sense of satisfaction from doing so.
그렇지만 이제 돌아갈 수 있다.,still... now I’ll finally get to go back home.
어머니를 죽인 자들이 있는 고향으로.,to where mother’s killers are waiting.
"그리고,",and also...
피오나가 있는 곳으로-,where fiona is--
그 녀석이 아직도 수도에 붙어있는지 모르겠군요.,I’m not even sure if she’s still at the capital anymore.
남의 속도 모르고 관광이나 해야겠다고 종알거렸는데.,all she said before leaving was something about how she wanted to travel around because people didn’t understand her.
그건 걱정하지 않아도 괜찮다.,don’t worry about that.
내가 불쌍한 제자 녀석을 위해,"for my poor student’s sake,"
저택에 최종 병기를 마련해 놨지.,I’ve prepared him a final weapon inside his manor.
그러면 나는 병사들을 살펴보러 가겠다.,"now then, let’s check up on our soldiers."
…뭐야?,huh...?
대체 어떻게 피오나를 붙잡아 놓는다는 걸까.,just how exactly am I supposed to keep fiona here?
그…,she’s just too...
바람 같은 녀석을.,elusive.
시그렌.,siegren.
난 너에게 상처 주지 않을 거야.,I promise you won’t ever get hurt.
그리고 너는 언젠가…,"and someday,"
분명 아주 많은 것을 가지게 될 거야.,you’re going to gain everything your heart desires.
그렇게 말해놓고서 떠나버리다니.,"after saying that, she left."
피오나.,fiona.
내가 지금까지 가지고 싶다고 생각한 건,the only thing I want right now...
단 하나야.,...is revenge.
그 한 가지를 위해서 아주 많은 것들이 필요하게 되었지만.,even though I may end up losing many things along the way.
드래곤의 심장이라면,a dragon’s heart would bring me great honor.
많은 영예를 가져다 주겠지.,"wait for me,"
"기다려,",fiona.
피오나.,wait for me.
와아…,wow...
여기가 수도의 헤일론 저택 이라구?,this is house haylon’s manor in the capital city?
마왕성 같았던 헤일론 성보다 훨씬 세련되었네.,"it looks much more refined than their castle, which looked like a demon king’s lair."
"외벽이나 훈련장도 잘 관리되었고,","the outer walls and training grounds look well-maintained,"
정원에는 계절에 맞는 꽃이 피어있어.,and flowers suitable for this season were planted in the garden.
외관만 봤을 땐 잘 관리되고 있는 것 같아….,"from the outside, it seems like they take good care of themselves..."
마음 같아선 정원사를 칭찬해 주고 싶을 정도인데…,"if anything, I’d love to compliment whoever takes care of the gardens..."
그 사람들이 보기엔 난 윗선에서 내려온 감시자겠지.,"as far as everyone else knows, I came here as duke abel’s subordinate."
그 무서운 아벨 공작의 부하(?),they probably think I'm here to spy on them.
사용인들에게 별로 환영받지는 못하겠어.,I doubt anyone wants me here.
"나도 불편한 장소에 오래 있을 생각은 없으니,","I don’t plan on being here long either,"
빨리 끝내고 가지 뭐.,so I might as well finish what I came here to do quickly.
"문지기한테 용건은 말했으니까,","I told the gatekeeper why I was here,"
안에까지 이야기가 전달되었겠지?,so I bet the news has already spread throughout the manor.
"어서 오세요,","welcome,"
피오나 아가씨.,lady fiona.
저택의 관리자인 셀린이라 합니다.,"my name is selin, and I manage this estate."
공작님께 이야기는 많이 들었습니다.,I've heard quite a lot about you from lord abel.
"자, 피오나 아가씨.","welcome, lady fiona."
헤일론 저택에 오신 것을 진심으로 환영합니다.,"on behalf of everyone working here, we welcome you to house haylon’s manor."
"피오나 아가씨,","welcome,"
어서 오세요!,lady fiona!
"이,",uh...
이게 뭐지?!,what’s all this?!
