hangle,first_translate
어쩌면 어렴풋이 알고 있었는지도 모른다.,I think I knew all along...
"피오나가 나를 받아준 건,",fiona only accepted me as her partner...
어렸을 때 봐왔던 정 때문이었단 걸.,...because she felt sorry for me from when we were young.
"나를 잃고 싶지 않아서,","she didn’t want to lose me,"
반짝였던 우리의 어린 시절을 소중히 이어 나가고 싶었기 때문이었다는 것을.,and wanted our childhood memories together to continue on forever.
지금까지는,"until now,"
"네 옆에 있고 싶었기 때문에,","because I always wanted to stay by your side,"
애써 생각을 피해 왔지만,I tried not to think about this too much.
"내가 네게 부담이라면,","but if my presence is a burden to you,"
"상처를 준다면,","or causes you pain,"
"지금이라도,","then even at this moment,"
이제라도—,right here--
헤어지자고… 하는거야?,is that why you’re breaking up with me?
…왜?,why are you doing this?
이유는 네가 더 잘 알잖아.,doesn’t he know already?
그러면 시그렌과 만나는 관계가 부담스러운 건가?,do you feel uncomfortable seeing him meet other women like that?
그런 편이네….,"well, yes..."
시그렌이 권터와의 대화를 들었구나.,that’s how sigren heard what happened between us.
그래서 나한테 헤어지자고 하는 거야.,this must be why he wants to break up with me.
"침착하게 생각하면,","if I try to remain calm,"
이건 내가 원하던 상황이다.,this was exactly what I had hoped would happen.
"원래의 나는 시그렌을 그저 내가 쓴 소설의 남자주인공으로만 생각했고,","in the original story, I thought of sigren merely as the male lead character."
"연인이 된 건 일시적인 것이며,","the fact that we became lovers was just temporary,"
언젠간 원작대로 돌아갈 것이라고 되뇌고 있었어.,and I kept telling myself things will go back to normal eventually.
그러니까 이게 맞는 거잖아.,so this makes sense.
내심 정해왔던 끝이 마침내 왔을 뿐.,it's simply the ending I've been expecting all along.
…하지만,but still...
정말 지금도 시그렌은 내게 원작의 남자 주인공 뿐인 걸까?,"even now, do I really see sigren as nothing more than the main character of my novel?"
피오나,"fiona,"
"내 존재가 네게 부담이라면,","if my existence becomes a burden to you,"
그만할게. 전부.,I’ll stop everything right away.
…그렇구나.,I see...
내가 시그렌에게 상처를 받은 것처럼,"just as I got hurt by sigren,"
시그렌도 나에게 상처를 받은 거야.,he also got hurt by me.
이미 정해져 있는 대답을 내가 괜히 물은 걸까.,maybe there wasn’t any need for me to ask something so obvious.
…그럼.,alright then.
"…안녕,","goodbye,"
피오나.,fiona.
가지마.,wait.
가지마 시그렌.,"don’t leave, sigren."
너를 상처입히려던 건 아니었어.,I never meant to hurt you.
"나를 걱정해서, 나를 좋아하기 때문에 그런 말을 한 걸 알아.",I know you said those words out of concern for me and because you care about me.
하지만 내가 써 내린 세계에 대한 책임이 있으니 네 걱정을 모른 척했어.,"but since I have responsibility over the world I created, I pretended not to notice your worries."
"사실 난 그저. 겁이 난 것뿐일지도 몰라,","to tell you the truth, maybe I’m just scared."
네가 한없이 좋아지는데,"as I keep falling deeper into love with you,"
"난 언젠가 널 놓아줘야 하고,","I realized that one day, I’d have to let you go."
너의 행복을 위한 길은 원작대로 돌아가게 만드는 것이라고 생각하고 또 생각했어.,I’ve constantly told myself that returning to the original storyline is the way toward happiness for both of us.
하지만,but...
"정말,","really,"
내가 너를 떠나보내도 괜찮은 걸까?,can I truly bear letting you go?
어떻게 괜찮을 수가 있어.,of course not.
내가 바라왔던 엔딩이,now that I realize...
내게 아무것도 아니지 않았다는 걸 알았는데.,...the ending I once desired doesn’t mean anything anymore.
네 옆에 있고 싶어.,I don’t want to part ways with you.
"시그렌, 가지마.","stay with me, sigren."
헤어지기 싫어.,I don’t want to break up with you.
왜…,what’s wrong...?
나 때문에 울 정도로 고민하지 마.,"don’t worry yourself sick over me, fiona."
피오나.,you shouldn’t cry because of me.
…괜찮을 리가 없잖아.,how could I possibly be okay?
괜찮지 않아.,"no, I can’t."
왜 날 붙잡는 거야?,why are you stopping me?
네가 부담스러운 게 아니야.,you weren’t ever a burden to me.
"갈수록 너를 계속 원하는데,","rather, I found myself wanting you more and more each time."
네가 이 마음을 알면 부담스러워 할 것 같았어.,I figured you might find it burdensome if you came to learn these feelings of mine.
…그럴 리 없잖아.,there’s no chance of that happening.
그렇다면,then...
"…내게,","from now on,"
너를 줘.,let me take control of you.
"시그렌, 나 겁내지 않을게","I promise I won’t scare you off, sigren."
나랑 계속 같이 있자.,let’s spend the rest of our lives together.
내 옆에서 너를 행복하게 해줄게.,I'll make sure you live happily beside me.
피오나…,fiona...
…하하.,haha...
"웃, 웃는 거야?!",a-are you laughing?!
난 진지하게─,I'm being serious--!
피오나.,fiona.
어린 시절 네가 나를 위해 울어줬을 때부터,"starting from the moment you cried for me during our childhood days,"
그때부터 좋아하고 있어.,I started liking you from then on.
나도 너를 좋아해,I like you too.
이제 피하지 않을게,I won’t run away anymore.
"걱정도 안 시키고, 네 옆에 꼭 붙어있을 거야",I won’t cause you any trouble either. I’ll stick close to you every step of the way.
"나, 앞으로는 질투도 할 거야.",I’ll get jealous sometimes.
상대가 나보다 훨씬 좋은 여자라 해도 순순히 헤어져 주지 않을 거고.,"even if another woman comes around who’s better than me, I won’t give you up without a fight."
전부 마음대로 해.,do whatever you wish.
난 네 것이야.,I belong to you.
피오나.,fiona.
너는 항상 나를 잘 가지고 있어야 해.,always hold onto me tight.
마음속에서 차오르는 기쁨에 질식할 것 같다.,my heart feels overwhelmed with joy.
"너, 이제는 못 물러.","once you start down this path, there’s no turning back."
바라던 바야.,this is what I wished for.
이제는,"at last,"
그 무엇도 되돌릴 수 없다.,nothing can turn back time now.
독자님들의 사랑과 관심으로 <내 남자 주인공의 아내가 되었다> 시즌 2가 무사히 마무리되었습니다. 작가님들의 휴식과 재정비 기간을 가지고 더 아름답고 재밌는 시즌 3으로 찾아뵙겠습니다. 앞으로도 많은 기대와 사랑 부탁드립니다. 감사합니다.,"Dear readers, thank you for showing interest and support throughout Season 2 of “I Became the Wife of My Male Lead.” We hope you enjoyed reading it! With some well-deserved rest and preparation, we look forward to bringing you an even greater Season 3. Thank you again for your continued support! See you next season!"
