hangle,first_translate
시그렌과 난 어릴 적부터 매일 붙어 다녔고,siegren and I have been inseparable since we were young children...
우리가 며칠 이상 떨어져 있던 건 이번이 처음이었다.,this is the first time that we’ve ever spent more than a few days apart from each other.
그래서 그런가?,is that why he looks different now...?
"어쩐지 키도 조금 더 큰 것 같고,",I think he’s gotten taller too.
"자세도 늠름해진 것 같고,",and his posture seems better as well.
헤어졌을 때보다 시그렌이 좀 더 어른스러워진 느낌이야.,it feels like siegren has become even more mature compared to when we parted ways last time.
"마, 맙소사",g-goodness me!
저걸 어떻게 잡은 거지?,how did they manage to catch such a beast?
저렇게 큰 마물은 처음 봐.,that dragon is enormous! I've never seen anything so big before.
맨 앞에 말을 탄 청년이 잡은 건가?,did the man on horseback at the front capture it?
그렇지,of course not.
"피오나,","fiona,"
저게 바로 네게 보여주고 싶었던 거다.,this was what I wanted you to see all along.
네에?!,really?!
용 잡아서 보여 주겠다는 게 진담이었어요?!,were you serious about slaying dragons for my sake?!
"당연하지. 아무리 너라도 용은 본 적이 없을 테니,",naturally.  I knew you’d never get to see one otherwise.
실컷 보거라.,now take your fill.
이런 일을 자꾸 피자 사왔으니 먹어볼래?,do you want some pizza? I brought some because--
수준의 어조로 말하지 마요!,stop talking down to me!
시그렌이 잡느라 고생 좀 했겠네요…,catching this must have taken quite a bit out of him...
어쨌든…,"in any case,"
이걸로 시그렌의 모습은,the people will remember siegren's face after seeing this spectacle.
수도의 백성들에게 똑똑히 기억되겠지.,the people will remember siegren's face after seeing this spectacle.
하루라도 빨리 자리를 잡아야 하는 시그렌에겐,"for someone like siegren who needs to establish himself quickly,"
나쁘지 않은 연출이다.,this isn’t bad publicity at all.
"딱 하나,",but there’s just one problem here...
문제가 있다면…,but there’s just one problem here...
난 이런 장면을 쓴 기억이 없다는 거다.,I don’t recall writing this scene anywhere in the story.
나비 효과 라는 게 있지.,there’s something called the butterfly effect.
만약 이렇게 내가 예상하지 못한 상황이 계속 일어난다면…,"if unexpected events continue happening like this,"
나비의 날갯짓이,then how do I stop them from snowballing into bigger problems later on?
태풍을 불러오게 된다면 어떡하지?,then how do I stop them from snowballing into bigger problems later on?
"내가 알고 있는 이 이야기가,",my knowledge of this story could change completely...
내가 모르는 전개로 전부 뒤바뀔 수도 있어.,...into developments that are unknown to me.
"어, 피오나 아가씨!",lady fiona!
피오나 아가씨~!!!,lady fiona!!!
건강하시군요!,you look healthy!
뵙고 싶었습니다!,we missed you so much!
이 녀석은 아가씨 때문에 울기까지 했다고요!,this little guy cried every day while waiting for you!
뭐야?,huh?
아는 사이인가 봐.,they seem to know her pretty well.
"아가씨, 인기 많은데~",looks like she’s popular among the kids.
"아벨, 저 이만 갈게요!","abel, I’m going home now!"
행렬이랑 같이 안 돌아가고?,not joining us back at the palace?
걸어서 갈래요.,"no, I’ll walk instead."
창피해!!,shameless!
쳇.,tsk.
뭐가 행렬이고 각인이야.,a parade? really?
망할 스승이 안 시켰으면 이런 짓 안 했어.,I wouldn’t have done this if master hadn’t ordered me to.
보나 마나 내가 싫어하는 모습을 보고 즐거워했겠지.,I bet he enjoyed watching me squirm through this whole ordeal.
이런 걸 할 바엔 다른 걸 하고 싶다고.,I wish I didn’t have to waste my time doing things like this.
