hangle,first_translate
항상 시그렌의 편이 되어 줘야지.,"I’ll always take your side from now on, siegren."
그것이 내가 할 수 있는 최대한의 사과.,that’s my way of apologizing for what I did earlier.
"시그렌, 미안해.","sorry about that, siegren."
설마….,wait...
옷 벗긴 것에 대한 사과는 아니겠지.,don’t tell me you’re sorry because you took off his clothes...?
아냐!,no!
그게 아니라….,it’s not that--
울지 마.,stop crying.
네 일도 아닌데 대체 왜 우는 거야.,"this has nothing to do with you, so why are you crying?"
툴툴거려도 손길은 부드럽다.,"even though he sounds annoyed, he's being gentle."
시그렌은 역시 다정한 아이다.,"as expected, siegren is such a kind boy."
-시그렌.,siegren.
또 왜….,now what...?
"주문을 걸듯, 그에게 말해주자.",let him know as if casting a spell.
난 네게 상처 주지 않을 거야.,I promise I won’t hurt you again.
아마 여주인공이 나타날 때까지,the scars left deep within siegren will probably remain there until the female lead appears.
시그렌이 가진 마음의 상처는 낫지 않을 것이다.,the scars left deep within siegren will probably remain there until the female lead appears.
그래도 그전까지는 그를 지켜주고 싶다.,"but before then, I want to protect him."
더 이상 나를 경계하지 않았으면 좋겠다.,and I don’t want him to keep his guard up around me anymore.
그런 작은 소망을 담아서.,"with those wishes in mind,"
"그러니까, 우리 친하게 지내자.",can we please get along?
"혼자서 울다가, 웃다가 이제는 또….","first she cries alone, laughs by herself, and now this..."
"하여간 제멋대로구나, 너.","you really like doing things however you want, huh?"
마냥 싫어 보이지는… 않지?,"well, at least you look happy right now..."
"응, 좋은 친구가 되어 줘야지.","yup, let’s become good friends."
-그 후.,"after that day,"
시그렌과는 다소 가까워졌다.,I became closer to siegren than ever before.
같이 과자 먹어야지.,want some cookies?
나 혼자만의 착각인지도 모르지만.,"maybe it was just my imagination,"
"뭐, 적어도 전처럼 만지지 말라고 쳐내진 않는다.",but at least he doesn’t push away when I touch him anymore.
장족의 발전이다.,that’s quite an improvement.
애초에 시그렌이 지속적인 폭력을 당해왔다면,"if siegren had been constantly abused all these years,"
타인의 손길에 민감해지는 건 당연한 일이었다.,then it makes sense that he would feel sensitive toward other people touching him.
지금 생각해보면 내가 흉터를 눈치챌까 봐 더욱 손대지 못하게 한 것 같다.,"come to think of it, maybe he didn’t allow anyone else to touch him because he wanted to hide his scars."
어.,huh?
엇.,oops.
상처 덧나!,be careful!
움직이지 말라니까.,I told you not to move.
이 정도는 괜찮아.,it’s fine.
거의 다 나았다고.,my wound almost healed anyway.
안 돼. 다 나을 때까지는 몰라.,nope. stay still till it heals completely.
이 누나의 말을 들어.,listen to big sis here.
전부터 궁금했던 건데….,I’ve been curious about something since forever...
"자꾸 누나 누나 거리는 데, 대체 몇 살이야?",how old are you exactly? you call yourself “big sister” every time.
윽.,argh.
육체적인 나이는 내가 한 살 어리긴 하지.,"in terms of physical age, I’m one year younger than you."
… 열세 살….,thirteen...
