hangle,first_translate
하아.,sigh
화내버렸다.,I lost my temper again.
피오나 넌 욱하는 경향이 있어.,"fiona, you have a tendency to get worked up easily."
시그렌 말이 맞았네… 그런 것 같아.,it looks like what siegren said was right... I guess he’s correct about that part.
난 그래도 내가 온건한 편이라고 생각했는데…,"but still, I thought I had more self-control than this..."
"아냐, 애초에 이런 일을 안 저지르면 되잖아!",no! they shouldn’t do things like this from the start!
사람들이 정말 발전이 없네. 한결같이 최악이야.,humans never change. they’re always so terrible.
어딜 함부로 돌아다니는 건지 모르겠구나.,where does she think she is? how dare she walk around here as if she owns the place?
꽤 한가한 모양이야.,she must not have much on her plate these days.
그린 백작 부인.,countess green.
짜증 나는 일은 정말 몰아서 오는 법이로구나.,all sorts of annoying things are happening at once today.
제집에서 돌아다니는 것인데 무엇이 문제인가요.,this is my home. why can’t I walk wherever I want?
이곳이 네 집이라고?,is this really your home?
네가 참 과분한 착각을 하고 있구나.,you seem to be under some sort of delusion.
아~ 정말로 한 대 때리고 싶군.,"aah, I feel like slapping her across the face."
헛된 꿈은 버리고 썩 이곳에서 나가거라.,stop dreaming and leave this house for good.
시궁창 쥐새끼처럼 먹을 게 없을까 달라붙어서는.,don’t cling onto us like a rat looking for food.
"참자, 참아.","calm down, calm down."
나는 이성을 가진 사회인이다…….,I’m supposed to act civilized--
"아니지,","wait, no."
생각해보니 굳이 계속 참을 필요가 없잖아.,"now that I think about it, there's no need for me to keep holding back anymore."
"애초에 저쪽에서 먼저 건 싸움이고,","they started all this first,"
난 지금까지 충분히 참았다.,and I’ve been patient enough until now.
본래 싸워야 할 상황에서는 피하지 말고 싸워야 하는 법!,"when faced with a fight, one mustn’t run away but stand their ground instead!"
그것이 헤일론의 격언 …!!!,that’s the motto of house haylon...!!
"…이지만,",but...
제대로 가문을 공격하면 머무르는 기간이 길어질 거고…,"if we attack them properly, our stay will only prolong..."
"손 쓸 것도, 생각해야 할 것도 많을 텐데…",then there’ll be lots of work to take care of and many other things to consider...
"뭐, 이젠 됐어 마음을 정했다.","well, whatever. I've made up my mind already."
"당신에게 감사드려요,","thank you very much,"
부인.,your grace.
덕분에 뭔가 제대로 할 마음이 들었어요.,"thanks to you, I finally know exactly what I'm going to do."
뭐…?,what...?
나는 그린 가를 포함해 어느 것에도 얽매이고 싶지 않다.,I don’t wish to become entangled with anything related to house green or any other family.
"그러니 이번에도 상속은 깔끔하게 포기하고,","for that reason, I planned to give up my inheritance rights once again..."
그린 가에 있는 내 호적을 정리할 생각이었고.,...and remove myself from the household register of house green.
"부인의 사주를 받았을 하녀,","the maid you sent after me,"
"그녀를 통해 보인 부인의 마음, 그리고 이런 행동들.","the feelings you showed through her, and everything else you did..."
"부인,","your grace,"
전 이곳에서 보석 하나도 가지고 나가지 않을 거예요.,I won’t take even a single jewel out of this estate when I go.
그러니 괜한 염려는 하지 마세요.,so please stop worrying unnecessarily.
하지만,but...
그 보석을 당신들이 가지게 놔두지도 않을 거야.,...neither am I going to let you people have those jewels either.
기왕이면 이들이 마음껏 욕심부리고 탐욕적으로 굴었으면 한다.,"in fact, I hope you covet them greedily while I’m gone."
웃었어?,do you find this funny?
"그래야, 눈앞에서 놓쳤을 때 절망감이 더욱 커질 테니까.","that way, you'll despair even further when you lose them before your eyes."
전 이 집에서의 모든 걸 버리고 나갈 생각인걸요.,I plan to throw away everything belonging to this house.
"그날,","on that day,"
나는 아벨에게 편지를 보냈다.,I wrote a letter to abel.
내용은 간단했다.,my message was simple.
"이전에 언급하셨던 퇴직금,",can I receive...
지금 받을 수 있을까요?,...the retirement pay you mentioned earlier?
생각보다는 빨리 왔군.,she came sooner than expected.
하여간 얘도 은근히 무른 구석이 있단 말이지….,"still, it seems like she has a soft spot too..."
솔직히 여기까지는 예상한 바다.,"to tell you the truth, I knew something like this would happen eventually."
…그렇다고 해도,"even so,"
피오나 그린은 이상한 아이다.,fiona green is quite strange.
어릴 때부터 지금까지 줄곧 이상했다.,"from childhood till now, she hasn’t changed."
"평소에는 사탕처럼 달콤하고 다정하게 굴다가도,","normally, she acts sweetly and affectionately toward others,"
어느때는 단호하고 냉정해진다.,"but sometimes, she becomes firm and cold-hearted."
그동안 피오나는 최선을 다해 헤일론을 지켰다.,"until recently, fiona protected house haylon with all her might."
"그래서,","therefore,"
피오나도 이제 이 영지를 아끼게 된 줄 알았다.,I assumed she’d grown fond of this territory by now.
"하지만 떠나라고 말하자,","but when I told her to leave,"
피오나는 정말 일말의 미련 없이 떠났다.,she left without hesitation.
…섭섭하군.,I feel disappointed somehow.
나도 이러니,"as for me,"
시그렌 녀석은 충격을 받을 만해.,I can understand why siegren felt shocked.
피오나는 5년간 시그렌을 제 몸처럼 아꼈다.,"for five years, fiona took care of him as if he were her own brother."
시그렌~!,siegren!
‘피오나가 시그렌을 좋아하는 게 아닐까?,"rumors spread saying “fiona likes siegren,”"
…하는 소문이 돌 정도로.,because everyone could see just how close they were.
하지만,"however,"
피오나는 시그렌조차 이곳에 내버려 두었다.,fiona abandoned even siegren here.
"마치 이제 내 의무는 끝났어,",it’s almost as if she’s telling me...
라고 말하는 것처럼.,“my duty ends here.”
"…피오나는 어릴 적부터 이 사회의 어느 것에 속하거나,",fiona seemed reluctant to belong anywhere in society ever since she was young.
인간관계에서 영향을 주고받는 것 자체를 꺼리는 듯해.,she also didn’t enjoy forming relationships with anyone.
이유는 알 수 없지만.,I don’t know why though.
아벨...,abel...
……이 아니라 스승님.,"or rather, master."
들어와라.,come in.
늦었다.,you’re late.
부르자마자 바로 온 겁니다.,I came immediately upon being called.
왜 부르셨는지는 모르겠지만요.,though I don’t know why you summoned me.
어디 한번 계속 그런 식으로 굴어 보거라.,go ahead and continue acting like that.
방금 피오나에게 편지가 온 참인데.,I received a letter from fiona just now.
정말 딱 용건만 있군요.,how straightforward.
너와 관련된 내용이 없다고 답지 않게 툴툴거릴 생각이냐?,are you planning to complain because the contents aren’t related to you?
애초에 기대도 안 했습니다.,I wasn’t expecting otherwise anyway.
그리고,"moreover,"
이제는 아무래도 상관없습니다.,it doesn’t matter anymore.
제가 그녀를 만나러 갈 테니까요.,because I’m going to meet her soon.
그래.,right.
"‘나는 현 황실과 사이가 좋지 않고,","“I don’t get along well with the current imperial palace,"
더불어 네가 황가의 사생아란 사실도 알고 있다.’,and I also know you’re an illegitimate child of the royal family.”
…라고 몇 년 전에 이야기했었지.,that’s what I told you several years ago.
…네.,yes...
스승님은 정식 황자로 인정받는 게 어떠냐고 하셨죠.,"back then, you asked whether I wanted to be recognized officially as a prince."
그래.,that’s right.
그 때 너는 아무런 대답도 하지 못했고.,"at the time, you couldn’t answer me."
그랬었죠.,that’s correct.
"복수와 삶, 평온을 두고 망설였으니까.","you hesitated over choosing revenge, life, or peace."
그런 네가 최근,"recently however,"
내 제안에 결정을 내렸다.,you decided to accept my offer.
"하지만 시그렌,","but siegren,"
네가 수도로 돌아가고 싶다면 그에 걸맞은 공적을 세워야 한다.,"if you truly desire to return to the capital, you must achieve feats worthy of recognition."
너는 지금 아무것도없는 황가의 사생아야.,"currently, you’re nothing but an illegitimate son of the royal family."
"하지만 헤일론이란 가문을 등에 업고,",but if you accomplish great deeds...
수도의 백성이 환호성을 지를 공적을 세운다면 상황은 달라진다.,"...with the name of house haylon behind you, the situation changes entirely."
그러니,"thus,"
‘황자 시그렌’의 존재를 각인시킬 무언가가 필요해.,"we need something to make ""prince siegren"" known throughout the empire."
예를 들어…,for example...
"척박한 영지 헤일론에서 마물의 우두머리 격인 존재를 잡아,",let’s say you defeat the leader of the monsters terrorizing barren land haylon...
수많은 사람들을 구한 황자의 이야기라든가.,...and save countless lives. stories like that will help you gain fame.
"네가 조건만 다 갖춘다면,","if you fulfill all the conditions,"
필요한 무대는 내가 마련해주마.,I shall prepare the stage for you.
그러니 황자의 자리를 되찾고,so if you wish to reclaim your rightful position as a prince...
고향으로 돌아가고 싶다면.,"...and return to your homeland,"
"살아야 한다, 시그렌...","you must survive, siegren..."
시그렌!,siegren!
