hangle,first_translate
그럼 다들 얌전해졌으니 ….,now that everyone’s quieted down...
마저 절차를 밟겠습니다.,I’ll continue with the procedure.
"…3일 전, 술집에서 행패.","three days ago... you caused trouble at a bar,"
남성 5인 폭행 및 금품 상당수 갈취….,and assaulted five men before stealing their valuables.
저 녀석….,that girl...
2 성벽에서 싸우는 마법사란 건-,the rumors about her being a magician fighting on top of the city walls were real.
진짜였구나.,the rumors about her being a magician fighting on top of the city walls were real.
그것도 다른 마법사들과는 차원이 달라.,she's also completely different from other magicians I've seen so far.
"손에서 주먹만 한 불덩이를 만드는 건 봤어도,","while I have seen some create fireballs as big as fists,"
피오나처럼 저 정도 현상을 만드는 마법사는 처음이야.,fiona is my first time seeing someone capable of creating such large-scale magic.
헤일론 공작이 데리고 있는 이유를 알 것 같아.,no wonder duke haylon took her under his wing.
또 이 주 전에는….,"last week,"
그리고….,as well as...
무엇을 노렸는지도.,...what she was after.
우락부락한 체격의 남자 앞에 당당히 선 작은 소녀.,a small girl standing proudly against a burly man.
"여기서 무슨 일이 생기든,","regardless of what happens here today,"
사람들은 이 모습을 똑똑히 기억할게 틀림없다.,this scene will forever remain etched into people's minds.
피오나는 사람들에게 평범한 소녀가 아니라고 각인될 것이고,"from now on, they'll know that fiona isn’t just any ordinary little girl."
그 소문은 영지 전체에 퍼져나갈 것이다.,rumors like this are bound to spread across all of airelle.
게다가,"on top of that,"
헤일론 성에서 피오나의 대우는 단순히 귀한 병사라기엔 매우 좋다.,"during her stay at the castle, fiona has been treated much better than your average soldier."
으음~ 맛있어!,mmm... delicious!
아가씨. 좋아하시는 책들 가져왔어요.,"my lady, we brought over books for you to read."
…공작이 아무런 이유 없이 그럴 남자가 아닌데.,but duke haylon doesn't seem like the type to do things without reason.
아벨 헤일론 공작이 피오나에게 원하는 건 대체 뭘까?,exactly what does abel want from fiona?
…하지만 내가 이 문제에 대한 답을 알 수 있을까.,will I ever find out why?
나는 용병단의 널리고 널린 고아 소년이야.,I'm nothing but another orphan boy among many others working as a mercenary.
피오나를 위해 할 수 있는 일은 없겠지….,is there anything I can even do for fiona?
이후에 피오나의 얼굴이나 볼 수 있을까?,will I get to see her again afterward?
"친구가 되자고는 했지만,","even though she said let's become friends,"
성으로 돌아가면 나 같은 건 잊어버릴지도 몰라….,it wouldn't surprise me if she forgot about me once she returned home...
-해서 여러분에게 두 가지 선택지를 드리겠습니다.,"with that said, I shall give you two options."
첫 번째는 맨몸으로 성벽 밖으로 나가는 것.,first option would be leaving outside these gates bare naked.
"뭐, 뭐라고?!",wh-what did you say?!
두 번째로는….,your second choice is...
그 부분.,...cutting off...
자르세요.,...that part of yourself.
뭐어어?!,huh?! whaaat?!
어라….,hm...
설마 이 정도 처벌도 예상 못한 걸까?,couldn't they predict something like this happening?
물론 저도 여러분께 최소한의 자비는 줄 예정이랍니다.,"of course, I plan to show mercy by giving you those choices."
"밖으로 나가던지, 자르던지.",going outside or cutting it off.
선택은 여러분의 몫입니다.,the decision is yours.
크으으윽….,grrrghh...
웃기지 마! 우리가 왜 그런 꼴을 당해야 해?!,stop joking around! why must we go through this?!
하여간 야만적이고 미개한 북부 놈들하고는 상종을 하면 안 돼….,we shouldn't associate ourselves with barbaric northerners like them anyway...
우리 용병들이 없으면 마물 배 속에나 들어가 있을 것들이!,"if not for us mercenaries, they'd probably still be stuck inside monster bellies right now!"
저게….,wait...
…헤일론 영지는 용병들에게 위험에 상응하는 금액을 치릅니다.,house haylon pays its mercenaries according to how dangerous each mission is.
아벨은 냉정하지만 공정하다.,"abel may come off cold-hearted, but he's fair."
마물을 잡는 위험을 감수하는 만큼 보수를 지불한다.,"for every risk taken when hunting monsters, payment is given."
게다가 용병들에겐 마물의 사체에서 얻을 수 있는 재료도 있다.,"not only that, but mercenaries can obtain materials from dead bodies."
그걸 팔면 종에 따라 많은 수익을 얻을 수도 있다.,"depending on the species, selling those could bring in quite a profit."
결국 각자의 이득을 좇아 모여 있다는 뜻이다.,"in short, both parties benefit equally."
헤일론은 영지를 지킬 무력이 필요하고,"house haylon needs manpower to protect its territory,"
용병들은 돈이 필요했기에.,and mercenaries need money.
"…계속 선택을 거부하겠다면,","if you refuse to make a choice,"
제가 임의로 고르겠습니다.,then I'll choose one myself.
당장 이거 풀지 못해?!,can't you untie us already?!
추운 날씨에 광장에 모인 사람들을 위해서도 빨리 끝내자.,let's hurry up for the sake of our citizens gathered here in the freezing weather.
…사실은 나도 아까부터 몸이 떨려.,"to tell you the truth, I’ve been trembling since earlier too."
사람들도 왠지 조용하고.,everyone seems quieter than usual.
기분탓인지 주위 온도가 2도쯤 내려간 것 같은데….,or maybe it's because the temperature dropped a couple degrees...
무엇을 선택하겠다는 거지?,which option will you take?
아….,uhh...
아벨?!,abel?!
온도가 내려간 이유가 여기 있었군!,so this is where the chill came from!
등장만으로도 냉기가 휘몰아치는 것 같다….,just him appearing makes everything feel colder...
"공작님, 왜 여기 계세요?","your grace, what brings you here?"
내 영지를 돌아보는데 이유가 필요하지는 않겠지.,do I really need a reason to look around my own duchy?
미안해요….,I’m sorry...
그러신가요….,I suppose not...
앗!,oops!
그래서 저놈들에게 어떤 선택권을 준 거지?,what kind of options did you offer them?
그….,w-well...
"혹시나 해서 묻는 건데,","out of curiosity,"
어디서부터 들으신 거예요?,when exactly did you start listening?
훗….,pfft...
‘이 야만적이고 미개한 북부 놈들’ 부터다.,starting from “these savage northern bastards.”
아…. 쟤들은 망했네.,oh no... they’re doomed.
운이 좋으면 반죽음으로 끝났을 텐데.,"lucky for them, they might survive half-dead."
두 가지 중에 선택하라고 했어요.,two options were offered.
"맨몸으로 성벽 밖으로 나가는 것과,","leaving outside the gate unclothed,"
그…. 번식 기능이 있는 신체를 자르는 거.,or... umm... chopping off the body parts used for reproduction.
둘 다 마음에 드는군.,I rather enjoy both ideas.
그런데 왜 선택권을 준거지?,but why did you give them a choice?
"그야…. 둘 다 하는 건 가혹해 보이니까,","well... doing both seemed cruel,"
나름의 배려? 였죠.,so I thought it’d be nice to consider--
쓸데없는 배려다.,there's no use considering scumbags like them.
"피오나, 내가 늘 말했었지.","fiona, remember what I always told you."
이 헤일론에서 감히 내 영지민에게 손을 대는 버러지들은….,any vermin daring enough to lay hands on my subjects within airelle...
윽?!,argh!!
…필요 없다고.,are unnecessary.
으아악…,aghk...
안겨있는 나도 소름이 돋을 정도의 살기야….,"even while carrying me, I felt chills run down my spine..."
"감히 내가 다스리는 영지를 야만적이라 칭했으니,","since they dared call my domain ""barbaric,"""
그 기대에 응해 주는 게 예의겠지.,it's only polite to live up to their expectations.
처벌은 두 가지를 다 적용해라.,apply both punishments.
"죄의 원인이 된 신체 부위는 자르고,","chop off the body parts responsible for committing the crime,"
그 후에 성벽 밖으로 쫓아내도록.,then chase them outside the gates.
"그럼, 집행을 시작해라.",begin the execution.
예!,"yes, sir!"
피오나.,fiona.
다음부터 쓸데없는 고민은 하지 말거라.,"next time, don't waste your thoughts on useless matters."
일단 사람 목숨이 왔다 갔다 하는 결정이었던 것 같은데….,it looked like a matter of life and death...
알겠습니다.,okay.
"아벨, 이 위험한 녀석.",you scary bastard.
…어?,huh...?
"그래서 결국, 이 성격 더러운 아벨이 왜 굳이 여기까지 온 거지?",why did that heartless guy bother coming all the way here?
