hangle,first_translate
황태자가 불법 투기장에서 잡혔다는 소식은 순식간에 퍼져나갔다.,the news that  the crown prince was caught at an illegal arena spread like wildfire.
"사교계 어디에서나 황태자의 추문을 소곤거렸고,",everyone from  all corners of high society whispered about his scandalous behavior.
이 소식을 들은 황제는 길길이 날뛰었다.,"and when the emperor heard this news, he became furious."
에녹!,enoch!!!
이게 대체 무슨 망신이냐!,this is absolutely humiliating for our family!
네가 감히 황실의 명예를 실추시켜?!,how dare you tarnish the honor of the imperial family?!
"아, 아버지!",f-father!
전 시그렌 그놈의 함정에 빠진 것입니다!,it’s not my fault! I fell into one of siegren's traps!
듣기 싫다!,I don’t want to hear your excuses!
이 멍청한 녀석!,you fool!
황자는 황족으로서 불법 투기장을 단속했을 뿐이다.,his highness only went there as part of his royal duties to crack down on such places.
거기다 클로비스 후작과 힘을 합쳐 국고를 채우는 데 도움까지 주었지!,"on top of that,  he even helped fill up the national treasury by joining forces with marquess clovis!"
모두 황자를 얼마나 칭찬하는지 모른다!,now everyone praises him more than ever before!
"그, 그런…",b-but father--
꼴도 보기 싫다.,get out of my sight.
"당분간 사교계 출입을 엄금하고, 네 성에서 근신하거라!","for now, stay away from any social events and remain inside your palace until further notice!"
이게 전부… 그 자식 때문이야…,all of this... happened because of her...
반드시 죽여버리겠어…,she will pay dearly for what she has done...
반드시…,mark my words...
"고마워요, 피오나 영애.","thank you so much, lady fiona."
덕분에 청혼서를 거절할 수 있었어요.,"thanks to you,  I could reject lord enoch’s marriage proposal."
리비아 영애가 잘해 준 덕분이죠.,"no need to thank me. after all, we’re friends."
어쩜 이리 겸손하실까.,lady livia is always so humble.
지난번의 투기장 사건 이후…,"after the incident at the arena last time,"
황태자는 불법 투기장에서 부린 추태가 알려져 근신 처분을 받게 되었다.,prince enoch received disciplinary action due to his misbehavior at the illegal fighting ring.
내가 어째서…,why did things have to turn out this way...?!
어째서…!!,why...?!
덕분에 리비아는 큰 문제 없이 청혼서를 거절할 수 있게 되었지.,"as a result,  lady livia was able to decline the marriage offer without facing any problems."
사교계에서는 리비아에 대한 동정론까지 돌고 있다니까.,"in fact, people feel sorry for her these days."
