hangle,first_translate
이런 조그마한 애가 지키지 않으면 안 되는 상황이냐고!,I can’t believe  you’re putting such a young boy on the battlefield like this!
그건….,well...
"으악, 그러다가 제론이 널 쫓아내면 어쩌려고!",siegren! what if jerome kicks him out because he’s too much trouble for his age?!
시그렌!,siegren!
시그렌이 왜 화가 났는지는 알겠다.,I understand why siegren is upset about this situation.
시그렌은 (내 설정상) 정의감을 갖춘 성품이니…,"as someone who has strong sense of justice,"
작은 나를 전장에 보내는 게 거부감이 드는 거겠지.,it must have been hard for her to send me off into battle at my age.
…왜 불러.,did you call for me...?
"나는 괜찮으니까,","I’m fine,"
신경 쓰지 마.,so don’t worry about me.
뭐라고?!,what did she say?!
넌 무섭지도 않아?,aren’t you scared?
그렇지만….,but I know that there isn’t anywhere else for me to go.
난 여기가 아니면 갈 데가 없어.,but I know that there isn’t anywhere else for me to go.
"나는 있을 곳이 필요했고,","the duchy needed a magician,"
헤일론 영지에는 마법사가 필요했지.,and I was looking for somewhere to stay.
서로 필요했을 뿐인 관곈데 왜 화가 나겠어?,"that’s all we need from each other, so why would I get angry over something like this?"
그렇다.,right.
애초에 이곳에 남기로 한 건 내 결정이었다.,this whole thing started when I decided to remain here as well.
"날 전장에 보낸다고 화낼 이유도, 비판할 필요도 없다.",no one needs to criticize or get mad about sending me onto the battlefield.
"나는 적당한 나이가 될 때까지 있을 곳이 필요했고,","all I wanted was some place where I could live until I came of age,"
헤일론은 강한 마법사가 필요했다.,while house haylon needed a powerful magician.
중요한 건 오직 그 사실관계 뿐이다.,that’s all there is to our relationship.
"그럼, 네 가족은?",then what happened to your family?
난 사생아야.,I’m illegitimate.
아버지와 형제들이 날 여기로 보냈지.,"my father and brothers sent me away,"
다시는 집으로 돌아오지 못하길 바라며 말이야.,hoping they’d never see me again.
시그렌도 비슷한 경험을 했으니 이제 알겠지.,"now that you’ve had similar experiences, you probably understand now."
"세상엔 아이라는 이유로 자신을 보호해 줄 사람은 없고,","nobody will protect you just because you are still a child,"
스스로 몸을 지키려면 대가를 치러야 하는걸.,and protecting yourself comes with consequences.
세상에 이유 없는 호의는 없다는 걸.,"in life, nobody does anything without expecting something back."
…죽을 수도 있다고.,even death.
안 무서워?,isn’t that scary?
만약 죽는다면…,"if I die,"
내가 살아남을 수 없을 만큼 무능하다는 뜻이겠지.,it’ll mean that I wasn’t good enough to survive.
어쨌든 내 선택으로 여기 있는 거야.,"but either way, I chose to come here myself."
너도 신경 쓰지 마.,you shouldn’t worry about me either.
난 아무렇지도 않으니까.,I really am okay.
그럼 갔다 올게.,"alright then, I’ll head out first."
상처 덧나지 않게 조심해.,be careful not to hurt yourself any further.
밥도 잘 먹고.,make sure to eat properly too.
뭐?!,what?!
너….,y-you...
이렇게 선을 그으면서도 날 걱정하는 이유가 뭐야?,why do you care even though you keep trying to push me away?
다쳤으니까 걱정하는 게 당연하잖아?,of course I’m worried since you got injured!
아….,oh...
…빨리 돌아와.,come back soon.
시그렌…?,siegren...?
아차!,oops!
"늦어서 미안해요, 제론….","jerome, sorry I’m late--"
아벨도 있었어?!,abel was here too?!
대화 내용 들었겠네.,"he heard everything, didn’t he?"
저 표정은… 화난 걸까?!,is he angry right now?!
서둘러야 하는데 남자애랑 말씨름이나 하고 있었으니 그럴 만도 해!,"we gotta hurry up, but instead you were busy arguing with that kid! no wonder he looks so furious!"
늦어서 죄송해요.,I’m sorry I’m late.
너는….,you...
…아니다.,no.
지금 말할 건 아니군.,not now.
피오나.,fiona.
네.,"yes, sir?"
전장에 도착하고 내 곁에서 떨어지면 안 된다.,stay close by once we arrive at the front lines.
"어차피 원래부터 전장에선 날 끼고 다녔으면서,","we always stick together anyway during battles,"
굳이 왜 확인을 하지?,so why ask me specifically today?
알겠습니다.,"okay, sir."
"그날 우리는 제2 성벽을 무사히 지켜 냈고,","on that day, we successfully defended the second wall,"
그 뒤로도 평범한 나날이 흘러갔다.,"and after that, things went back to normal."
그리고,"meanwhile,"
시그렌과 나 사이에는 미묘한 변화가 생겼다.,a subtle change took place between siegren and me.
내가 마법사란 사실을 알게 된 후로,"after finding out that I was a magician,"
시그렌은 더이상 빈정거리지 않는다.,siegren stopped teasing me.
하지만,"but sometimes,"
이야기하다가 이따금씩 혼란스럽다는 시선을 보낸다.,"when talking to me, she looked confused."
내가 이상해 보이는 걸까?,do I seem strange to her?
드디어 시그렌의 상처도 다 나았다.,"finally, siegren recovered completely."
헤일론 성에 머물게 할 핑계가 떨어진 셈이다.,that meant I lost my excuse to let her continue living inside the castle walls.
그렇다고 그를 제4 성벽으로 돌려보내기에는 좀 찝찝했다.,but I couldn’t bring myself to send her back to the fourth wall yet.
그곳엔 시그렌을 괴롭힌 용병들이 여전히 있을 테니.,the mercenaries who bullied her might still be there.
어떻게 하지.,what should I do?
피오나 아가씨.,lady fiona.
공작님께서 집무실로 부르십니다.,his grace wants to see you in his office.
시킬 일이 있는건가?,does he want something done?
어차피 뭘 해도 아벨도 항상 옆에서 같이 전투하면서….,"whatever happens, abel will fight alongside us anyway..."
구태여 날 끼고 다니는 건….,"therefore, making me tag along everywhere..."
"뭐, 신뢰하지 못하거나 못 미덥거나 겠지.",...must mean that he doesn’t trust me very much.
들어와라.,come in.
무슨 일로 부르셨어요?,"how may I help you, your grace?"
얘기가 길어질 테니 우선 앉아라.,take a seat. this won’t take long.
피오나.,fiona.
웬일로 내 이름을 부르네.,he rarely calls me by name.
"의원에게 들어보니,","from what the physician told me,"
네가 주운 꼬맹이의 상처가 거의 나았다던데.,the little girl you picked up seems to have almost fully healed.
"설, 설마 바로 쫓아내란 건가?!",i-is he telling me to chase her out already?! but I haven’t figured out how to deal with those mercenaries yet!
아직 용병들을 어떻게 처리할지 못 정했는데.,i-is he telling me to chase her out already?! but I haven’t figured out how to deal with those mercenaries yet!
…네.,yes.
"너도 알다시피,","as you know,"
나는 잘 모르는 사람을 성안에 들이는 성격이 아니다.,I’m not the type to allow strangers within these castle walls.
그렇죠.,true.
흐응.,hm.
"뭐, 뭐지?",uh... huh?
과연 네가 그 녀석의 정체를 알고,I guess I’m curious whether you knew who she actually was before letting her enter the castle.
이 성에 들였는지 궁금하구나.,I guess I’m curious whether you knew who she actually was before letting her enter the castle.
