hangle,first_translate
정말-,no wonder...
괜히 북쪽 산맥의 마물들을 지배하는 놈이 아니야.,it’s not called  “the ruler of all demonic creatures” for nothing.
여태 상대한 놈 중 가장 성가셨어…,that was by far the most annoying one I’ve ever fought against...
죽기 직전만큼 힘들군.,I almost died back there.
시그렌.,siegren.
네 공이 컸다.,good work out there.
마물의 수장 중 하나를 죽인 기분이 어떠냐.,how does it feel to have killed one of the leaders among those monsters?
…그냥 그렇습니다.,not that great.
"수도로 돌아가려면, 정식적인 황자로 임명받아야 한다.","in order to return to the capital, you must first become an official prince."
그러기 위해 필요한 건 그럴듯한 공적.,and what you need to do is achieve something impressive enough to prove yourself worthy.
그렇기에 죽였을 뿐이다.,that's why I did it.
특별한 성취감이나 만족감은 없어.,but I don’t really feel any sense of satisfaction or accomplishment from this.
그렇지만 이제 돌아갈 수 있다.,still... now I can go home.
어머니를 죽인 자들이 있는 고향으로.,to my homeland where mother’s murderers are waiting for me.
"그리고,",and also...
피오나가 있는 곳으로-,where fiona will be--
그 녀석이 아직도 수도에 붙어있는지 모르겠군요.,I’m not even sure if he’ll still be at the capital when we get there.
남의 속도 모르고 관광이나 해야겠다고 종알거렸는데.,all he said before leaving was how much fun he would have sightseeing without anyone knowing his identity.
그건 걱정하지 않아도 괜찮다.,don’t worry about him.
내가 불쌍한 제자 녀석을 위해,"for my poor apprentice,"
저택에 최종 병기를 마련해 놨지.,I left behind some secret weapons inside the manor just in case.
그러면 나는 병사들을 살펴보러 가겠다.,"now then, let us check on our soldiers."
…뭐야?,huh?
대체 어떻게 피오나를 붙잡아 놓는다는 걸까.,just how exactly am I supposed to keep her here?
그…,she’s as free-spirited...
바람 같은 녀석을.,...as the wind itself.
시그렌.,siegren.
난 너에게 상처 주지 않을 거야.,I promise I won’t hurt you.
그리고 너는 언젠가…,and someday...
분명 아주 많은 것을 가지게 될 거야.,you shall gain everything your heart desires.
그렇게 말해놓고서 떠나버리다니.,"with that being said, she ran off like always."
피오나.,fiona.
내가 지금까지 가지고 싶다고 생각한 건,the only thing I wanted up until now...
단 하나야.,...was revenge.
그 한 가지를 위해서 아주 많은 것들이 필요하게 되었지만.,"but in order to make that happen, I needed many other things too."
드래곤의 심장이라면,a dragon’s heart...
많은 영예를 가져다 주겠지.,...will bring me honor beyond anything else.
"기다려,","wait for me,"
피오나.,fiona.
와아…,wow...
여기가 수도의 헤일론 저택 이라구?,this is house haylon’s residence in the capital city?
마왕성 같았던 헤일론 성보다 훨씬 세련되었네.,"it looks so much more refined than their castle, which looked like a demon king’s lair."
"외벽이나 훈련장도 잘 관리되었고,",even the outer walls and training grounds look well-maintained.
정원에는 계절에 맞는 꽃이 피어있어.,and they planted flowers according to each season.
외관만 봤을 땐 잘 관리되고 있는 것 같아….,"from the outside, it seems very well-managed..."
마음 같아선 정원사를 칭찬해 주고 싶을 정도인데…,"if possible, I’d love to compliment whoever takes care of these gardens..."
그 사람들이 보기엔 난 윗선에서 내려온 감시자겠지.,"but to them, I'm probably someone sent down from above to monitor them."
그 무서운 아벨 공작의 부하(?),maybe they think I’m duke abel’s underling.
사용인들에게 별로 환영받지는 못하겠어.,I doubt the servants will welcome me warmly.
"나도 불편한 장소에 오래 있을 생각은 없으니,","I don’t plan on staying long either,"
빨리 끝내고 가지 뭐.,so I might as well finish quickly and leave.
"문지기한테 용건은 말했으니까,","I told the gatekeeper why I came,"
안에까지 이야기가 전달되었겠지?,so I assume everyone knows already.
"어서 오세요,","welcome,"
피오나 아가씨.,lady fiona.
저택의 관리자인 셀린이라 합니다.,"my name is celine, and I manage this estate."
공작님께 이야기는 많이 들었습니다.,I heard lots about you from his grace.
"자, 피오나 아가씨.","come right in, lady fiona."
헤일론 저택에 오신 것을 진심으로 환영합니다.,"on behalf of house haylen, allow me to give you a warm welcome."
"피오나 아가씨,","welcome,"
어서 오세요!,lady fiona!
"이,",uh...
이게 뭐지?!,what’s going on?!
보통 귀족가라도 이렇게 성대하게 환영해주진 않는데.,"normally, noble families wouldn’t greet guests so extravagantly."
오시느라 피곤하시죠?,are you tired after traveling such a distance?
방을 준비해두었습니다.,your room has been prepared.
원하시는 식사가 있다면 얼마든지 말씀해 주세요.,let us know if there’s anything specific you wish to eat.
전부 맛있어.,everything tastes good.
역시 인간이란 먹기 위해 사는 게 틀림없어.,"as expected, humans live solely for food."
내가 좋아하는 음식이 뭔지 어떻게 안 걸까?,how did they find out what foods I liked?
"아니지, 그보다도…","wait, but more importantly..."
나에겐 여기에 온 목적이 있었어.,I had another reason for coming here.
셀린.,celine.
저는 아벨의 명에 따라 이 저택을 둘러보러 왔는데요.,duke abel ordered me to inspect this place while I stay here.
물론 준비해 두었답니다.,of course! I've made preparations for that as well.
식사 후 바로 안내해 드릴게요.,"right after dinner, I'll show you around myself."
―해서 여기까지 저택의 주요 장소는 안내를 마쳤습니다.,and that concludes today’s tour of the main areas within the estate.
이제는…,next...
"아,","ah,"
저택의 장부라도 확인해 보시겠어요?,would you perhaps want to take a look at the account books?
고마워요.,thank you.
두꺼워.,this is thick.
더 있으니 가져다 드릴게요.,"there are plenty more, so I’ll fetch them for you."
일단 태도는 무척 호의적인데….,at least they seem friendly toward me...
사람을 겉만 보고 판단할 수는 없어.,but you shouldn’t judge people based on appearance alone.
