hangle,first_translate
"이 녀석, 남자 주인공인 시그렌 아냐?!","isn’t this guy siegren, the male lead?!"
원작 시작까지는 아직 6년이나 남았는데,the story doesn’t start for another six years...
왜 남주가 벌써 내 코앞에서 굴러다니고 있는 거지?,then why is he already here right before my eyes?
얘가 이 시기에 아벨을 만나는 거던가?,does that mean he’s going to meet abel soon?
"아니, 지금 이런 생각 할 때가 아니지!",no... now isn’t the time to think about things like that!
이 녀석이 이 세계를 구원할 남주가 맞다면,"if this kid really is the hero destined to save the world,"
이대로 날 구하고 사망하면 세계멸망이잖아!,I’ll cause its destruction if I let him die after saving me!
뭘 해도 내가 최종보스야?!,everything will fall apart because of me!
"여, 여기 빨리 의원 좀 불러 주세요!",p-please call for a doctor immediately!
이틀 뒤,two days later
흐음…,hmm...
심각한 부상이지만….,"it was quite serious,"
다행히 큰 고비는 넘겼습니다.,"but fortunately, you’re out of danger now."
정말요!,really? thank goodness!
무슨 일 있으면 불러 주세요.,let us know if anything happens.
네!,okay! thanks so much!
다행이다~,that's good news!
세계 멸망의 위기는 넘겼어~!,now we’ve avoided doomsday!
그나저나 이렇게 보면,"still, looking at him from up close makes it hard to believe..."
세계를 구할 영웅이라며 칭송받을 거라곤 안 믿기네.,...that he'll become known as the hero who saves the world one day.
이 시기면 시그렌 나이가 열네 살쯤인가…?,siegren must be around fourteen or fifteen by now...
"나도 간단하게 몇 줄 설정만 했을 뿐,","all I did was write down his backstory briefly,"
본편에서 세세하게 다룬 적은 없는 시그렌의 과거.,as there wasn’t any detailed description of his past life in the original novel.
시그렌은 남자 주인공답게 출생의 비밀을 가지고 있다.,"and just like all other protagonists, siegren has a secret regarding his birth."
그는 내가 현재 있는 제국의 황자다.,"to put it simply, he’s actually the son of the emperor."
"정확히는, 공표되지 않은 사생아.","more specifically, he’s an illegitimate child whose existence hasn’t been made public yet."
시그렌은 힘없는 평민 출신의 어머니에게서 태어났다.,"since his mother came from a family of powerless commoners,"
그를 눈엣가시처럼 여겨 죽이고 싶어 하는 자들은 많았다.,there were many people who wanted to kill him off.
시그렌은 어릴 적부터 늘 목숨을 위협받으며 살아왔다.,siegren had always lived under constant threat since childhood.
시그렌은 북부의 헤일론으로 도망친다.,"029eventually, he ran away to hailon castle in the north."
제국의 맨 끝이라 목숨을 노리는 자들의 영향력이 미치지 않았기 때문이다.,this place was far enough from those trying to take his life.
"그 후 아벨이 시그렌이 가진 검의 재능을 알아보고,","later on, abel discovered siegren’s talent with swords..."
그를 제자로 두며 가르치게 된다.,...and took him in as his apprentice.
여기까지가 시그렌의 유년시절 이야기.,that pretty much sums up siegren’s early life.
본편에서도 여주인공에게 짧게 말해 준 게 끝이었다.,"in fact, even in the actual novel, only bits and pieces are revealed through conversations with the female protagonist."
인물의 과거는 그저 성격을 나타내 줄 ‘설정’에 불과하니까.,a character’s background serves merely as “settings” used to describe their personality traits.
게다가 이건 판타지에서는 흔해빠진 설정이야.,"on top of that, such settings aren’t uncommon in fantasy novels."
하지만…,but still...
이 모든 일을 이 애가 실제로 겪었다고 생각하니까….,when I imagine how everything happened to someone real...
고생이 많았구나.,my heart goes out to him.
내가 많이 미안해.,I feel terrible.
때가 되면 이곳을 떠날 예정이었지만…,"I’m planning to leave once the time comes,"
그래도 반성의 의미를 담아 여기 있을 동안은 얘한테 잘해줘야겠다.,"but until then, I want to treat him well while I can."
게다가 시그렌은 나중에 날 죽일 예정이잖아?,"not to mention, siegren plans to kill me someday."
혹시 모르니까 친하게 지낼 필요가 있어!,I need to get along with him just in case!
"이 누나가 진짜 성심성의껏 돌볼 테니,","I promise to look after you sincerely,"
"나중에 커서 잘해… 아니, 살려줘라.","so please don’t forget when you grow older... no, spare my life instead."
시그렌 신경 쓴다고 제대로 못 잤더니 너무 졸려…,I didn’t sleep properly last night thinking about siegren... I'm exhausted...
잠깐만 눈 좀 붙일까….,I guess I’ll rest my eyes for a bit...
뒷일은 시그렌이 정신을 차리면 생각해 보자….,I’ll worry about what to do next when siegren wakes up...
헛.,yawn
얼마나 잔 거지?,how long have I slept?
응?,huh?
웬 시선이…,where’s that gaze coming from--
아.,oh.
깨어났네?!,he woke up!!
"잘, 잘 잤니?",g-good morning!
만나서 반가워!,nice meeting you!
와아.,wow.
