hangle,first_translate
"『금일 오후,",I would like to invite you to my tea party this afternoon...
온실에서 있을 티 파티에 영애를 초대하고 싶습니다.』,...at our greenhouse.”
"『시간이 나신다면 꼭 참석해 주세요,","“Please join us if you have time available today,"
헤더 아덴 자작 영애.』,lady heather aden.”
"이 사람,",isn’t she...
어제 시그렌이랑 일이 있었던 그 영애 아냐?,...the lady that had some trouble with sir siegren yesterday?
그런 사람이 여는 티파티에 내가 가도 되는 건가?,do I really need to go to her tea party?
내가 괜히 신경 쓸 만한 이유는 없지.,but there’s no reason for me to worry about what happened last night.
잘못한 건 그쪽이고.,she was at fault anyway.
어쩌면 티파티에서 유니스를 만날 수 있을지도 모르니까.,maybe I’ll get to see eunice again at the tea party.
기쁜 마음으로 응하겠다고 전해줘.,tell her I’m happy to accept the invitation.
유니스 영애.,"good morning, lady eunice."
피오나 영애…!,it's lady fiona...!
유니스 영애도 초대받은 건가요?,"were you invited as well, lady eunice?"
네.,"yes, I was."
피오나 영애와는 같은 일행임에도 계속 얼굴을 볼 수가 없었네요.,"even though we’re traveling together, I haven’t been able to talk much with you yet."
전 말을 타고 있었거든요.,that’s because I’ve been riding on horseback.
…그래도 마차에도 와 주세요.,"still, please come visit me inside the carriage sometimes."
혼자서는 심심해서….,it gets so boring when I'm alone--
주변에 온통 기사랑 병사라서 쓸쓸했나 봐.,she must feel lonely since all those guards are around her.
어서 오십시오.,"this way, ladies."
이쪽이 온실입니다.,the greenhouse is over here.
아가씨께서는 안쪽에서 기다리고 계십니다.,your hostess will meet you inside.
"어머나,","my goodness,"
"피오나 영애,",ladies fiona and eunice...
유니스 영애…,ladies fiona and eunice...
초대에 응해주셔서 감사해요.,thank you both for coming.
기다리고 있었답니다.,I've been waiting for you two.
"와, 역시 화려한 미인이야.",wow! she truly is beautiful.
이런 사람이 시그렌에게 달려들었단 말이지.,no wonder she tried hitting on siegren.
"자, 어서 앉으세요.","now, please take a seat."
"네, 고마워요.","okay, thank you."
이쪽은 근처 영지의 영애들이에요.,and these are the young ladies from nearby territories.
명성이 자자한 두 분을 만나서 영광이에요.,it’s such an honor to finally meet you two.
네…,oh...
잘 부탁해요.,nice meeting you too.
뭐지?,huh?
묘하게 시선이 불온한 것 같은 느낌이….,"for some reason, they seem hostile toward me..."
헤일론 영애는 북부에 있었다면서요.,"didn’t you say you were living up north, lady heather?"
맞아요.,correct.
힘들지는 않았나요?,wasn’t it difficult?
거기에는 굉장히 야만적이고 잔혹한 마법사가 산다고 들었는데….,I heard there lives a very barbaric and cruel magician up there...
사람 사는 곳이라 다들 비슷하답니다.,all places where people live aren’t that different.
"아니, 이 소문 여기까지 돌았냐!","wait, did everyone hear about that rumor already?!"
"소문 이야기가 나와서 말인데요,","since rumors came up,"
듣자 하니…,"from what I know,"
영애의 핏줄은 조금 특별하다면서요?,"apparently, your bloodline isn’t quite normal."
본래는 헤일론 쪽이 아니라고 들었어요.,I also heard that house haylon wasn’t originally your family name.
