hangle,first_translate
피오나 그린,fiona green...
그녀는 백작가의 사생아로 불운한 유년 시절을 보냈으나,she was born as the illegitimate child of a noble family and had an unfortunate childhood.
"성장하며 마법에 재능을 드러내,","but she grew up to become talented at casting spells,"
훗날 훌륭한 마법사로 칭송받게 된다.,and later became known as one great magician.
그야말로 전형적인 주인공의 클리셰.,it’s your typical protagonist cliché story.
그러나 피오나는 절대로 주인공이 될 수 없다.,but there is no way that fiona can ever become the main character.
"피오나,","fiona,"
이 아비의 말을 듣고 있는 거냐.,did you hear what I just said?
"피오나의 친부, 그린 백작.","count green, fiona's biological father."
"죄송합니다, 아버지.","I'm sorry, father."
어린 게 건방지긴.,that little brat has some nerve.
"저리 천한 건 신경 쓰지 마세요, 아버지.","do not worry about her, father."
"그린 백작가의 장남, 카인델.","caindel, firstborn son of house green."
저 입 좀 때리고 싶다.,I want to slap her across the face so badly right now.
천한 취급이 아무리 열 받아도 참아야 한다.,"no matter how angry I get from being treated like dirt, I must hold back my anger."
피오나는 이제 겨우 열세 살에,"right now, fiona is only thirteen years old..."
별다른 힘도 없는 그린 가문의 짐 덩어리 사생아일 뿐이니까.,...and nothing but a powerless bastard daughter of house green.
"그렇다. 나는 지금,",this is where I am right now.
이 소녀. 피오나 그린이 되었다.,in this girl named fiona green's body.
"지금은 처리 곤란한 구박데기 사생아지만,","even though she may seem like a useless bastard daughter for now,"
훗날 천재 마법사로 칭송받게 되는 피오나!,"later on, she will come to be known as a genius magician!"
"그럼에도 불구하고, 피오나가 되었다는 건 좋은 상황이 아니다.","still, becoming fiona isn’t exactly good news."
"그야, 당장의 장래가 아무리 탄탄해도…,","of course, even if she does have a promising future ahead of her,"
피오나는 주인공이 아니라 최종 보스니까!,"the thing is, fiona is not the main character! she's actually the final boss!"
그것도 주인공 커플의 사랑의 힘에 장렬히 죽음을 맞이하는 최종 보스!,"not only that, she dies by the power of love shared by the male and female leads!"
정말 부정하고 싶지만… 이건 이미 운명적으론 정해진 결말이다.,"as much as I don't want to believe it, this ending has already been set in stone."
이곳은 황제인 남주인공과 성녀인 여주인공이 연애하며 세계를 구하는 내용의 소설 속 세계다.,"this world exists inside a novel where the male lead, who becomes the emperor, falls in love with the saintly female lead while saving the world together."
"그리고,","and here,"
이곳에 악역인 피오나를 위한 자비는 없다.,there is absolutely no mercy shown toward villains like fiona.
마지막쯤 피오나는 불사에 가까운 존재가 되어 주인공 커플을 위협한다.,"near the end, fiona comes close to gaining immortality and threatens the lives of the two protagonists."
"그에 남자 주인공은 검으로 피오나의 목을 베고,","to stop her, the male lead cuts off her head with his sword,"
