hangle,first_translate
북부 최전방 헤일론,the northernmost region  haelion territory
여기가 헤일론 공작 성….,this is house haelion’s castle...!
엄청난 위압감이야…,it feels so intimidating...
나는 결국 가족에게 떠밀려 무자비한 공작이 다스린다는 북부 최전방에 왔다.,"I’ve been pushed away by my family and sent off to live under the rule of duke haelion, known for his ruthlessness."
딱 봐도 마왕성 같은 게 사람 엄청 굴릴 것 같다.,that place looks like satan's lair! they must treat people terribly there.
내 무덤을 내가 팠지...,"well, you reap what you sow..."
이쪽으로.,this way.
문을 열어라.,open the gates.
"문이, 엄청 커…!!",th-the gate is huge...!!!
"북부의 공작, 아벨 헤일론","duke of the north, abel haelion"
너 나름대로는 각오했겠지. 하지만…,"I’m sure you’re prepared,"
너 같은 어린애는 여기에 필요 없다.,but we don’t need someone as young as you here.
집으로 돌아가도록.,go back home.
쓸모없는 자에게 투자할 시간은 없다 이건가.,does that mean he doesn’t have time to invest in useless people?
"아벨은 모르겠지만, 지금의 나는 마땅히 돌아갈 곳도 없어.","little does abel know, but right now, I don’t really have anywhere else to go."
"원작 속의, 자신의 마법적 재능을 모르던 피오나는-","in the original story, since fiona didn’t realize she had magical powers yet,"
이렇게 그린 가문에서도 헤일론에서도 쫓겨난다.,she was kicked out from both her own family and house haelion.
그리고 이때 세상에 버림받은 상처가,"and at that moment, when she felt abandoned by everyone around her,"
후에 피오나가 악역이 되는 결정적인 계기가 된다.,fiona decided to become a villainess.
하지만 지금의 나는 알고 있어.,"but unlike then, I already know about my abilities."
