hangle,first_translate
"피오나 영애,",lady fiona...
최근 황태자 전하께서 유흥가에 금화를 뿌리며 돌아다닌다는 걸 아시나요?,do you know that his highness has been throwing gold coins around at entertainment districts recently?
유흥가요?,entertainment district...?
"네, 정말 알고 싶지 않지만…","well yes, I wish we didn’t have to find out about this,"
유감스럽게도 프리실라 가문의 정보망에 걸려서요.,"but unfortunately, he was caught by house frisella’s information network."
네에…,I see...
현대 사회로 따지면 술집에서 여자를 끼고 지폐를 뿌리는 사람이군.,"in modern terms,  he’d basically be splurging money on women at bars."
우히히힛,hahaha
피오나 영애.,lady fiona.
영애를 응원하고 있어요.,we’re rooting for you.
아시죠?,didn’t you already know that?
걱정 마세요.,don’t worry.
한 방 먹일 준비는 다 되었답니다.,everything is ready so that we can deal him one good blow.
귀청 떨어지겠네…,my ears are going to fall off...
경기 하나 끝났다고 저렇게 함성을 지르는 거야?,is everyone screaming like that just because one match ended?
아가씨.,your ladyship.
출입구 인원 배치는 다 끝났습니다.,the guards are all stationed near the entrance now.
"그리고, 다음 경기가 오늘의 메인이라더군요.","and apparently, today's main event will take place during the next match."
그래?,really?
여러분!,good people of valhala!
오래 기다리셨습니다!,thank you for waiting!
오늘은 정말 여태껏 공개한 적 없는 마물을 소개하겠습니다!,"today, we shall introduce a monster never seen before!"
바로…,it is none other than...
죽은 땅에서 발견된 신종 마물입니다!,a new species discovered from the land of death!
죽은 땅의 마물을…?!,from the land of death...?!
멍청하긴…,that fool...
"저거,",that thing...
흉폭한 게 딱 봐도 광폭화가 진행된 마물이에요.,"...looks extremely violent. clearly, its madness has progressed quite far."
이거 괜찮은 건가…?,is everything alright...?
방어막 마법이 걸려 있으니까 괜찮겠지.,"since there’s a barrier cast over us, we’ll probably be fine."
지금까지도 멀쩡했잖아.,nothing happened until now anyway.
방어 마법은 아마 곧 무너질 거예요.,the defensive magic won’t last much longer though.
"경, 출입구에 인원 배치 다 끝났다고 했죠?","kyeong, did you say that all our men were positioned at the entrance?"
예.,"yes, your grace."
그럼 계획을 앞당기죠.,then let’s move forward with our plan sooner.
"버,",th-thunderbolt...?
번개…?,thunderbolt...?
신호다.,it must be the signal.
"자,","now then,"
당장 전부 붙잡으세요!!,arrest them immediately!!
으악!!!,argh!!!
"왜, 왜이러는 거야!!",wh-why are they doing this?!
어디로 데려가는 거냐고!!,where are you taking me?!
제길…,shoot...
왜 일이 이렇게 돌아가지?!,how could things turn out like this?!
전하!,your highness!
이게 어떻게 된 일 입니까!,what exactly is happening here?!
"젠, 젠장!",d-damn it!
나도 몰라!,I don’t even know myself!
대체 어떤 놈이 이런 짓을 벌인 거지?!,whoever dared do such a thing better watch their back once I catch them!
발견하면 가만 안 두겠어.,"if I ever get my hands on them, I’m not letting go without making them pay."
미쳤나?,has she gone mad?
경기장에 걸어 들어가는 놈이 있잖아?,there’s someone walking into the arena right now!
저건…,wait...
사생아 자식…?!,could that be... bastard zen?!
"저기, 저놈들도 잡아!",get those bastards too!
으으으…,mmgh...
열쇠 내놔!!,hand over the key!!
으왓?!,aghk?!
찾았다!,found it!
저리 비켜!!,move aside!!
도망치게 두면 안 된다!,you cannot allow her to escape!
당장 잡아라!,catch her immediately!
"제길,","darn it,"
다 그 사생아의 소행이었던 거야.,this whole mess was caused by that bastard after all.
당하고만 있을 것 같냐?!,do you think I'll sit idly while being taken advantage of?! no way!
오…,ooh...
쓸만한 놈이 있군.,he looks useful enough.
자유로워지고 싶지?,do you want freedom?
짤랑,clank
내가 친히 풀어줄 테니…,I’ll personally set you free if...
"당장 가서,",...you run down there right away...
그 천한 사생아 새끼를 통째로 씹어 먹어 버리라고!,...and devour every bit of that wretched little bastard!
