hangle,first_translate
"이 녀석, 남자 주인공인 시그렌 아냐?!","isn’t this guy siegren, the male protagonist?!"
원작 시작까지는 아직 6년이나 남았는데,the story doesn’t start for another six years...
왜 남주가 벌써 내 코앞에서 굴러다니고 있는 거지?,then why is he already here right before my eyes?
얘가 이 시기에 아벨을 만나는 거던가?,does that mean he’s going to meet abel soon...?
"아니, 지금 이런 생각 할 때가 아니지!",no! now isn’t the time to think about things like that!
이 녀석이 이 세계를 구원할 남주가 맞다면,"if this kid really is the hero destined to save the world,"
이대로 날 구하고 사망하면 세계멸망이잖아!,"and if I let him die after saving me, then the world will end!"
뭘 해도 내가 최종보스야?!,I’m still gonna be the final boss no matter what I do!!
"여, 여기 빨리 의원 좀 불러 주세요!",p-please call for a doctor immediately!
이틀 뒤,two days later
흐음…,hmm...
심각한 부상이지만….,"it was quite serious,"
다행히 큰 고비는 넘겼습니다.,"but fortunately, you’re out of danger now."
정말요!,really? thank goodness!
무슨 일 있으면 불러 주세요.,let us know if anything happens.
네!,okay!
다행이다~,that’s good news!
세계 멸망의 위기는 넘겼어~!,now we’ve avoided the apocalypse!
그나저나 이렇게 보면,still though...
세계를 구할 영웅이라며 칭송받을 거라곤 안 믿기네.,this boy looks nothing like someone who’ll become known as the savior of the world someday.
이 시기면 시그렌 나이가 열네 살쯤인가…?,siegren must only be around fourteen at this point...
"나도 간단하게 몇 줄 설정만 했을 뿐,","all I did was write up his character description briefly,"
본편에서 세세하게 다룬 적은 없는 시그렌의 과거.,as his past wasn’t covered thoroughly in the original novel.
시그렌은 남자 주인공답게 출생의 비밀을 가지고 있다.,"like any other main character, siegren has secrets surrounding his birth."
그는 내가 현재 있는 제국의 황자다.,"to put it simply, he’s currently a prince of the empire."
"정확히는, 공표되지 않은 사생아.","more specifically, he’s an illegitimate child whose existence hasn’t been made public yet."
시그렌은 힘없는 평민 출신의 어머니에게서 태어났다.,siegren was born from a mother who came from a family of powerless commoners.
그를 눈엣가시처럼 여겨 죽이고 싶어 하는 자들은 많았다.,"naturally, there were many people who wanted him dead because they saw him as a threat."
시그렌은 어릴 적부터 늘 목숨을 위협받으며 살아왔다.,"from a young age, siegren lived under constant threats against his life."
시그렌은 북부의 헤일론으로 도망친다.,"029eventually, he ran away to hailon in the north."
제국의 맨 끝이라 목숨을 노리는 자들의 영향력이 미치지 않았기 때문이다.,he chose that place since it was farthest from those trying to kill him.
"그 후 아벨이 시그렌이 가진 검의 재능을 알아보고,","later on, abel discovered siegren had talent with swords,"
그를 제자로 두며 가르치게 된다.,and decided to take him in as his student.
여기까지가 시그렌의 유년시절 이야기.,that pretty much sums up siegren’s childhood.
본편에서도 여주인공에게 짧게 말해 준 게 끝이었다.,"in the actual novel, all these details are mentioned by the female lead very briefly."
인물의 과거는 그저 성격을 나타내 줄 ‘설정’에 불과하니까.,a person’s backstory is just something used to explain their personality traits.
게다가 이건 판타지에서는 흔해빠진 설정이야.,"on top of that, this kind of setting is extremely cliché in fantasy novels."
하지만…,but...
이 모든 일을 이 애가 실제로 겪었다고 생각하니까….,when I think about how everything actually happened to this poor boy...
고생이 많았구나.,you went through so much hardship.
내가 많이 미안해.,I’m truly sorry.
때가 되면 이곳을 떠날 예정이었지만…,"even though I plan to leave when the time comes,"
그래도 반성의 의미를 담아 여기 있을 동안은 얘한테 잘해줘야겠다.,"for now, I want to treat him well while I can."
게다가 시그렌은 나중에 날 죽일 예정이잖아?,"not to mention, siegren plans to kill me eventually anyway."
혹시 모르니까 친하게 지낼 필요가 있어!,I need to make friends with him just in case!
"이 누나가 진짜 성심성의껏 돌볼 테니,","I promise to look after you sincerely,"
"나중에 커서 잘해… 아니, 살려줘라.","so please don’t forget about me when you grow older... or better yet, spare my life."
시그렌 신경 쓴다고 제대로 못 잤더니 너무 졸려…,I didn’t sleep properly last night because I kept thinking about siegren... I’m exhausted.
잠깐만 눈 좀 붙일까….,I guess I’ll rest my eyes for a bit...
뒷일은 시그렌이 정신을 차리면 생각해 보자….,I’ll worry about everything else once siegren wakes up...
헛.,yawn
얼마나 잔 거지?,how long have I slept?
응?,huh?
웬 시선이…,do I sense someone looking at me...?
아.,oh.
깨어났네?!,are you awake now?!
"잘, 잘 잤니?",g-good morning!
만나서 반가워!,it’s nice meeting you!
와아.,wow.
제대로 눈을 뜨니까 확실히 잘생겼네.,"seeing him clearly now, he does seem handsome."
그런데 어려서 그런지 날 선 고양이 같아.,"but maybe due to his youthfulness, he also seems rather prickly."
구해줘서 고마워.,thanks for helping me back there.
주인공이니까 뭔가 여유로울 줄 알았는데.,I thought he’d be more laid-back considering he’s the main character.
…여긴 어디야?,where am I...?
헤일론 성이야.,we’re inside hailon castle.
넌 누군데?,who are you?
내 이름은 피오나. 너는?,my name is fiona. what about yours?
"시, 그렌.",s-siegren.
…난 어떻게 살아있는 거지?,"wait, but how come I’m alive...?"
날 안고 구른 게 생각나지 않나?,don’t you remember rolling down the hill together?
"무의식중에 사람을 돕다니, 과연 남자 주인공.",helping others without even realizing it himself... talk about being a typical male protagonist.
내가 데려와서 의원에게 치료해달라고 했어.,I brought you here and asked the physician to heal your wounds.
뭐?,what?
"그렇게 이상하단 표정 지어도,","yes, I know it sounds strange,"
난 네 몸 상태가 더 신경 쓰인단다.,"but honestly, I care more about your condition than anything else."
"말이 남자 주인공이지, 아직 어린애다.","although he may be the male protagonist, he’s still just a little kid."
막연한 상상과 당장 눈앞의 현실의 차이는 엄청났다.,there’s such a huge difference between imagining something versus seeing it happen firsthand.
시그렌이 다친 모습을 보니 죄책감이 장난이 아니다.,"after witnessing siegren getting hurt, I couldn’t help but feel guilty."
난 왜 남주 과거를 불행하다고 설정해서….,why did I set his past to be so tragic?!
