hangle,first_translate
드디어 헤어졌나?,did they finally break up?
"…아,",uh...
아주 잘 사귀고 있네요!,it seems they’re still going strong!
권터와 용병단 일행의 숙소,gunter’s mercenary group’s lodging house
뭐? 다람쥐보다 큰 동물?!,what?! bigger than a squirrel?!
좀 더 제대로 언질이라도 주지 그랬어?!,wouldn’t it have been better if he’d given us more details about what we’ll be facing?!
~그 이후~,and after that...
그 이후로 대판 싸웠다고!,I heard they got into a big argument over this!
본래 연인 사이의 일에 끼면 머리만 아플 뿐이잖아.,but why do you care so much? don’t bother yourself with other people’s business.
"뭐, 좋아.",fine.
오늘은 의뢰를 하러 왔으니까.,let’s just focus on our mission today.
의뢰를?,a mission?
단도직입적으로 말해서…,to put it bluntly...
"어, 대장이 웬 여자랑 있어!",captain! there's some woman here for him!
진짜네!,she really is pretty!
애인인가?,is she his girlfriend or something?
애ㅇ…,his girlfri--
너희들 입조심하는 게 좋을 거다.,be careful how you speak around her.
잘못하면 사형당하니까.,or else your head might roll off your shoulders.
황자,the prince
황자의 애인,the prince’s lover
그러네?,that makes sense.
"대장, 어울리지 않게 감싸기는!","come on, captain... stop being such a softie!"
권터 말 듣는 게 좋을 거야.,listen to gunter. he knows best.
대장 애인답게 강단은 있네?,"for someone dating the captain, you’ve certainly got spunk."
얼굴은 곱게 자란 아가씨처럼 생겨서 그렇게 안 보이는―.,"you look like a proper young lady, but I guess appearances can be deceiving--"
난 의뢰주야.,I’m actually their client.
"아…, 그랬나.","o-oh, right."
"거참, 우리가 얼마나 비싼지는 알아?",do you know how expensive hiring us costs?
의뢰주랍시고 거들먹거리다가 즉시 발 돌린 녀석들도 꽤 된다고!,we've seen plenty of clients act all high-and-mighty before backing down at the last minute!
보아하니 아직 대장이 의뢰 수락도 안 한 것 같은데―.,"from where I stand, though, it doesn’t seem as if the captain has accepted your request yet."
"어머, 그래?",really?
내가 앞에 수식어를 잊어버렸네.,then let me correct myself.
정정할게.,I am not just any ordinary client.
"나는,",I'm...
‘돈 많고 권력 있는’ 의뢰주라고.,...a rich one with power.
용병단을 통째로 사다니….,she bought out the entire company...
귀족들이란….,nobles are always so extravagant...
의뢰 기간은 언제까지지?,until when would you need them?
잘못했어요…,my bad...
후엥,pfft
당연히~,"of course,"
공작님을 찾을 때까지.,until duke abel returns home safely.
