hangle,first_translate
와아…,wow...
막사마다 가문의 문양이 수놓아져 있네요.,each tent has  its family crest embroidered on them.
저 빨간 문양은 어느 가문일까요?,I wonder which house that red one belongs to.
공작님?,your grace?
날씨가…,the weather is...
더럽게 덥군.,...terribly hot today.
수도가 헤일론 사람한테는 좀 덥긴 하지.,it’s quite warm for people from haelion.
공작님은 참가 안 하시는 거죠?,"you’re not participating, are you?"
안 한다.,nope.
너희가 재롱떠는 건 구경할 테지만.,but I’ll watch as all of you show off your skills.
재롱…,showing off our skills...
너도 더우니 체력 떨어지기 전에 상급 마물 하나 잡고 끝내라.,"since you must also feel hot, why don’t we just hunt down one advanced monster before you get tired?"
사냥 대회에 상급 마물이 있을 리 없잖아요.,an advanced monster wouldn’t appear at this competition.
황족이랑 귀족들이 반쯤 즐기자고 만든 대회에 그런 위험한 게 있으면…,if such dangerous creatures were present here where royalty and nobles come to have fun--
"실례합니다,","excuse me,"
헤일론 공작님.,duke haelion.
잠시 피오나 영애와 이야기를 나누어도 될까요?,may I speak with lady fiona for a moment?
리비아 영애?,lady livia?
네?,huh?
사냥 대회에서 제가 잡은 마물을요?!,do you mean the monsters I catch during the hunting tournament?!
그래요.,that’s right.
영애가 잡은 마물을 제게 바쳐 주시겠어요?,can you give me the ones you capture?
…어째서요?,why do you ask?
"그야,","well,"
영애가 사냥 대회에서 우승할 테니까요.,it’s because I know you will win first place.
믿어 주시는 건 감사하지만 대회는 아직 시작도…,"I appreciate your trust in me, but the competition hasn’t even started yet--"
겸손하실 필요는 없답니다.,don’t be so modest.
전 영애가 줄곧 헤일론의 성벽을 수호했다는 사실을 알고 있었거든요.,I already knew about how you protected the walls of haelion castle.
"앗, 정말요?",really?
전 피오나 영애가 우승한다는 데 걸겠어요.,I bet my money on you winning first prize.
보아하니 다른 우승 후보인 시그렌 황자 전하께서는 별 의욕도 없어 보이시고.,"and judging by his attitude, it doesn’t seem like prince sigren wants to participate either."
시그렌…,prince sigren...
아까 팔자 좋게 하품이나 하고 있었지…,he was yawning away earlier without a single care in the world...
호감 가는 여자애가 있다며!,what happened to him having feelings for some girl?!
그럼 마물을 바쳐 달라는 건 무슨 의도인가요?,then what did you want those monsters for?
그건 보통 기사들나 영식들이 귀족 영애에게 호감을 표현하는 방법일 텐데…,isn’t that usually something knights or young men would offer to noble ladies they fancy...?
안 그러면 황태자 전하께서 제게 마물을 바칠 테니까요.,"or else, his highness the crown prince might end up giving them to me instead."
우승자인 제가 리비아 영애에게 마물을 바친다면…,"so if I gave them to you after winning first place,"
황태자 전하는 자존심이 상해서라도 마물을 바치지 않을 거란 거군요.,his pride won’t allow him to give any to you anymore.
마물 대역,monster stand-in
정확해요.,correct.
절 도우면 영애가 사교계에서 입지를 다질 수 있도록 도와줄게요.,"help me out, and I’ll help you establish yourself within high society."
어떻게요?,how?
영애는 시그렌 전하를 지지하는 헤일론 가문의 사람.,"as a member of house haelion, you support prince sigren."
황후께서는,her majesty the empress...
절대로 영애를 곱게 보고 있지 않을 거랍니다.,...will definitely look upon you unfavorably.
"솔직히 말하자면,","to put it bluntly,"
사교계에서 영애를 비웃음거리로 만들기 위해 단단히 벼르고 계시죠.,she plans to make you into a laughingstock among the aristocrats.
그러니 제가 도움을 드릴게요.,"thus, let me assist you."
이래 봬도 사교계에서 제 입지는 나름 탄탄하답니다.,my position in high society isn’t too bad myself.
확실히 나 같은 경우는 사교계에서 공격당할 수 있는 약점이 많지.,"indeed, there are many things about me that could lead to attacks against me in high society."
헤일론 가문의 후계자라도 양녀니까.,"not only am I adopted, but I’m also the successor of house haelion."
"거기다 난 어차피 황태자와는 언제라도 적대할 수 있는 위치였으니,","on top of that, since I can become enemies with the crown prince anytime soon,"
차라리 중립인 프리실라 가와 친분을 쌓는 것도 나쁘지 않아.,it wouldn’t hurt to build ties with neutral houses like priscilla.
좋아요!,alright then!
제가 리비아 영애를,I shall turn you into...
사냥 대회에서 가장 많은 마물을 받은 사람으로 만들어 드릴게요.,...the person who receives the most monsters at the hunting tournament.
아하하하.,ahahaha.
기대하고 있을게요!,I look forward to seeing that happen!
기세가 대단하네…,she seems pretty confident...
귀족과 황족들은 사냥 대회라도 호위를 잔뜩 붙이고 다니는구나.,nobility and royals still bring their guards along even when attending competitions like these.
시그렌에게도 붙었겠지?,061sigren probably brought some too.
피오나 영애!,lady fiona!
위험합니다!,be careful!
"아,","oh,"
여기서 불은 위험하려나?,is fire risky around here?
"헤일론은 울창한 나무가 별로 없어서 괜찮았는데,","back home in haelion, there weren’t very many trees, so it wasn’t much of a problem."
여기서는 큰 화재가 일어날 수도 있겠어.,but fires may spread quickly here.
피오나 헤일론…,fiona haelion...
저런 능력을 가지고 있었다니!,I had no idea she possessed such powers!
이대로 있으면 저 작은 영애에게 지게 될 게 뻔하다.,"at this rate, I’ll lose to her for sure."
그러면 사교계에서 내 꼴이 뭐가 돼!,then I’d never hear the end of it back in high society!
자리를 이동하겠다.,let’s move somewhere else.
어디로 가실 생각 입니까?,where do you plan on going?
통제선 너머로 간다.,outside the designated area.
하지만 그곳에는 상급 마물들이 서식하고 있을 가능성이 높습니다!,but there’s a higher chance of encountering advanced monsters over there!
출발한다!,let’s go!
이대로 질 수는 없지.,I cannot afford to lose now.
이랴!,take this!
"건방진 계집,",you arrogant little brat!
제대로 기를 꺾어주마!!,I’ll teach you a lesson!
