hangle,first_translate
대피하라!,everyone retreat now!
어둠에 절대 닿으면 안된다!,don’t let that darkness touch you!
성녀님은 어디 계시지?!,where’s lady fiona?!
오셨다!,she’s here!
성녀님이 돌아오셨다!,lady fiona has returned!
"자, 영애.","now, miss..."
여기서부터는 기사를 따라 대피하세요.,follow these knights from this point on.
"기사들, 성녀님을 확실히 호위하도록 해!","knights, make sure she stays safe at all costs!"
알겠습니다!,right away!
그럼 저는 이만…,I’ll see you--
잠깐만요!,wait!
"영애, 어둠이 다가오는 쪽으로 돌아갈 생각이신가요?","my lady, are you going back toward the darkness?"
본부에 아직 남아 있는 사람이 있을지도 모르니까요.,because there might still be people left inside headquarters.
곧 돌아올 테니 걱정 마시고…,"I won’t take long, so don’t worry about me--"
무언가가 영애를 죽이려고 해요!,"something wants to kill you, my lady!"
…네?,pardon...?
저에겐 무언가가 느껴져요.,I can sense something.
"무언가,",it's lurking somewhere...
어둠 속에 있어요…,...in the shadows.
피오나 헤일론 님!,ms. fiona halyon!
도와주세요!,help us!
동료가 본부 안에 고립되어 있어요!,our comrade was trapped inside our base!
"미안해요, 유니스.","I’m sorry, eunice."
이야기는 나중에 해요!,let’s talk later!
…아!,oh no!
피오나 영애!,lady fiona!
"덕분에 살았습니다, 마법사님!","thank goodness for your help, ms. magician!"
어둠과 마수가 몰려와서 꼼짝없이 죽는 줄로만 알았어요!,"the monsters were closing in on us, and I thought we’d never get out alive!"
감사 인사라면 권터에게 해주세요!,"if you want to thank someone, then go thank mr. gunther over there!"
이 위험한 곳에도 따라와 줬잖아요.,"after all, he followed me into danger."
"그보다, 정말 이제 남은 사람은 없는 거죠?","more importantly, are you really the last one remaining?"
네! 제가 마지막이에요!,that’s right! everyone else got out safely!
다행이다.,good.
이제 돌아가기만 하면…,all we have to do now is head back--
"이런,","ah,"
몬스터가!,a monster!
아가씨!,my lady!
"빠르게 달려, 권터!","run as fast as you can, gunther!"
규모가 큰 마법을 쓸 거야!,I'm gonna use powerful magic!
괜찮나?,is everything okay?
마법사님!!,ms. magician!!!
이 정도야 뭐.,this much isn’t anything.
위험하니까 어서 출발해요!,hurry up because it’s dangerous!
아가씨!,my lady!
뒤!!,watch behind you!!
말도 안 돼.,no way.
이렇게 빠르게 다가왔다고?,it caught up already?
이런 어둠은 처음 봐…,I’ve never seen such darknes--
피오나 헤일론!,fiona halyon!
마법사님!,ms. magician!
숨을 쉴 수가 없어…,I can’t breathe anymore...
심장을 바위가 짓누르는 것 같아.,it feels like a heavy weight is crushing my chest.
머리가 너무 아파.,and my head hurts too badly.
어떡하지.,what am I supposed to do?
정신을 놓을 것 같아…,I feel myself losing consciousness...
거기에 있는 거야?,are you down there?
뭐?,who said that?
있는 거지?,"you’re down there, aren’t you?"
확인해도 돼?,can I check?
이건 뭐지?,what is this place?
만져봐도 돼?,can I touch her?
사람?,a person?
이게 유니스가 말했던 ‘무언가’?,could this be what eunice meant by “something”?
"아, 안돼.",n-no...
숨이…,I can’t breathe...
"전하, 위험하오니 안쪽에서 기다리시지요?","your highness, please wait inside where it’s safer."
잠깐 다녀오겠다.,I'll just step outside for a moment.
예? 어딜…,excuse me? but why would you--?
피오나를 찾으러!!!,to find fiona!!!
