hangle,first_translate
생각보다 좀 걸리네.,it’s taking longer than expected.
붕대 가는 건 별로 안 걸릴 것 같았는데.,I thought changing his bandages wouldn’t take so long.
‘세상 물정 모르는 아가씨’라고 말하는 눈,siegren is looking at me as if he thinks I’m clueless about how things work around here.
아까 말하려다 못한 이야기를 하려고 했건만.,but I wanted to tell him something important just now.
나도 나름 열심히 일을 하고 있다구.,"I’ve been working very hard too, you know."
시그렌은 대체 왜 날 싫어하는 걸까?,why does siegren dislike me so much anyway?
사실 유년 시절의 시그렌의 성격에 대해서는 생각해 본 적이 없다.,"to be honest,  I never really gave any thought to what kind of person siegren used to be when he was younger."
그래서 통 감이 안 잡힌단 말이야.,that’s why I don’t understand this situation at all.
애초에 소설은 여주인 유니스의 시점으로 진행 되었고…,"the novel was written from eunice’s perspective,"
그 이야기 속에서 시그렌에게 부여된 역할은 간단했다.,and siegren had only one role within that story.
"잘생기고, 헌신적이고, 다정하고.","handsome, devoted, affectionate,"
오직 유니스에게만 사랑을 주는 완벽한 연인.,and loving toward eunice alone... the perfect lover.
누구나 한 번쯤은 비현실적인 사랑을 받는걸 꿈꾸지 않는가?,doesn’t everyone dream of receiving such unrealistic love once or twice in their lives?
"항상 날 신뢰하고, 내 편으로 있어 줄 사람을.",a man who always trusts them and stays by their side no matter what.
"그런 시그렌의 성격만 상상했으니까,","all I ever imagined were those aspects of siegren’s personality,"
지금 어떻게 다뤄야 할지 모르겠어.,so I have absolutely no idea how to deal with him right now.
의도가 살짝 불순해서 그런가.,is it because my intentions aren’t entirely pure?
"난 미안함과 애정, 계산적인 마음이 섞여서 가까워지고 싶은 건데.","my feelings for him are mixed with guilt, affection, and calculation."
그는 그걸 이유 없는 호의로 여겨 경계하는 모양이다.,"but apparently, he views my actions as unprovoked kindness and doesn’t trust me."
섣불리 다가갔다가 날 더 싫어하게 되면 미래가 불안해지는데.,"if I try approaching him carelessly and end up making him hate me even more, our future will become uncertain."
아가씨.,lady olivia.
끝났나요?,are we done?
그렇긴 합니다만….,"well yes, but--"
문제가 생겼나요?,has there been some sort of problem?
"아뇨, 부상의 회복은 무척 순조롭습니다.","no, not exactly. lord siegren has recovered quite well."
다만…….,however...
무슨 일이 생긴 건가요?,what happened?
"그 아이, 용병단 출신이라고 들었습니다.",I heard that young boy came from a group of mercenaries.
하지만 다 나아도 돌아가게 해도 될지 의문이 드는군요.,"even after he recovers completely, I wonder whether it would be wise to send him back."
"본인은 입을 열지 않지만,","he hasn’t said anything himself,"
온몸에 빼곡히 오래된 흉터가….,but judging by these old scars covering every inch of his body...
시그렌!,siegren!
말도 안 돼.,this isn’t possible.
설마 이 정도일 줄은 몰랐다고!,I didn’t realize it was this bad!
내가 무슨 짓을 한 거지?,how could I do such a thing?
무슨 일이야?,what’s wrong?
시그렌.,siegren.
"뭐, 뭐야?!",w-what?! hey! stop!!!
미안해. 잠깐 옷 좀 올릴게.,I’m sorry. let me lift your shirt real quick.
