hangle,first_translate
"…너에게 미움받는 게,",I’m terrified...
너무 무서워.,...of you hating me.
시그렌.,siegren.
잠깐 옆으로 갈게.,let’s go over there for  a second.
"저기,",can you lean forward just a little bit?
약간 앞으로 몸을 숙여볼래?,can you lean forward just a little bit?
이렇게?,like this?
"피오나,","fiona,"
뭘 하려고―,what are you trying t--
이 정도면 됐겠지.,that’ll do.
너…,are you...
날 괴롭히려는 거야?,...trying to torment me?
"아니, 그냥 이걸로 샘샘 하자고.","no, I was thinking we could make up like that."
너도 아까 일은 더 이상 신경 쓰지 마.,and don’t worry about what happened earlier anymore either.
아팠어?,did it hurt?
어떤 의미로는.,in some ways.
피오나.,fiona.
키스해도 돼?,may I kiss you?
아니.,no.
차라리 너한테 얻어맞고 싶어져.,it makes me want to hit you instead.
잘 참아 봐.,try holding back.
"미안, 시그렌.","I’m sorry, siegern."
나 정말 못됐다.,I really am terrible.
너에게 마음을 다 열지 못하는 주제에,"even though I haven’t opened my heart completely to you yet,"
네가 나에게 휘둘리는 모습을 확인하니 기분이 좋다니.,the fact that I can see how much control I have over you is making me feel good.
시그렌.,siegren.
내가 마음 전부를 열지 못해도,"even if I haven’t fully opened myself up to you,"
나는 널 가장 아끼고 있어.,know that I care most deeply about you.
그걸 항상 기억하고 있어 줘.,please always remember that.
이만 갈게.,"well then, I shall take my leave now."
피오나.,fiona.
"나에 관한 거 말고, 네 행복은 뭐야?","apart from things related to me, what else brings you happiness?"
나의 행복?,my happiness?
나의…,hmm...
글쎄.,well...
…모르겠어.,I don’t know.
분명 무언가 있었을 텐데.,I must’ve had something at one point.
이 세계에 와서 살아남기 위해 발버둥 치는 동안,"but while struggling to survive after coming into this world,"
내 행복 따위는 잊어버렸다.,I forgot all about my own happiness.
이젠 내가 바라는 게 별로 떠오르질 않아.,"now, nothing comes to mind when I think about what I truly desire."
이게 나의 가장 큰 문제일지도 모르지…,this might actually be my biggest problem...
아가씨.,lady fiona.
오늘은 프리실라 가문의 무도회에 가시는 날이었죠?,"today is the day of house priscilla's ball, isn’t it?"
