hangle,first_translate
응?,huh?
음.,mm...
네가 피오나 헤일론인가?,fiona halyeon?
"누구야, 이 사람?",who is this man?
거 천천히도 오는군.,wow... you’re finally here.
기다리다 목이 빠지는 줄 알았다.,I thought I was going to die from boredom while waiting for you.
덩치 엄청 크네…,he’s huge...
"말씀대로 제가 피오나 헤일론이 맞는데,",that would be me.
누구신가요?,but may I ask who you are?
날 몰라?,didn’t expect that reaction.
왜 자꾸 반말이야?,stop speaking informally.
이름을 밝히세요.,tell me your name.
정말 모르나.,do you really not know who I am?
"모르니까 이름, 말하라고.","no, so tell me your name already."
참지 못하고 반말 씀,can’t help but speak informally
대신 죽은 땅에서 도움이 될 만한 똥개를 하나 보내마.,"if anything happens, send someone useful instead of some useless mutt."
앗…,wait...
혹시 똥개?,is he talking about you?
뭐라고?,what did you say?
아벨 자식… 날 대체 뭐라고 소개한 거야.,abel! what exactly did you write in that letter?
차라리 진짜 똥개는 귀엽기라도 하지…,a real dog would’ve been more helpful than him...
이 험악한 남자를 어디다 쓰라고.,and less ugly too.
권터.,gunter.
내 이름은 권터다.,my name is gunter.
이제 들어 본 적이 있겠지.,now do you remember?
아.,oh.
아아아아아아~~~~~~!!!!!!,ahhh!!!
생각났다!,it just came back to me!
"원작의 등장인물로, 용병왕이라 불리는 자.","in the original story, there was a character called “the king of mercenaries.”"
다만 비중이 많은 편은 아니다.,though his role wasn’t very significant.
굳이 따지자면 조연과 서브남의 중간 정도.,"to put it simply, he was somewhere between a supporting character and a minor male lead."
잠시간 유니스의 호위를 맡다가 사랑에 빠졌던가.,"for a short period of time, he worked as eunice’s bodyguard before falling in love with her."
"그런데,",but...
이 타이밍에 권터와 만나게 될 줄은 몰랐네?,...I didn’t think we’d meet at this point in time.
난 아가씨를 알아.,"lady fiona, I know who you are."
몇 년 전에 헤일론에 잠깐 있었던 적이 있거든.,"some years ago, I spent some time at house halyeon."
…진짜?,really?
마주친 적이 있었어?,so have we met before?
"아니, 소문으로 들어 알았다.",not directly. only through rumors.
유감스럽게도 아가씨는 나에 대한 소문조차 못 들은 모양이지만.,"unfortunately, lady fiona doesn’t seem to care much about gossip."
난 소문에 크게 관심이 없어서…,rumors don’t interest me all that much...
그래 보여.,I can see why.
피오나.,fiona.
시그…,sieg--
왜 이렇게 땀을 흘려?,why are you sweating like crazy?
뛰어왔어?,did you run over here or something?
이상한 놈이 왔을 수도 있으니까.,there could’ve been weirdos lurking around.
"팔자 좋아 보이는군, 시그렌.","you must be one lucky bastard, siegren."
권터?,gunter?
네놈이 왜 여기에 있지?,what brings you here?
둘이 아는 사이야?,are they friends?
"헤일론에서, 조금.",from my days at halyeon.
"아무튼, 공작이 협박해서 오긴 했다만…",the duke threatened me into coming here anyway...
"아가씨, 혹시 내가 필요 없나?","lady fiona, if you don’t need me anymore,"
그러면 돌아가고.,then I’ll head back now.
딱 잘라,straightforward
"아니, 됐어.","no, stay."
당신 쓸모 많아 보이는걸.,you look pretty handy.
어디다 부려 먹게?,where will you use me?
이번에 황궁에서 죽은 땅에 가라고 했거든.,the royal palace ordered us to go to the land of death.
내가 헤일론 기사와 병사를 빼가면 그만큼 저택 경비에 구멍이 생기잖아.,but taking knights and soldiers away from halyeon will leave our estate vulnerable.
잠깐.,wait.
죽은 땅? 거기에 왜 가?,the land of death? why are you heading there?
나중에 설명해줄게.,I’ll explain later.
별로 크게 걱정할 일은 아니야.,it’s nothing serious.
이때의 나는 몰랐다.,"at the time, I had no idea..."
"설마 시그렌이,",...that siegren...
사단의 총책임자에 지원할 줄이야.,...would volunteer himself to become commander-in-chief of the troops.
"신경 쓰는 건 알았지만,","I knew he cared deeply about me,"
진짜 저질러버릴 줄은…,but I never expected him to actually take action...
사랑의 힘이군.,all because of love.
