hangle,first_translate
"이제 네가 가고 싶은 곳이 있다면 떠나도 좋다,","if there’s somewhere you want to go now, feel free to leave at any time,"
피오나.,fiona.
너는 이제 막 성인이 되었다.,"now that you’re officially an adult,"
원하는 게 있다면 자유롭게 할 수 있어.,you can do whatever your heart desires.
네 마법 실력이라면 수도에서 부귀영화를 누릴 수도 있을 테고.,"with your skills as a magician, I’m sure you could even live in luxury and wealth if you wanted to."
…사생아인 게 신경쓰이면 헤일론의 이름으로 후견인을 해 주마.,"and if being illegitimate bothers you so much, then I’ll become your guardian under house haylon."
그러면 수도에서도 널 함부로 대하지는 못할 거다.,that way no one will dare treat you poorly when you get to the capital either.
어… 정말 의외네요.,wow... this is quite unexpected.
뭐가.,what is?
공작님이 이런 친절한 제안을 해 주시다니…,I never thought his grace would make such a kind offer like this...
나는 그저 네게 마땅한 대가를 지불할 뿐이다만.,it's just my way of repaying what I owe you for all these years.
그동안의 보수는 그 대가가 아니었나요?,but didn’t he already pay me back by giving me money every month?
날 뭐로 보고.,didn’t he already pay me back by giving me money every month?
그건 단순히 네 노동에 대한 값에 불과해.,that was simply payment for your labor.
그거랑 이건 엄연히 별개의 일이다.,this has nothing to do with that.
아벨이 이런 상냥한 생각을 하고 있었다니…,to think abel had been thinking about doing something nice for me all along...
그동안 피도 눈물도 없다고 욕해서 미안!,sorry for calling him cold-hearted all those times!
"그리고... 자,",and here...
받아라.,take this.
네 본가에서 날아온 편지다.,a letter came from your family home.
본가라면…,my “family home”?
그린 백작가!,then it must’ve come from house green!
"아버지, 기특하게도 우리 막내가 지원하겠다는군요.","dear father, our youngest child says she wants to volunteer."
수줍어서 크게 말은 못 하는 것 같지만.,she seems too shy to say anything out loud though.
어린 나를 억지로 전쟁터로 등 떠민 장본인들.,the people responsible for pushing little ol’ me onto the battlefield against my will...
그러니까 …전…,so they are saying...
5년간 편지 한 통 보낸 적이 없더니…,they haven’t sent me a single letter over the past five years...
그동안 소식도 없었는데…,nor have we heard anything from them during that time...
왜 보낸 걸까요?,do you know why they might've written to us now?
"글쎄, 나도 뜯어 보지는 않아서 모르지.",no idea since I haven’t opened it yet.
...참. 피오나 네가 원한다면…,"right. well, if you’d like,"
널 이곳으로 떠민 본가를 부수는 일도 해 주마.,I can also help destroy the very family that pushed you away from their home.
그동안 캐 놓은 약점이 꽤 많거든.,I dug up plenty of dirt on them while you were gone.
이게… 아벨 나름의 서비스 정신…?,is this abel’s own special service or something?
"그, 그 정도로 복수심에 불타지는 않아요.",i-it doesn’t bother me enough to seek revenge.
솔직히 신경도 안 쓰고 있었고.,"honestly speaking, I don’t really care anymore."
"뭐, 네 성격이라면 그렇겠지.","well, knowing how you are, that makes sense."
나라면 힘이 생긴 즉시 먼지 한 톨 남기지 않고 없애버렸겠지만.,me? I wouldn’t hesitate to wipe them off the face of earth once I got strong enough.
아무튼…,in any case...
확실히 이제 곧 원작이 시작될 시점이구나.,it looks like the original story is finally starting soon.
여주인공도 나올 시기인데,the female lead should appear around this time too.
내가 시그렌 곁에 있어 봤자 정신만 사나울지도…,maybe it'd only confuse things more if I stayed close to siegren right now anyway...
어쨌건 해주신 제안은… 모두 감사합니다.,"either way, thank you for everything you offered me today."
감사하면 아버지라고 불러 봐라.,"if you’re thankful, call me dad."
그건 거절할게요.,I'll pass.
매정한 녀석.,cold girl.
하하...,haha...
참 오늘 묘하게 툴툴거린다니까.,why am I getting upset over this again?
어디보자…,let’s see...
어… 그러니까…,uh... so basically...
내 사망 확인을 부탁한다고?!,they’re asking me to confirm whether I'm dead or not?!
요지는 이랬다.,that’s pretty much it.
"현재, 내 아버지인 그린 백작이 위독하다.","apparently, my father, count green, isn’t doing well."
"때문에 유산과 관련된 일을 처리해야 하니,","for that reason, they need to sort some matters related to inheritance,"
그린 가문의 혈육인 피오나의 사망을 확인하는 문서를 보내 달라-,"which requires documents confirming the death of fiona, blood relative of house green--"
애초에 살아있다는 생각은 하지도 않은 모양이군.,looks like they never expected me to still be alive.
이미 5년 전에 죽으라고 사지로 내보낸 집안의 천덕꾸러기였다.,"after all, I was the good-for-nothing daughter whom they forced to join the war five years ago."
줄곧 잊고 있다 유산 문제를 처리할 때가 되어서야 생각이 났겠지.,they probably forgot about me until it became necessary to deal with issues regarding the estate.
참 한결같은 집안이네.,house green hasn’t changed one bit.
그린 가문의 유산에는 눈곱만큼도 관심 없어.,I couldn’t care less about inheriting anything from them.
아버지인 그린 백작의 임종을 지킬 의리도 없고.,"not to mention, I have zero interest in seeing my dying father."
하지만…,still...
하필 아벨이 하고 싶은걸 하며 살라고 할 때쯤 일이 터지다니.,"of all the timing, this happened exactly when abel told me I could start living however I liked."
나중에 내가 살아 있다는 걸 알고 나면 성가지게 굴겠지.,"when they find out later that I’m actually alive, they’ll freak out."
일단 그린 가의 호적에 올라가 있으니,"as long as I remain registered as part of house green,"
사망 확인이 되지 않으면,"unless I send confirmation of my death,"
내가 살아 있다는 걸 알게 될 거고.,they’ll eventually figure out that I survived.
그냥 상속 포기 각서에 먼저 사인을 할까?,should I sign papers renouncing my claim to the inheritance first?
아벨이 복수해도 된다고 했지만 구태여 그러고 싶진 않다.,"abel said I could take revenge if I wanted to, but I don’t wish to do that."
5년 전의 일로 감정을 쏟고 싶지 않아.,I don’t want to waste my emotions on events from five years ago.
엄연한 귀족인 그들을 직접적으로 죽이거나 큰 상해를 줘도 안돼.,"on top of that, I shouldn’t kill or seriously harm nobles directly unless I want to end up behind bars myself."
감옥에 갇히고 싶은 게 아니라면,"on top of that, I shouldn’t kill or seriously harm nobles directly unless I want to end up behind bars myself."
그나마 가장 평화롭고 쉬운 방법은…,the easiest and most peaceful solution would be...
포기 각서에 사인하고 남남이 되는 것.,...signing papers renouncing my claim to the inheritance and cutting ties completely.
그러려면 우선 본가로 가야 하는데…,"but before I can do that, I need to head back home..."
수도...를 한 번쯤 마음 편히 돌아보고 싶긴 했지.,I did always wanna visit the capital without worrying about anything else.
"피오나, 있어?","fiona, are you there?"
시그렌. 들어와.,siegren. come in.
됐어.,no thanks.
여기서 이야기할게.,I’ll talk to you from here instead.
그래?,really?
몇 년 전만 해도 침대 위에서 같이 이야기를 할 만큼 친했는데…,we used to chat lying down next to each other just a few years ago...
요즘에는 컸다고 이런 식으로 서먹하게 군다니까.,"yet nowadays, you act awkwardly toward me because you grew older."
아벨에게 이야기를 들어서.,I spoke with abel earlier.
스승님이라고 해야지.,call him master.
스...승님이 네가 곧 여기를 떠날지도 모른다던데.,m-master mentioned that you may be leaving this place soon.
아마도.,"yes, maybe."
....어디로 갈 거야?,where are you going?
우선은 아버지가 위독하다는 편지가 와서 수도로 가 보려고.,"first, I received news that my father is ill, so I plan to return to the capital."
그린 가는 중앙 귀족이라 수도에 저택이 있으니까.,"since house green belongs to central aristocracy, they have a manor there."
…널 버린 사람이라도 여전히 아버지로 여기는구나.,"so despite having abandoned you, you still consider him your father."
굳이 말하자면 부를 호칭이 마땅치 않아선데.,"if I had to choose, I suppose ""father"" isn't the best term to use."
그럼 임종을 지키고 돌아올 생각이야?,are you planning to attend his funeral and come back afterward?
"아니, 기왕이면 수도를 구경하고 싶어.","no, I’d rather look around the capital while I’m there."
계속 헤일론에 있었으니 나쁘지는 않겠네.,it won’t hurt after spending so many years in haylon.
그럼… 언제쯤 돌아올 거야?,then... when will you be coming back?
어…….,um...
"아, 시그렌이 뭘 오해하고 있는지 알겠다.","oh, I understand where siegren’s misunderstanding comes from."
"시그렌, 난 지금으로선 딱히 돌아올 생각이 없어.","at present, I don’t intend on returning anytime soon, siegren."
그게 무슨 소리야?,what does that mean?
돌아올 생각이 없다고.,I’m not gonna come back.
어째서?,how come?
이제 이곳에 있을 이유가 없으니까?,because I have no reason left to stay here.
말 그대로.,exactly.
"5년 동안 시그렌과 좋은 친구로 지내고,","over the last five years, siegren and I remained great friends,"
어떨 때는 그를 지켜 주었다.,while sometimes protecting him whenever needed.
"원작이 시작되는 시점을 코앞에 둔 지금은,","now that the beginning of the novel looms near,"
내가 그를 위해 할 수 있는 일이 거의 없는 셈이다.,there aren’t many ways I can continue helping him.
…잠시 이야기 좀 해.,can we talk for a second?
"어, 어어.",o-okay.
떠나겠다고?,you’re telling me you’re leaving?
응.,yeah.
"응, 이 아니잖아.","wait, hold on."
어떻게 그걸 한마디 말도 없이 순식간에 결정해?,how could you decide this so suddenly without discussing it with me beforehand?
공작님이 이제 성인이니 하고 싶은 거 하라고 해서?,did duke abel tell you to do whatever you want now that you’re an adult?
아벨…,abel...
이… 개자식…!!,th-that bastard...!!!
예쁜 말 써야지.,use nicer words.
…지금 나한테 할 말이 그거뿐이야?,is that all you have to say to me right now?
우리가 5년 동안 생사고락을 함께한 사이란 건 잊었어?,have you forgotten that we went through thick and thin together for five whole years?
섭섭하구나.,I’m disappointed.
편지할게.,I’ll write letters.
그게 문제가 아니잖아!,that’s not the problem!
그럼 뭐가 문제인데?,then what is?
하나부터 열까지 전부.,all of it.
시그렌.,siegren.
설마 우리가 영원히 함께할 거라 생각했던 건 아니지?,please tell me you weren’t expecting us to stick together forever.
