hangle,first_translate
수색 인원은 정말 이 정도로 괜찮겠습니까?,is this really enough people for our search party?
"네, 일단은 최소한으로요.","for now, yes."
"수색도 수색이지만, 용이 두 마리나 있어요.","I know we need  as many hands on deck as possible, but there are two dragons here."
병력을 많이 끌고 간다면 주의를 끌게 될지 몰라요.,"if too many soldiers come along, they might attract unwanted attention from them."
제가 도착하기 앞서 아벨을 찾던 헤일론의 병력들도 많이 지쳐있으니,the halelon troops that were searching for lord abel before I arrived must have been exhausted...
더 사상자를 낼 수는 없으니까요.,and we can’t afford any more casualties.
"…예, 아가씨.",okay... my lady.
두 분 모두 부디 무사히 돌아오셔야 합니다.,be careful out there. you both need to return safely.
걱정 마세요. 필요하다면 즉시 마법으로 신호할게요.,"don’t worry. if anything happens, I’ll send her grace a signal using magic right away."
"…이런 생각은 정말 하기 싫지만,","it pains me to think about this,"
냉정하게 말해 지금은 운이 좋더라도,"but realistically speaking, even though luck is currently on our side,"
아벨의 시신을 찾게 될 가능성이 더 높다.,there’s still a higher chance that we’re going to find abel dead rather than alive.
그렇기 때문에 제론이 내게,"that’s why instead of asking us to look for him,"
아벨을 찾아달라는 부탁이 아니라 무사히 돌아오라는 것이겠지.,jeron probably asked us to make sure he returns home safe and sound.
…나라도 살아서 말이지.,"as long as one of us survives, at least."
"살아 있을 거라고 믿고 싶지만,","even though I want to believe that he's still alive,"
병사들에게는 북부 산맥의 하늘을 눈여겨보라고 전해 주세요.,tell the other men to keep their eyes peeled while patrolling the northern mountains.
이성은 이미 냉정한 답을 내리고 있다.,my rational mind has already reached a cold conclusion.
너무 오랜만이라 체력이…,this feels like forever since I’ve done something so physically demanding--
내가 헤일론에 도착하기 전에도 여러 수색대를 보낸 덕에,"before I got to halelon, several teams had gone out looking for abel,"
수색 범위는 좁혀진 상태다.,so the area where we need to search isn’t very big anymore.
남은 게 제일 위험한 곳이란 게 문제지만.,the problem is that what remains is also the most dangerous part.
"결국 이곳에서 아벨을 찾게 되어도,","even if we do end up finding abel here,"
보통의 사람들이라면 함께 돌아올 수 없는 곳 말이다.,a normal person wouldn’t be able to bring his body back down these treacherous paths.
이것이 제론이 포기를 생각하면서도,"maybe that was why jerome thought about giving up,"
나를 이곳으로 불러야만 했던 이유겠지.,yet decided to call upon me anyway.
이건…,do you hear that?
…용의 울음소리야.,it sounds like a dragon crying.
"그래, 고통에 가득 차있는 것 같은데.",right! its cries seem full of pain.
"시그렌,","siegren,"
나와 함께 가 줄 수 있어?,can you go somewhere with me?
용들이 있는 곳으로.,to wherever those dragons are hiding.
"아, 아가씨. 그건 너무 위험합니다!","th-that would be far too dangerous, your grace!"
용들을 직접 만날지도 모르는 위험은…!,we could run into the actual dragons themselves--!
좋아.,alright then.
…위험한 일인데 이유도 안 물어봐?,you didn’t ask me why I wanted to take such risks.
네가 아까부터 뭔가 마음에 걸린다는 표정이었으니까.,"well, you looked troubled ever since we left camp earlier today."
"가 보면,","when we get there,"
네가 왜 그랬는지 알 수 있겠지.,I’m sure I'll understand why.
"피오나, 여기.","fiona, over here."
불을 땐 흔적이야.,these ashes mean someone lit a fire recently.
그렇네. 정말 아벨 일행이 여기까지 왔나 봐.,indeed. looks like abel did pass through here after all.
…시그렌.,siegren.
아주 먼 옛날에는 용들이 인간과 교류했던 시절이 있었어.,"long ago, humans used to interact with dragons."
심지어 한 용은,one particular dragon was said to possess wisdom beyond anyone else in the world.
세상의 모든 지혜를 가졌다고 칭송받기도 했지.,one particular dragon was said to possess wisdom beyond anyone else in the world.
처음 듣는 이야기야.,I've never heard that story before.
넌 그런 걸 어떻게 알고 있어?,where’d you learn that from?
"아차, 세계관의 이야기를…","oops, sorry. I forgot that not everyone knows everything about the universe yet."
그건… 지금은 잊힌 시대의 역사니까….,"no worries. besides, that happened during a time period which no longer exists."
"…피오나, 잠시.","wait, fiona."
동굴 안쪽에 핏자국이 있어.,look inside the cave. there’s bloodstains everywhere.
핏자국이 얼어있기는 하지만,"they froze because of the snow,"
아주 오래 지나지는 않았어.,"but judging by how fresh they appear, whatever made them wasn’t too long ago."
바람이 불어오는 쪽이야.,the wind seems to be blowing from deeper within the cave.
마물들이 모여있는 것을 보니 확실해.,"given how monsters tend to gather around food sources,"
이 근처에 아벨 일행이 있었다.,I'm pretty certain that abel and his group passed through here.
하지만…,still...
"마물이라면 아벨이 있는 곳에 몰려 있을 줄 알았는데,","I expected the monsters to swarm toward abel himself,"
이 주변을 맴돌고만 있었어.,rather than just hovering nearby.
차라리 아벨이 이미 이곳을 떠난 거라면 좋겠지만…,I hope that means abel managed to escape somehow...
그게 아니라면….,or else...
피오나.,fiona.
"시그렌, 그쪽은 괜찮아? 다친 곳은?","are you alright, siegern? did you get hurt anywhere?"
"멀쩡해, 저쪽에 있던 마물은 다 해치웠어.",not at all. I took care of every monster near me.
"그보다, 저쪽에 마물이 잔뜩 몰려있던 곳이 있었는데.","anyway, I noticed that there were lots of monsters gathered together some distance away."
혹시 모르니까 조금은 대기했다가…,"let’s wait a little bit first, just in case--"
…!! 피오나!!!,fiona!!!
"젠장, 기다려!","sh*t, hold on!"
그쪽은 동굴 끝…!,that way leads straight to the edge of the cliff...!
"아벨,","abel,"
제발 멈춰 피오나!!,"stop!!! please stop, fiona!!!"
아벨…!!!,abeeeeeeel!!!!
아벨…?,abeel...?
