hangle,first_translate
세숫물로 걸레 빤 물을 주다니…….,washing water... for drinking...?
진심인가 이 사람들?,is she serious right now?
이렇게 노골적으로 저급하고 유치하게 나온다고?,she’s being so petty and childish about this.
그래도 가문을 대표해서 전쟁터에서 5년을 산 사람한테… 정말로?,and toward someone who represented her family on the battlefield for five years at that...
…풋!,pfft!
푸흣… 큭…,haha! hahahaha!
잘 웃네…….,I can’t help but laugh...
"…그런데 저 하녀,",but I think I’ve seen that maid before somewhere...
어디서 본 적이 있는 것 같은데…….,where was it again...?
…아!,oh!
5년 전에도 본 얼굴이야.,it was from five years ago.
보면 볼수록 태생이 보인다니까.,"the more you look at people like them, the clearer their nature becomes apparent."
사생아라고 피오나를 끝없이 괴롭힌 백작부인의 하녀!,this is the same maid who tormented me endlessly because I’m illegitimate!
그럼 그렇지…….,that makes sense...
방 하나 좀 제대로 줬다고 좀 방심하다니…,I guess they’re still not taking me seriously even though they gave me my own room.
"이런 행동이 여전히 묵인되어 이루어진다는 건,","if they allow such behavior,"
이 가문이 여전히 날 쓸모도 가치도 없는 사생아로 보고 있다는 뜻.,then that must mean everyone here thinks I'm nothing but a useless bastard child.
아무래도 이 집안 사람들은,apparently these people are under some sort of illusion.
아직도 착각에 빠져 있는 모양이다.,apparently these people are under some sort of illusion.
"나를 여전히 돈도,","to them, I am still just a powerless little girl..."
"갈 곳도,","...who has no money or place to go,"
아무런 힘도 없는 반쪽짜리 핏줄만 가진 열 세 살 사생아로 여기고 있어.,a mere thirteen-year-old bastard child without any influence whatsoever.
이런 식으로 환대해 주니 복수심이 다시 타오를 것 같네.,treatment like this only fuels my desire for revenge.
나야 그렇다치고 내내 고통 받았을 ‘피오나’를 생각하면 더……,"not just for myself, but also for “fiona,” who suffered all those years--"
이대로 두는 건 아닌 것 같아.,I don’t think I’ll let things stay as they are anymore.
"당신,",what was your name again?
이름이 뭐였지?,what was your name again?
메이입니다.,"allen, miss."
"좋아, 메이.","good, allen."
예전에도 본 기억이 있는 얼굴이야.,I remember seeing you around back then too.
그러고 보면,"come to think of it,"
이 하녀는 나와 똑바로 눈을 마주친다.,this maid looks straight into my eyes when speaking to me.
일반적인 귀족 집안이라면 쉬이 허용될 리 없는 일이야.,"in most noble households, something like that would never happen."
이렇게 방만히 구는 것도,"as for why she acts so carelessly,"
"백작 부인의 총애를 믿고, 그녀의 의사를 대변하고 있기 때문이겠지.",it’s probably because she believes she has the support of the countess and speaks on behalf of her.
백작 부인은 원래도 나를 혐오스럽게 여겼으니…,countess green always hated me anyway...
상속 문제가 있는 지금은 더더욱 내가 눈엣가시로 보일 거다.,"now that there’s the issue of succession, I bet she sees me as a bigger threat than ever."
"천한 사생아에게 보석 한 알이라도 빼앗길까,",everyone in house green will do whatever it takes...
그녀뿐 아니라 그린 가문 전체가 그걸로 전전긍긍하고 있을 테지.,...so that not a single jewel falls into the hands of a lowly bastard child like me.
"뭐지, 이 심심한 반응은",why isn’t she reacting?
이 멍청한 사생아가 설마 본인이 모욕당한 줄도 모르는 건가?,doesn’t this stupid brat know how insulting this is?
몰라도 알아먹게 해주지.,let me make it clear.
백작 부인은 눈물을 쏙 빼서 쫓아내기를 원하신다.,lady green wants to see you cry tears of despair before kicking you out.
"피오나 그린,","fiona green,"
고작해야 이제 갓 성인이 된 여자애.,"you may have become an adult recently,"
"운 좋게 살아 돌아와선 가문에 빌붙을 생각인가본데,","but if you think you can come crawling back home after getting lucky enough to survive war,"
어림 없는 소리!,forget it!
천한 사생아 따위… 넌 나에 대한 마님의 신임을 두텁게 해줄 기회에 불과해.,an inferior bastard child like yourself... is merely an opportunity for me to gain lady green’s trust.
이 가문에 네 자리따윈 없다는 걸 똑똑히 알려주지!,I'll show you once and for all that you have no place in this household!
메이.,allen.
네 의도는 잘 알겠어.,I understand what you want.
무얼 말씀하시는 거죠?,wh-what do you mean by that?
흥.,hmph.
고작 이 정도로 울기라도 하려는 건가?,do you really think crying over something like this will change anything?
자기가 진짜 귀족이라고 착각하고 있던 거 아니…,or did you actually believe you were part of the nobility--?
…어?,wait...
이게 방금…,did she just...
"나를, 쳤어…?!",hit me...?!
내내 기죽어서 저택 바닥을 기어 다니던 그 피오나 따위가?!,"from the way she used to cower around the manor, I thought she’d continue acting submissively forever!"
"어제도 말했지만,","like I said yesterday,"
난 이 집안이 변하지 않은 것 같아서 기뻐.,I’m glad to find that nothing much has changed since coming back.
"이,이게 무슨 짓인가요!!",th-this is outrageous!!!
메이.,allen.
네가 뭘 잘못했는지 아니?,do you realize where you went wrong?
"이상해, 분명 사생아의…","this doesn’t feel right... normally, bastards like herself wouldn’t dare act up against us maids..."
"심지어 웃는 얼굴인데,","she’s smiling, yet somehow,"
그런데 어째서,I get this suffocating sensation of fear!
