hangle,first_translate
시그렌.,siegren.
설마 우리가 영원히 함께할 거라 생각했던 건 아니지?,did you really think we’d stay together forever?
우리는 둘 다 성인이야.,we’re both adults now.
아무리 소꿉친구라도 이 시기가 되면 길이 갈라지는 건 당연해.,it’s only normal for childhood friends like us to eventually part ways at some point or another.
하…,hah...
넌 너무 냉정해.,you’re so cold-hearted.
이성적이라고 표현해줄래?,I prefer “rational.”
...수도에 줄곧 있을 생각이야?,do you plan on living in the capital from now on?
잘 모르겠어.,not sure yet.
일단은 좀 따뜻한 곳으로 가고 싶네.,"for now, I just want to head somewhere warm."
그렇군…,I see...
그렇게 서운한 표정은 짓지 말았으면 좋겠는데….,can you please stop looking at me like that? it makes me feel bad.
이제는 어린애도 아닌데,you know we can’t act like children anymore.
진심으로 나와 쭉 시간을 보낼 수 있을거라 믿었단 말이야?,did you honestly believe we could spend all our time together?
하지만 수도에 간다니까 시그렌이 이러는 이유는 짐작이 간다.,"but since he reacted this way when I told him about my plans to move to the capital,"
그곳은 자신의 목숨을 노렸던 자들의 본거지.,that must mean his past life is still haunting him there.
시그렌에게 수도란 고향이자 도망쳐 나온 장소이니.,the place where people tried to kill him was also his hometown.
"슬퍼하지 마, 시그렌.","don’t be sad, siegren."
"어차피 원작대로 된다면,","if everything goes according to how things played out in the novel,"
시그렌도 수도로 올 수 있게 될 테지.,then you’ll come to live in the capital as well.
어디에 있든지 난 항상 너의 편일 테니까.,"no matter what happens, I will always take your side."
도움이 필요하면 말해.,let me know if you need any help.
언제나 네 곁으로 갈 테니.,I’ll always run back to you whenever you do.
...나와 쭉 여기 있어 달라고 한다면?,and what if I ask you not to leave haillon?
그건 곤란하지.,"well, then that would be impossible."
네가 헤일론에 계속 박혀 있으면 이야기 진행이 안되니까.,your story won’t progress unless you leave here.
그것만 빼고.,"except for that one thing,"
넌 너무 모순적이야.,how contradictory are you?
대체 어디가?,in which way?
위기가 닥칠 때 도와줄 수 있는 친구가 있는 게 얼마나 중요한데?,isn’t having someone by your side during times of crisis important?
…피오나.,fiona...
넌 날 어떻게 생각하고 있어?,what am I to you?
그야…,well...
이 세상에서 가장 소중한 존재로 여기고 있어.,"to me, you’re more precious than anyone else in this world."
그럼 만약,then...
내가 어디론가 떠나면 어떻게 할 것 같아?,what would you do if I left?
시그렌이...,if you ever...
어딘가로 떠나버린다면...,"...left me behind,"
당연히 무사하기를 바라면서 배웅해 주겠지!,of course I’d wish you good luck while seeing you off!
도움이 필요하다면 달려가고~,and I’d rush over immediately if you needed anything!
그게 친.구.니까!,that’s what friends are for!
"됐어,","okay, forget it."
네게 질문한 내가 바보지.,I’m stupid for even asking such questions.
뭐?,what?
으~ 그나저나 쌀쌀하다.,"gosh, it’s freezing outside."
뭐라도 둘러야 할 것 같은데…,maybe I should wear something warmer--
하녀들이 담요를 빨아놨다고 하던데….,a maid said she washed blankets earlier today...
어디다 둔거람…,where did they put them again...?
피오나.,fiona.
시그렌…?,siegren...?
이상하다.,this feels strange.
"시그렌이 뒤에서 껴안은 건데,","even though he hugged me from behind,"
꼭 시그렌의 품에 갇힌 것 같다.,it somehow felt like I was trapped inside his arms instead.
어차피 이곳을 떠날 거면 그냥 수도에 있어.,"if you’re going to end up leaving anyway, why don’t you just stay in the capital?"
생각해보니 새삼스러운 일도 아니야.,"now that I think about it, maybe it isn’t so surprising after all."
어차피 지금까지 줄곧 그래 왔는걸.,he has been doing this until now.
네가 어디에 있든지,"no matter where you may be,"
난 반드시 너의 뒤를 쫓아갈 거야.,I promise I’ll find you wherever you are.
…시그렌은 분명,I remember making a similar promise before...
전에도,...in my previous life.
내가 널 만나러 갈 수 있도록 노력할게.,I’ll try my best to meet you soon.
이런 약속을 했었지.,I made a promise like this once before.
"그러니,",so...
넌 수도에서 기다리고 있어.,wait for me in the capital.
시그렌…,siegren...
몇 달 뒤,several months later
짐은 그게 전부냐.,is that all you have?
네.,yes.
딱히 물건에 집착하는 성격은 아니라서요.,I’ve never had much attachment toward material objects.
배웅은 많은데,"there are many people here to bid their farewells,"
시그렌 녀석이 없군.,but siegren doesn’t seem to be among them.
제가 떠난다는 사실에 굉장히 서운해 했거든요.,he seemed very disappointed upon hearing that I was leaving.
그거 말고 다른 말은 안 했느냐?,did he say anything other than that?
반드시 쫓아오겠다던데요.,only that he’ll definitely chase after me.
원래 주인공이 안 하던 짓을 하면 사망 플래그인데.,"when protagonists start acting differently from usual, it usually signals a death flag."
그 녀석답군.,that sounds exactly like him.
"자, 받아라.",take this.
소개장이다.,it’s a letter of introduction.
수도에 있는 헤일론 저택에 머물고 싶을 때 사용하거라.,use it if you ever need to stay at house haillon in the capital.
헤일론의 타운하우스!,at the townhouse?!
마지막이라고 상여금이 두둑하네요.,my final payment seems quite generous.
마지막인지 아닌지는 모르지.,who knows whether it truly is your last paycheck or not?
윽.,ugh.
"-그럼,","alright, duke."
공작님.,"alright, duke."
그동안 감사했습니다.,thank you for everything.
그래.,very well.
아벨은 이럴 때도 명쾌하다니까.,"as expected, abel is clear-headed even at moments like these."
"잘 가요, 피오나 아가씨!","be careful on your journey, lady fiona!"
보고 싶을 거예요!,we’ll miss you!
또 봐요!,see you next time!
응?,huh?
아벨…?,abel...?
피,fi-
오,o-
나,n-
피오...나...?,fio--na...?
뭔가 말하고 있는 것 같은데.,it looks like he wants to tell me something.
"피오나,","fiona,"
또 보게 될 거다...?,we’ll see each other again...?
하아~,haa...
…좀 쉬고 싶다니까,all I wanted was a break...
다들 왜 이러나 몰라.,why does everyone keep saying stuff like that?!
