hangle,first_translate
외로웠다.,I was lonely...
누군가 날 필요로 해주면 좋겠다고 생각했다.,and I wanted someone to need me.
이 벌레만도 못한 목숨이라도 의미가 있을까?,was there any purpose for this life that wasn’t even worth as much as a bug’s?
"시간이 지나고, 용병단은 헤일론 영지의 방어를 맡게 되었다.","time passed by, and our mercenary group became responsible for defending hailon territory from monsters."
"마물과의 싸움은 위험했지만, 돈이 됐다.","fighting them was dangerous, but at least we got paid well."
"나는 제대로 된 무기도 받지 못하고,","even though they didn’t give me proper weapons,"
전장에서 주운 누군가의 검으로 버텼다.,I managed to survive using swords I picked up on battlefields.
끝도 없는 고단한 싸움의 좋은 점이 있다면,"if there is one good thing about these endless battles,"
생사를 넘는 전투로 강해졌다는 것일까.,it would probably be how strong I’ve become after fighting so many times for my life.
살아남았다.,I survived.
"하지만, 기어코 일은 터졌다.",but something went terribly wrong.
밀리고 있어.,we’re being pushed back!
즉시 퇴각해!,retreat immediately!
"철수다, 철수!",pull out! pull out!
거기서 뭐 하는 거냐! 굼뜬 자식!,"what are you doing?! get moving, lazy bum!!"
"하, 쓸모가 없다면…","hah... if he thinks I’m useless,"
인간 방패라도 되라고!,then maybe I can just act like his human shield or something!
"살아야 한다,",siegren must live.
시그렌.,siegren has to stay alive.
살아야 한다…,stay alive...
살기 위해 버텼다.,that's why I fought hard to survive.
"하지만 아무리 실력이 늘었다고 한들,","but no matter how skilled I’d become,"
역부족이었다.,my efforts were still not enough.
드디어 죽는 건가.,is this finally where I die?
어쩐지 안심되기까지 한다.,"for some reason, I feel relieved."
한가지 억울한 점이 있다면,the only regrettable part is...
그딴 쓰레기 같은 놈을 대신해 죽는다는 거다.,...that I have to take the fall for such scum.
"기왕 누군가를 위해 죽는다면,","if I had to sacrifice myself for anyone,"
나와 비슷한 처지의 사람을 구하고 싶었는데…,I wish I could save people who are going through what I am right now...
"그래. 좀 더 도움이 필요한 사람,",right. I want to help those who really need it more than others--
약한 사람에게 손길을 내밀고 싶었어.,those weaker than everyone else.
왜냐면 내가 고독했을 때는 누구도 도움을 주지 않았으니까.,"no one helped me when I felt alone,"
그러니 적어도 나는 도움을 주고 싶었어.,so I at least wanted to offer aid to others.
누군가 나처럼 살지 않기를 바라는 건 나약해.,"it may seem weak, but I don’t want anyone to go through what I did."
그런 생각이나 하니 결국 이렇게 죽는 거야.,now look at me. here I am dying because of thoughts like that.
그래도 내 소망이 헛된 게 아니라고 믿고 싶어.,but I still believe that my wishes weren’t futile.
어딘가에 빛이 있을 거라고.,"I hope somewhere out there, light exists."
아니면 내가 누군가의 빛이 되고 싶어.,"or better yet, I want to be the light for someone else."
이제는 불가능한 일이지만.,"of course, that won’t happen anymore since I’ll soon be dead."
누군가 어둠 속에서 내 머리를 쓰다듬는다.,a hand strokes my head while I'm surrounded by darkness.
눈물이 나올 정도로 다정한 손길로….,it feels gentle enough to make tears come to my eyes...
여긴… 어디지?,where... am I?
어?,huh? wait...
여자애…?,a girl...?
그건,"in all my years living a wretched existence,"
지긋지긋했던 내 인생에서 가장 평화로운 광경이었다.,this moment was the most peaceful scene I ever experienced.
상처는 괜찮아?,does your wound hurt?
괜찮은지 한번 보자.,let me see.
멋대로 건들지 말라니까.,stop touching me without permission.
