hangle,first_translate
세숫물로 걸레 빤 물을 주다니…….,water from washing rags... is this really what they’re giving me?
진심인가 이 사람들?,is she serious right now?
이렇게 노골적으로 저급하고 유치하게 나온다고?,she’s being so petty and childish about everything.
그래도 가문을 대표해서 전쟁터에서 5년을 산 사람한테… 정말로?,and toward someone who represented house green on the battlefield for five years at that...
…풋!,pfft!
푸흣… 큭…,haha! hahaha!
잘 웃네…….,I can’t believe how funny I find all this...
"…그런데 저 하녀,","but wait, isn’t that maid..."
어디서 본 적이 있는 것 같은데…….,...the one I saw earlier today--
…아!,ah!
5년 전에도 본 얼굴이야.,it was her face I saw five years ago too.
보면 볼수록 태생이 보인다니까.,"the more I look at her, the more familiar she becomes."
사생아라고 피오나를 끝없이 괴롭힌 백작부인의 하녀!,this must be the same maid who tormented fiona because she was illegitimate!
그럼 그렇지…….,no wonder...
방 하나 좀 제대로 줬다고 좀 방심하다니…,I guess getting my own room made me let my guard down...
"이런 행동이 여전히 묵인되어 이루어진다는 건,","if no one stopped them from doing something like this,"
이 가문이 여전히 날 쓸모도 가치도 없는 사생아로 보고 있다는 뜻.,that just goes to show everyone still thinks of me as nothing but an illegitimate child without any value or use.
아무래도 이 집안 사람들은,everyone here seems to think...
아직도 착각에 빠져 있는 모양이다.,...that things are still the way they used to be.
"나를 여전히 돈도,","to them, I’m still only thirteen years old,"
"갈 곳도,","an illegitimate girl with nowhere else to go,"
아무런 힘도 없는 반쪽짜리 핏줄만 가진 열 세 살 사생아로 여기고 있어.,without money nor power.
이런 식으로 환대해 주니 복수심이 다시 타오를 것 같네.,treatment like this makes me want revenge again.
나야 그렇다치고 내내 고통 받았을 ‘피오나’를 생각하면 더……,"not just for myself, but also for “fiona,” who suffered through such pain..."
이대로 두는 건 아닌 것 같아.,I don’t think I’ll let this slide anymore.
"당신,",what...
이름이 뭐였지?,...was your name again?
메이입니다.,allen.
"좋아, 메이.","good, allen."
예전에도 본 기억이 있는 얼굴이야.,your face looks very familiar.
그러고 보면,"come to think of it,"
이 하녀는 나와 똑바로 눈을 마주친다.,this maid doesn’t hesitate when looking straight into my eyes.
일반적인 귀족 집안이라면 쉬이 허용될 리 없는 일이야.,"in most noble households, maids wouldn’t dare do anything like that."
이렇게 방만히 구는 것도,the reason why she acts so carelessly...
"백작 부인의 총애를 믿고, 그녀의 의사를 대변하고 있기 때문이겠지.",...must be because she trusts the countess completely and believes herself to represent her will.
백작 부인은 원래도 나를 혐오스럽게 여겼으니…,countess green always hated me anyway...
상속 문제가 있는 지금은 더더욱 내가 눈엣가시로 보일 거다.,"now that there's the issue of succession, she probably hates me even more than before."
"천한 사생아에게 보석 한 알이라도 빼앗길까,",the thought of losing their precious jewels to some lowly bastard daughter...
그녀뿐 아니라 그린 가문 전체가 그걸로 전전긍긍하고 있을 테지.,"...is enough to make not only the countess, but the entire family anxious."
"뭐지, 이 심심한 반응은",why does she seem so unbothered by this?
이 멍청한 사생아가 설마 본인이 모욕당한 줄도 모르는 건가?,doesn’t this stupid little brat realize we’re insulting her?
몰라도 알아먹게 해주지.,"fine then. if you won’t understand, I'll have to teach you."
백작 부인은 눈물을 쏙 빼서 쫓아내기를 원하신다.,lady green wants us to chase you out after making you cry buckets.
"피오나 그린,","fiona green,"
고작해야 이제 갓 성인이 된 여자애.,a mere young woman barely over eighteen years old.
"운 좋게 살아 돌아와선 가문에 빌붙을 생각인가본데,",do you actually think you could come back alive and leech off our household?
어림 없는 소리!,you’ve got another thing coming!
천한 사생아 따위… 넌 나에 대한 마님의 신임을 두텁게 해줄 기회에 불과해.,you’re nothing but a dirty little bastard... you’re merely an opportunity for me to gain lady green’s trust.
이 가문에 네 자리따윈 없다는 걸 똑똑히 알려주지!,let me remind you once and for all that you belong nowhere near this place!
메이.,allen.
네 의도는 잘 알겠어.,I know exactly what you mean.
무얼 말씀하시는 거죠?,excuse me?
흥.,hmph.
고작 이 정도로 울기라도 하려는 건가?,are you going to start crying already?
자기가 진짜 귀족이라고 착각하고 있던 거 아니…,or did you seriously think you were nobility--?
…어?,wait...
이게 방금…,did she just...
"나를, 쳤어…?!",hit me...?!
내내 기죽어서 저택 바닥을 기어 다니던 그 피오나 따위가?!,how?! fiona would never stand up for herself like that!
"어제도 말했지만,","as I said yesterday,"
난 이 집안이 변하지 않은 것 같아서 기뻐.,I'm glad to see that nothing has changed around here.
"이,이게 무슨 짓인가요!!",th-this is outrageous!!!
메이.,allen.
네가 뭘 잘못했는지 아니?,do you know where you went wrong?
"이상해, 분명 사생아의…",this is strange... normally bastards like her...
"심지어 웃는 얼굴인데,","especially since she’s smiling,"
그런데 어째서,"but somehow,"
이렇게 숨 막히는 공포가 느껴지는 걸까?!,I feel suffocating fear instead!
"이,","i-if you keep acting like this,"
이러면 곤란해지는 건 피오나 아가씨 일걸요?,then miss fiona might get hurt.
당장 백작 부인께 보고드리겠어요!,I shall report this incident immediately to lady green!
부인께서 이 사실을 아시면,"when she finds out about this,"
절대로 가만히 있지 않-,she will definitely not sit idl--
아악!,argh!
나는 네 잘못을 물었어.,I asked you what you did wrong.
"메이, 네가 가져온 게 뭘까.","allen, what did you bring me?"
"그, 그거야",u-um...
피오나 아가씨의……,m-miss fiona’s--
꺄악!,aaaghk!
아아…,ooh...
"이, 이게 대체…?!",w-what is th-the meaning of this...?!
"뭐하니, 메이.","what are you waiting for, allen?"
어서 대답하지 않고.,answer me quickly.
네 잘못이 뭐냐니까?,I asked you what you did wrong.
"제대로 답할 의사가 없다면,","if you refuse to answer properly,"
내가 지내온 헤일론의 방식으로 대화를 나눠볼까.,then perhaps we should talk using hailon customs.
헤일론에선 함부로 주인에게 입을 놀리는 사용인의 혀를 자르고는 해.,"back home, servants who speak rudely to their masters lose their tongues."
수도에서는 어떤 처벌을 내리니?,"so tell me, what happens in the capital?"
아……,ugh...
"이런,",dear lord above...
말이 없으니 어쩔 수 없이 헤일론의 방식대로 혀를 자를까?,"since you aren’t answering, am I supposed to cut your tongue according to hailon custom?"
"죄, 죄송합...",my-my apologies...
끅!,klegh!
"메이,",allen.
내가 누구지?,who am I?
"그, 그린 백작가의 피오나 아가씨 이십니다…….",y-you are lady fiona of house green...
그럼 넌 어떻게 해야 할까?,then what should you do?
"두, 두 번 다시 주제넘은 짓은 하지 않겠습니다.",I-I promise to never act beyond my station ever again.
부디 용서를…,please forgive m-me...
"그래, 그렇게 해야지.","of course, good job."
기분을 풀었나?,do you feel better now?
당장 가서 이 사실을 마님께 보고하자.,go ahead and run along to inform lady green about this.
그러면,I’m sure...
마님께서 단단히 손써주실게 분명해!,...she’ll take action against me!
어디 가니?,where are you going?
이건 처리해야지.,I need to clean this mess up first.
명심해둬.,listen carefully.
또다시 재미없는 수작질을 한다면…,"next time you try pulling something boring like this again,"
그땐 정말 대가를 치러야 할 거야.,there will truly be consequences.
잘 알아들었길 바라.,I hope you remember that well.
