hangle,first_translate
"며칠 뒤,",a few days later...
헤일론 공작저,the duchy of halyon
공작님하고 같이 다니면 안 되겠어…,I can’t go around with his grace anymore...
"같이 이곳저곳 다니다 보면 꼭 시비가 걸리는데,","every time we do, I get into trouble."
"저택이 돼지우리 같다고 생각했는데,",this place is like a pigsty.
사람이 살고 있을 줄은 몰랐군.,but I didn’t know people actually lived here.
정말 엄청나게 빈정거린다구.,that was really mean-spirited.
그래도,"still,"
"아벨이 그러지 않으면,","if abel wasn’t that way,"
지금까지 헤일론을 지키지도 못했겠지.,halyon wouldn’t have survived until now.
그건 그렇지만…,"that’s true, but still..."
후훗.,chuckle
그래도 인정할 건 하는구나!,at least you’re willing to admit my good qualities!
기특해라.,good girl.
어엇?!,yikes!!
놀라지 마.,don’t be surprised.
"사귀기로 했으니,","since we decided on dating,"
앞으로 네가 떠먹여 주는 건 다 받아먹을 생각이거든.,"from now on, I’m going to take everything you give me."
"내, 내가 언제 떠먹여 줬다고…",w-when did I ever offer anything...?
황자 전하!,your highness!
쓸데없이 찾는 실력이 좋네.,it looks like your tracking skills are quite impressive.
누군데?,who is this?
저번에 말한 녀석.,the guy I told you about before.
에레즈 후작이 내 궁에 밀어 넣은 인간.,marquess ereze sent him to work at the palace.
케인 에레즈.,cain ereze.
계속 찾아다녔습니다!,I’ve been looking everywhere for you!
제발 제가 호위를 맡을 때마다 절 따돌리는 건 그만해주세요.,please stop avoiding me every time I escort you.
아.,oh.
다른 분이 계셨군요.,is someone else there too?
실례했습니다.,my apologies.
피오나 헤일론이라 합니다.,fiona halyon.
호위는 필요 없다.,I don’t need any escorts.
이만 가 보도록.,now if you’ll excuse us.
"그러니까,",then why...
왜 제가 담당일 때만 필요가 없어지시는 겁니까?,why does she only say that when I’m her guard?
…갈까. 피오나 영애.,"let’s leave then, lady fiona."
시… 황자 전하?,th-the crown prince?
따박따박한 걸 보니 시그렌과 쿵짝이 잘 맞을 수도 있을 것 같아.,"judging by how precise they both are, maybe sieg will suit her well."
에레즈 가문 사람만 아니었다면 좋았을 텐데.,too bad he’s from house ereze though.
"로미오와 줄리엣도 아니고,",we aren’t romeo and juliet or something.
가문 때문에 친해질 수 없다니.,can’t they become friends just because their families hate each other?
또 이상한 생각 하지.,stop thinking weird things again.
피오나 아가씨.,lady fiona.
공작님께서 찾으십니다.,his grace wants to see you.
네?,pardon?
헤일론으로 돌아가신다고요?,you’re returning to halyon?
그래.,yes.
헤일론에 무슨 일이 생겼나요?,has something happened back home?
"그건 아니지만,","not exactly,"
제론이 죽으려고 한다.,but jeron might die soon.
이러다가 저 진짜로 때려치울 겁니다!,or else I swear I’m gonna kill him myself one day!
서류를 처리하던 나와 아벨이 없으니 괴롭긴 하겠지…,"without abel and me doing all the paperwork, it must be hard on them..."
"어차피 너무 오랫동안 영지를 비워두기도 했고,","and besides, I left the territory unattended for far too long already."
슬슬 가 보긴 해야겠지.,it’s probably time I went back.
다만…,"but once I return to halyon,"
"내가 헤일론으로 돌아가는 순간,",several men will try to attack sieg and fiona.
시그렌과 피오나를 노릴 인간이 한둘이 아닐 거다.,several men will try to attack sieg and fiona.
내가 살아 있는 동안 황태자 놈이 황제 되는 꼴은 못 보는데.,"as long as I live, I won’t let that stupid crown prince ascend to the throne."
"안 그래도 어둠이 나타나면서 마물의 공세가 거세졌는데,","on top of that, since darkness has appeared, demonic attacks have gotten worse."
멍청한 황태자가 황제가 되면 제대로 대책을 세울 것 같지도 않다.,"if that idiot becomes emperor, I doubt he’d come up with proper countermeasures against these monsters."
그러면 피해를 떠안는 건 최전선인 헤일론이다.,"in which case, halyon would suffer greatly being on the front lines."
거기다 북부에 대한 핍박도 하겠지.,"and not to mention, he’ll oppress those living in the north even more."
이 이상 멍청한 놈 때문에 영지가 망하는 꼴을 두고 볼 생각은 없어.,I refuse to watch our land fall apart due to some fool.
왜 굳이 시그렌을 중앙으로 데려왔는데.,then why bring sieg to the capital in the first place?
공작님?,your grace?
공작님이 없어도 괜찮을지 모르겠어요.,I wonder if it’ll be alright without you here.
나도 걱정이다.,me too.
시그렌과 네 사이가 말이지.,I worry about what could happen between you two.
"잠깐, 지금 그쪽을 걱정한 거였어요?","wait, were you worried about that right now?"
당연하지.,of course.
하아아…,haaah...
공작님은 정말.,"really, father..."
너희들도 성인이고,both of you are adults anyway.
끝까지 가면 뭐 어떠랴.,what happens after doesn’t matter either.
훗.,snicker
하지만 아비는 걱정이 많은 법이다.,but fathers tend to fret over such matters.
나 없다고 둘이 쓸데없는 짓 하지 말거라.,"while I’m away, make sure nothing unnecessary happens between you two."
내 눈에 흙이 들어가기 전까지는 안 된다.,"until dirt covers my eyes, no funny business allowed."
