hangle,first_translate
"황궁, 연무장.",the training grounds at the royal palace...
크윽!,gah...!
왜 그러지?,what’s wrong?
방금 전 기세는 어디로 갔나!,where did all that energy go just now?!
어?,huh?
어… 어어?,w-where’d you come from?
흥.,hmph.
설마 이게 끝인가?,is this really your best shot?
황태자의 호위기사라는 놈들이 이래서야.,I can’t believe these are supposed to be the crown prince’s guards.
누가 누굴 지키겠다는 건지.,it looks like they’re the ones who need protection instead.
크윽,argh...
애송이한테 죄다 지다니…!!,a mere boy is beating us...!!!
저 자식은 지치지도 않나!,doesn’t he ever get tired?!
"사생아 주제에, 겨우 스무 살 먹은 애송이 주제에.","and on top of being illegitimate, he's only twenty years old!"
다들 날 보고 그런 생각이나 했겠지.,that must’ve been what everyone was thinking about me.
역시 대련 핑계로 서열 정리를 하길 잘했군.,I’m glad I decided to use sparring as my way of establishing order here.
저 괴물 같은 놈…!!,he’s such a monster...!!!
황자 전하.,your highness.
손님이 오셨습니다.,you have a visitor.
손님?,a visitor?
"훈련 중에 방해받는 건 좋아하지 않으니,","I don’t want any interruptions during my training session,"
웬만하면 돌려보내.,so tell them to leave if possible.
예…,yes--
그럼 피오나 헤일론 영애께는 돌아가시라고 전하겠습니다.,then shall I send away miss fiona haylorne?
아니.,no.
됐어.,forget it.
바로 가겠다.,I’ll see her right away.
"땀과 먼지를 뒤집어쓰고 피오나 영애를 만나러 갈 순 없으니,","but since I can’t meet her covered in sweat and dust,"
빠르게 씻을 준비를 해 놔.,get everything ready for me so I can wash up quickly.
그동안 피오나 영애가 지루하지 않도록 정중히 대접하고.,make sure she feels welcome while she waits.
그리고 너흰 연무장 50바퀴.,"as for you lot, run fifty laps around the training field."
전부 돌아.,all of you.
예?!,pardon?!
대체 피오나 헤일론이란 영애는 누구길래,exactly who is this fiona haylorne girl...
저 괴물을 움직이는 거야?!,...that makes him do anything?
피오나가 먼저 찾아올 줄이야.,I didn’t think fiona would visit first.
"시그렌, 너 혹시…","siegren, did you know..."
내가 누구라고 소문이 났는 지 알고 있었어?,...about the rumors going around about me?
겨울의 수호자…래!,apparently people call you “the guardian of winter”!
겨울의 수호자라고?,the guardian of winter?
헤일론에서 널 그렇게 부르는 놈들이 있기는 했지.,there were some guys back home who called you that too.
정말?!,really?!
그래.,yeah.
넌 주위를 신경 쓰는 성격이 아니라 몰랐겠지만.,though you probably never noticed because you weren’t interested in hearing things like that.
…어쩐지 부끄러운데.,this is kind of embarrassing...
그럴 필요 없어.,it doesn’t have to be.
네가 그만큼 대단했던 거니까.,they said those things because you truly deserved it.
그렇게 당당히 말하면 더 민망하거든.,now I feel even more embarrassed after you put it that way.
그나저나 시그렌이 구박받고 있을까 봐 걱정했는데…,at least it seems like no one has bullied you yet.
그런 일은 없어 보여서 다행이다.,I'm relieved to hear that.
시녀들한테 인기도 많아 보이구.,even the maids seem fond of you.
…뭐야.,why...
귀엽게…,aren’t you cute...
있잖아.,listen.
"나, 상대한테 겨울의 수호자라고 불렸을 때 조금 설렜다?","when someone told me I was known as ""the guardian of winter,"" I felt pretty excited."
저 하녀처럼,just like that maid over there.
……어떤 자식이 말해 준 건데?,who exactly told you that?
"말 곱게 써야지, 황자 전하.","be nice, your highness."
그건 또 왜 궁금해?,why does it matter?
널 설레게 했으니 친구로서 감사 인사라도 하러 가야지.,"if they made you happy, then I'd like to thank them personally."
얘도 참 이상한 이야기를 하네.,fiona always says strange things sometimes.
나한테 그 말을 해준 사람은 리비아 영애야.,lady livia was the one who mentioned it to me.
혹시 알아?,do you know her?
리비아?,livia?
분명 프리실라 가문의…,I could swear she was part of house priscilla...
…잠깐.,wait a minute.
그쪽은 여자잖아.,she’s a woman though.
남자한테 설렜다고 한 적은 없단다.,you never said you got excited when a man complimented you before.
감사 인사는 나중에 해야겠네.,maybe I'll hold off on thanking her later.
갑자기 기분이 좋아졌네.,I suddenly feel better.
"뭔진 몰라도,","I don’t know why,"
시그렌이 좋다면 됐지.,but whatever makes siegren happy works for me.
날 왜 이렇게 빤히 보지?,why are you staring at me like that again?
종종 날 저런 눈으로 본다니까.,"like I've said before, you often look at me with eyes like that."
이유를 모르겠어.,I still don’t understand why.
피오나.,fiona.
사냥 대회에서 우승을 해야 한다며?,"you said you had to win the hunting competition, correct?"
맞아.,right.
너도 소식을 들었구나.,"oh, so you heard already."
"아벨, 이 아니라 스승님이 말해 주던데.",not directly from abel but through his master.
사실 나도 그 사냥대회에 나가는 데 말이야.,"to be honest, I also plan on participating in the tournament myself."
정말?!,really?!
그럼 우리 라이벌이네!,in that case we’re rivals!
라이벌이라고?,rivals?
너랑 내가 라이벌이라…,me against you...?
"솔직히 황태자나 다른 기사들은 이길 수 있을 거라 생각하는데,","while I thought I might stand a chance against the other knights or even the crown prince himself,"
너까진 고려 못 했어.,I wasn’t expecting you to join.
난 네가 참가하지 말라고 하면 안 할 건데.,I won’t participate if you ask me not to.
"…어,",uhh...
왜 …?,why...?
그야…,well...
"이 정도는 사교계에서 다들 하는 건데,","everyone else in high society will be doing it anyway,"
난 라이벌이 아니라 네 수족이니까.,"and besides, I’m not your rival. I’m your partner."
시그렌이 하니 파괴력이 남달라…!!,"with siegren joining, our chances of winning skyrocket...!!"
…에이!,come on!
그런 소리 하지 말고.,stop saying stuff like that.
너도 황자가 되고 첫 사냥 대회잖아.,it’s your very first hunting competition as the new crown prince.
네 실력을 보여 줄 좋은 기회를 쉽게 날릴 수는 없지!,how could you pass up such a great opportunity to show off your skills?
"혹시 호감 가는 아가씨가 있다면,","on top of that, if there happens to be a young lady you fancy,"
대회에서 멋진 모습을 보여줄 수도 있고!,you may impress her by showing how cool you are at the event!
쑥스러워서 아무 말이나 하게 되네…,I guess I ended up blurting out something silly due to embarrassment...
"이 사냥 대회는 사실 원작에서도 있었던 이벤트로,",the hunting competition actually took place in the original novel as well.
소설 속 시그렌은 대회에서 우승하여 유니스에게 마물을 바쳤었다.,novel-siegren participated in the contest and offered eunice the beast he hunted down.
그리고 이것은 단순히 마물을 잡는걸 넘어서,this isn’t simply a game where participants hunt monsters;
귀족 젊은이들의 낭만이 섞인 이벤트!,it’s an event filled with romance among the younger nobles!
마물을 잡아 흠모하는 상대나 연인에게 사냥감을 바치기!라 대대로 인기가 좋다.,"participants catch beasts and offer their prey to whoever they admire or love! thus, it remains popular generation after generation."
그렇게 해서 결혼한 사람도 많다!,many couples end up getting married thanks to this tradition!
호감 가는 아가씨라.,"“a young lady you fancy,” huh?"
물론 그런 마음도 있긴 하지만.,"of course, that’s partially true."
"어, 있어?!",i-is there someone?!
내가 모르는 사이 유니스와 만난 걸까?,has he met eunice without telling me?
잘됐…,th-that’s good ne--
…네.,yes.
이상한 생각 하고 있지.,you’re misunderstanding.
