hangle,first_translate
황태자 전하의 청혼서를 받으셨다면서요?,I heard you received a marriage proposal from his highness!
너무 축하드려요~,congratulations! I’m so happy for you!
전하께서 많이 이야기하고 다니셔요.,his highness has been talking about this nonstop...
리비아 영애를 얼마나 깊게 맘에 두셨으면~,it’s clear how much he adores lady livia...!
"아, 네에.","oh, yes."
감사합니다.,thank you very much.
아직 답을 주지 않았는데도 제멋대로 떠들고 다녀?,but why is everyone making such a big deal out of this when I haven’t even given him my answer yet?
사사건건 진짜…,this really gets on my nerves...
"리비아 영애, 괜찮아요?","lady livia, are you alright?"
괜찮지는… 않죠.,"no, not at all..."
그러실 수밖에 없겠죠…,that makes sense...
피오나 영애.,fiona.
상대를 나락에 빠뜨리려면 어떻게 해야 할까요?,do you know what would make someone fall into ruin?
"누, 누구를요?",w-who do you mean by “someone”?
누구인지야 뻔하죠.,doesn’t that go without saying?
깜짝 놀래라.,she surprised me.
원작대로 유니스를 괴롭히려는 줄.,I thought she was going to ask me if there were any ways to torment eunice like in the original story.
"하지만 상대가 유니스가 아니라 황태자라면,","but since we’re dealing with the crown prince instead of eunice,"
"그, 있기는 해요.",th-there actually is one way...
황태자 전하를 나락으로 떨어트릴 방법.,a method to bring down the crown prince.
불법 투기장 사건.,the illegal arena incident.
원작에선 시그렌과 유니스가 해결하는 사건이다.,"in the novel, sigren and eunice solve this case together."
"원래대로라면 두 사람이 조사 끝에 투기장을 발견하게 되고,","normally, they discover the location of the arena after conducting their own investigation,"
사건을 호쾌하게 해결해서 명성을 높여야 한다.,and then gain fame as heroes once they resolve the issue.
하지만 급한 건 황태자를 제지하는 일이니,"but stopping the crown prince comes first right now,"
중간 과정은 생략하고 내가 나서야겠어.,so I’ll have to skip those steps and take matters into my own hands.
마물을 생포를 의뢰한 사람들은 투기장의 운영자였을 거야.,the people who requested us to capture monsters must’ve been the ones running the arena.
마물끼리 싸움을 붙이고 돈내기를 한단 말이야?,they made money off monster fights?
"맞아, 경마장이랑 비슷하지.",exactly. kind of like horse racing.
멍청한 짓이야.,what idiots.
그 운영자들이 언제까지 마물을 잘 관리할 수 있을지도 의문이군.,I wonder how long they can keep these beasts under control before things get out of hand.
동감이야.,I agree completely.
투기장도 빨리 쓸어버려야 해.,we need to shut them down quickly.
"그런데, 피오나.","by the way, fiona..."
불법 투기장에 관한 건 어떻게 안 거야?,how did you find out about the illegal arena?
그건,well...
으악.,gah!
얼굴이 너무 가까워.,your face is too close.
우리 둘이 정보를 수집하는 경로는 꽤 겹친다고 생각하는데.,I think our sources overlap quite often.
…지금 나 의심받는 거야?,"wait, are you suspecting something?"
그럴 리가.,of course not.
내가 널 어떻게 의심하겠어.,why would I ever doubt you?
가끔…,sometimes...
넌 다른 사람보다 훨씬 더 많은 걸 파악할 때가 있으니까.,you seem to understand more than others.
"그, 그래.",r-right.
선견지명이라고 할까.,maybe call it intuition or foresight.
맞아.,right.
아벨도 네 그런 점을 높게 평가했으니까.,even abel praised your ability to see through situations.
역시 좀 부자연스럽게 보였을까.,then maybe I acted suspiciously.
앞으로는 주의해야지.,I better watch myself from now on.
"원작을 아는 내게는 당연한 일이라도,","to me, everything seems obvious because I already read the book,"
다른 사람이 보기엔 그렇지 않을 수 있으니까.,but other people might view it differently.
쓸데없는 걱정하지 마.,stop worrying over nothing.
네가 너는 내 편이라고 말해줬듯,"just like how you told me you’d always stand by my side,"
나도 네 편이야.,I will also support you no matter what happens.
무슨 일이 있더라도.,so don’t worry.
그러니까 맘 놓고 본론을 말해.,now tell me what you wanted to say.
뭔가 하고 싶은 말이 있어서 서두가 길었던 거 아냐?,isn’t that why you dragged on for so long just now?
"아,",o-oh...
"어, 응.",uh-huh.
실은 불법 투기장을 운영하는 자들을 잡음과 동시에,"while catching the people operating the illegal arena,"
황태자의 평판도 바닥에 떨어뜨리고 싶어.,I want to destroy the crown prince's reputation as well.
아직 발그레한 얼굴로 잘도 저런 말을…,look at her blushing while speaking of such evil deeds...
"그러기 위해서 일단,","first,"
황태자가 불법 투기장에 출입하게 할 거야.,I plan to lure the crown prince into visiting the arena himself.
그게 가능한 일인가?,can you pull that off?
사실 해봐야 아는 일이긴 해.,"well, only time will tell."
그래도 이쪽엔 강력한 조력자가 있어.,"still, I have some powerful allies on my side."
조력자?,allies?
"후후,","haha,"
그쯤이야 자신 있지.,I'm confident enough.
제국의 작은 태양을 뵙습니다.,"greetings, little sun of the empire."
인사는 됐어. 날이 좋으니 테라스로 와라.,enough chit-chat. come outside onto the balcony. it’s nice today.
네에.,alright.
요즘 꽤나 고분고분하단 말이야.,you've become pretty obedient lately.
역시 여태까지는 튕기는 거였어.,I guess you were trying to act stubborn until now.
"태자 전하,","your highness,"
그 소문 들으셨나요?,have you heard the rumors?
무슨 소문?,which rumors?
"글쎄, 수도 한가운데에 마물을 볼 수 있는 곳이 있다더군요.","apparently, there’s somewhere in the capital where you can see real-life demons."
마물 같은걸 볼 수 있게 해 놓은 곳이 있다고?,an arena featuring demon fights?
굳이?,really?
그런 걸 보러 가는 놈들이 있단 말인가.,are there fools dumb enough to visit such places?
어머.,my goodness.
"아무나 볼 수 없는,","not anyone can enter,"
선택받은 사람만 볼 수 있는 광경이라는 걸요?,only chosen individuals may witness such sights.
"자,","come on,"
미끼를 물어라.,take the bait.
선택받은 사람만…?,chosen individuals...?
그야말로 나를 위한 오락거리 아닌가!!,ha! isn’t that entertainment tailored specifically for me?!
"흐음, 거기가 어딘데?","hmm, but where exactly is it located?"
물었구나.,finally took the hook.
아둔하긴.,fool.
"글쎄요, 아이작 백작님이나 오헬 자작님이 아신다고만….","I’m not entirely sure, but count isaac and viscount o’hell seemed to know its whereabouts..."
"아시다시피, 저에게 그런 것에 대해 자세히 말해 주는 분들은 별로 없으니까요.","as you know, few people share details regarding such topics with me."
그렇겠지.,true.
너 같은 사교계의 꽃은 귀하게 다뤄야 하니까.,"after all, flowers of high society deserve special treatment."
한 대만 때릴 순 없을까?,can I hit him just once?
"저기,","um,"
그 두 분도 황태자 전하께서 물어보시면 당연히 대답을 해주시겠죠?,"if you asked them yourselves, wouldn’t they gladly give you answers?"
"맞는 말이야, 리비아.","you’re absolutely right, livia."
"전하,","your highness,"
"나중에 꼭 보고 오셔서, 제게 감상을 말씀해 주셔야 해요?","make sure to return later and tell me all about it, okay?"
너무 궁금하단 말이에요.,I’m dying to hear every detail.
그래… 당연하지…,okay... of course...
"미안해, 시그렌.","I’m sorry, sigren."
바쁠 텐데 오라고 해서.,I shouldn’t have called you here knowing how busy you are.
신경 쓰지 마.,don’t mention it.
널 투기장에 혼자 보낼 순 없으니까.,I couldn’t let you go alone to the arena anyway.
그보다…,also...
최대한 눈에 띄지 말아야 한다고 했던 거 기억하지?,do you remember telling me to avoid drawing attention to ourselves?
물론.,of course.
아무래도 은발은 너무 눈에 띌 것 같으니,"I figured silver hair would stick out too much,"
저번에 이야기한 대로 염색을 해봤어.,so I dyed mine according to your suggestion last time.
어때?,what do you think?
어색하진 않아?,does it look weird?
