hangle,first_translate
수색 인원은 정말 이 정도로 괜찮겠습니까?,is this really  enough people for our search party?
"네, 일단은 최소한으로요.","for now, yes."
"수색도 수색이지만, 용이 두 마리나 있어요.","I know we need more men to find lord abel,"
병력을 많이 끌고 간다면 주의를 끌게 될지 몰라요.,"but if too many soldiers come along, they might attract unwanted attention from those dragons."
제가 도착하기 앞서 아벨을 찾던 헤일론의 병력들도 많이 지쳐있으니,the hylon troops were already exhausted before I arrived...
더 사상자를 낼 수는 없으니까요.,and we can’t afford any casualties.
"…예, 아가씨.",okay... my lady.
두 분 모두 부디 무사히 돌아오셔야 합니다.,"be careful out there, both of you."
걱정 마세요. 필요하다면 즉시 마법으로 신호할게요.,don’t worry.  I’ll send a signal using magic right away if anything happens.
"…이런 생각은 정말 하기 싫지만,","it’s not something that I want to think about,"
냉정하게 말해 지금은 운이 좋더라도,"but realistically speaking,"
아벨의 시신을 찾게 될 가능성이 더 높다.,"even if luck is on our side, chances are higher that we'll only end up finding his body."
그렇기 때문에 제론이 내게,that must’ve been why jeron asked me...
아벨을 찾아달라는 부탁이 아니라 무사히 돌아오라는 것이겠지.,...not to bring back abel but to return safely myself.
…나라도 살아서 말이지.,as long as one of us survives...
"살아 있을 거라고 믿고 싶지만,","I’d like to believe he's still alive,"
병사들에게는 북부 산맥의 하늘을 눈여겨보라고 전해 주세요.,but tell the soldiers to keep their eyes open while searching through the northern mountains.
이성은 이미 냉정한 답을 내리고 있다.,my rational self has already given up hope.
너무 오랜만이라 체력이…,this feels so strange after such a long time...
내가 헤일론에 도착하기 전에도 여러 수색대를 보낸 덕에,"before I even got here, several teams had gone looking for him,"
수색 범위는 좁혀진 상태다.,so at least we have narrowed down where to look.
남은 게 제일 위험한 곳이란 게 문제지만.,the problem is what remains is the most dangerous part.
"결국 이곳에서 아벨을 찾게 되어도,","if we do happen to find abel around these parts,"
보통의 사람들이라면 함께 돌아올 수 없는 곳 말이다.,then it would mean he was somewhere ordinary humans wouldn’t dare venture into.
이것이 제론이 포기를 생각하면서도,maybe that’s why jeron called upon me...
나를 이곳으로 불러야만 했던 이유겠지.,...even though he thought all hope was lost.
이건…,do you hear that...?
…용의 울음소리야.,it sounds like a dragon crying.
"그래, 고통에 가득 차있는 것 같은데.",right! its cry seems full of pain.
"시그렌,","siegren,"
나와 함께 가 줄 수 있어?,can you follow me?
용들이 있는 곳으로.,to wherever the dragons may be.
"아, 아가씨. 그건 너무 위험합니다!","y-your grace, that’s far too risky!"
용들을 직접 만날지도 모르는 위험은…!,we could run into them face-to-face--
좋아.,alright then.
…위험한 일인데 이유도 안 물어봐?,you’re not going to ask why I’m doing this despite how dangerous it is?
네가 아까부터 뭔가 마음에 걸린다는 표정이었으니까.,"well, your expression told me you've been worried sick since earlier."
"가 보면,","when we get there,"
네가 왜 그랬는지 알 수 있겠지.,I'm sure I will understand why.
"피오나, 여기.","fiona, over here."
불을 땐 흔적이야.,there are signs of fire being lit recently.
그렇네. 정말 아벨 일행이 여기까지 왔나 봐.,indeed. looks like abel did make it this far.
…시그렌.,siegren.
아주 먼 옛날에는 용들이 인간과 교류했던 시절이 있었어.,"a very long time ago, dragons used to interact with humans."
심지어 한 용은,one particular dragon...
세상의 모든 지혜를 가졌다고 칭송받기도 했지.,...was praised for possessing wisdom beyond compare.
처음 듣는 이야기야.,where did you learn that story?
넌 그런 걸 어떻게 알고 있어?,how do you know things like that?
"아차, 세계관의 이야기를…","oops, world history..."
그건… 지금은 잊힌 시대의 역사니까….,no one remembers anymore because it happened during a forgotten era...
"…피오나, 잠시.","wait, fiona."
동굴 안쪽에 핏자국이 있어.,"look, there’s blood inside the cave."
핏자국이 얼어있기는 하지만,"the bloodstains haven’t frozen yet,"
아주 오래 지나지는 않았어.,which tells us whatever made them wasn’t too long ago.
바람이 불어오는 쪽이야.,the wind blows toward this direction.
마물들이 모여있는 것을 보니 확실해.,"judging by the monsters gathered nearby,"
이 근처에 아벨 일행이 있었다.,abel and his group definitely passed through here.
하지만…,but...
"마물이라면 아벨이 있는 곳에 몰려 있을 줄 알았는데,","I expected the monsters to swarm near abel,"
이 주변을 맴돌고만 있었어.,not just wander aimlessly around this area.
차라리 아벨이 이미 이곳을 떠난 거라면 좋겠지만…,let’s pray abel left this place behind already...
그게 아니라면….,or else...
피오나.,fiona.
"시그렌, 그쪽은 괜찮아? 다친 곳은?","siegren, are you alright? are you hurt anywhere?"
"멀쩡해, 저쪽에 있던 마물은 다 해치웠어.",I’m fine. I took care of all the monsters over there.
"그보다, 저쪽에 마물이 잔뜩 몰려있던 곳이 있었는데.","anyway, I found a spot swarming with monsters."
혹시 모르니까 조금은 대기했다가…,I waited a bit just in case--
…!! 피오나!!!,fiona!!!
"젠장, 기다려!","sh*t, wait!"
그쪽은 동굴 끝…!,that way leads straight to the edge of the cliff--!
"아벨,","abel,"
제발 멈춰 피오나!!,"stop!!! please stop, fiona!!"
아벨…!!!,abel...!!!
아벨…?,abel...?
