hangle,first_translate
리비아 영애보다 나와 노는 게 더 재밌을 거야.,I’m going to make sure that I'm more fun than lady livia.
내가 그러도록 노력할 테니까.,that’s what I’ll do.
…응?,huh...?
피오나.,fiona...
시그렌.,siegren.
인정할 수밖에 없겠다.,it looks like you’re right this time.
이건 좀 먹혔다.,this worked pretty well.
내가 너한테 무르다는 걸 알고 얼굴을 너무 남발하는 거 아냐?!,didn’t you know better than to use your face on me?! now look at how red my cheeks are!!
키스마크 하나에도 얼굴을 붉히던 순진한 녀석은 어디로 간 거야!,where did my innocent boy go? he used to blush just from seeing one kiss mark!
내 시그렌을 돌려줘!,give back my siegren!!!
안 돼.,nope.
난 리비아 영애와 친하게 지낼 거야.,I want to get close to her too.
…아쉽네.,too bad for you then.
잠깐 손 좀 줘봐.,let me see your hand.
왜.,why?
"효,",wow...
효과가 굉장해…,the effect is amazing...
그래. 굉장하겠지.,of course it would be.
갑자기 왜 이러는 거야.,what's wrong all of a sudden?
네가 네 얼굴로 날 홀리려 했던 게 어쩐지 얄미워서.,I don't like how you tried to seduce me using your good looks.
―아무튼.,"but anyway,"
리비아 영애 일은 걱정하지 마.,don't worry about lady livia.
난 이 세상에서 너를 가장 소중하게 생각하니까.,"out of everyone else in the world, I care most about you."
…딱히 리비아 영애를 신경 쓰는 건 아니야.,lady livia isn't really the problem here.
내가 마음에 걸리는 건,my concern is...
영애가 무도회장에서 늘 수많은 영식들에게 둘러싸여 있다는 점이지.,...that she always has so many men around her during balls.
그게 뭐가 문제―,and why does that matter--
아야.,ouch.
같이 있으면 너도 관심받을 거 아냐.,"if we hang out together, they'll pay attention to you as well."
질투야?,is that jealousy talking?
그래.,yep.
너도 입장을 바꿔서 상상해 봐.,try putting yourself in my shoes.
입장을 바꿔서…,putting myself in your shoes...
"시그렌, 양다리 걸치는 건","siegren, two-timing someone..."
절대 안 돼.,...is absolutely unacceptable.
맞아.,right.
"피오나, 이제 너도 내 심정을 알겠―",now you understand where I'm comi--
마음이 떠나면 확실히 끝내야지!,"when feelings fade away, things must come to an end!"
다른 사람을 만나고 싶으면 이전의 관계는 정리하는 게 예의야.,"before meeting another person, it's only polite to clean up any previous relationships first."
알겠지?,do you understand?
그렇군…,I guess so...
"전하, 또 호위를 안 데리고 가셨습니까?",your highness! have you gone somewhere without guards again?
당연하지.,of course not.
피오나랑 있는데 기사가 있으면 방해되잖아.,"with fiona by my side, having knights there will only cause trouble."
너무하십니다.,that was uncalled for.
대답이라도 해 주시죠.,at least give us some sort of answer.
자꾸 그러시면…,"if you keep doing this,"
…저런 까칠한 성격이라면 여자한테도 금방 차일 거야!,a girl won't even put up with such a prickly personality!
히익.,eek.
…아직 안 차였거든.,"not yet, though."
젠장.,shit.
연인이 되면 어느 정도 만족할 수 있을 줄 알았는데.,I thought being lovers would satisfy me somewhat.
전혀 아니야.,but nope.
피오나를 보고 있으면 자꾸만 저열한 생각이 든다.,all these lowly thoughts pop into my head when I think of fiona.
"계속 웃는 걸 보고 싶으면서도,","on one hand, I want to continue making her smile,"
내게 매달려 우는 것도 보고 싶어.,"while on the other, I also want to see her cry while clinging onto me."
마음이 떠나면 확실히 끝내야지!,"when feelings fade away, things must come to an end!"
다른 사람을 만나고 싶으면 이전의 관계는 정리하는 게 예의야.,"before meeting another person, it's only polite to clean up any previous relationships first."
설마 차이는 건 아니겠지.,I hope she doesn't break off our relationship.
리비아.,livia.
청혼서가 들어왔구나.,an engagement letter arrived.
"어머, 표정이 좋지 않으시네요?","oh dear, you seem upset."
음… 그게.,uh... yes.
황태자 전하께서 보내신 청혼서란다.,"apparently, his highness sent it himself."
틀림없이 황가의 문장이네요.,that certainly appears to be the royal crest.
단순히 사교계에서 황태자가 집적거리는 것과,how could he send an official proposal after everything I said to him?
공식적으로 가문의 청혼서를 넣는 것의 차이가 얼마나 큰데…,there's quite a difference between simply approaching you at social events...
내 의견을 무시하고 청혼서를 넣다니.,...and sending over an actual marriage proposal.
"아버지,","father,"
수락하지는 않으실 거죠?,"you wouldn't accept it, would you?"
"네가 싫다면 그럴 거란다, 아가.","as long as you disapprove, I won't either, sweetie."
하지만…,but...
알고 있어요.,I already know.
황실의 공식 청혼이다.,this is an official request from the imperial family.
제대로 거절하려면 확실한 명분이 필요하다.,"in order to properly reject them, we need a valid reason."
예를 들자면…,for example...
"혼약자를,",we can create...
새로운 혼약자를 만들면 되는 거죠?,...a new fiancé. am I correct?
