hangle,first_translate
"이제 네가 가고 싶은 곳이 있다면 떠나도 좋다,","if there’s somewhere you’d like to go now that your training is over,"
피오나.,"fiona,"
너는 이제 막 성인이 되었다.,I won’t stop you from leaving.
원하는 게 있다면 자유롭게 할 수 있어.,"now that you’re officially an adult, I want you to do whatever makes you happy."
네 마법 실력이라면 수도에서 부귀영화를 누릴 수도 있을 테고.,"with your skills, you could live a life of luxury in the capital if you wanted to."
…사생아인 게 신경쓰이면 헤일론의 이름으로 후견인을 해 주마.,"and if being illegitimate bothers you so much, then I’ll become your guardian under house haylon."
그러면 수도에서도 널 함부로 대하지는 못할 거다.,that way no one will dare treat you poorly even when you are at the capital.
어… 정말 의외네요.,wow... this was unexpected.
뭐가.,what is?
공작님이 이런 친절한 제안을 해 주시다니…,the fact that his grace would make such a kind offer--
나는 그저 네게 마땅한 대가를 지불할 뿐이다만.,it's only fair for me to pay back what I owe you.
그동안의 보수는 그 대가가 아니었나요?,but didn’t my salary cover all of that already?
날 뭐로 보고.,do you think money can buy everything?
그건 단순히 네 노동에 대한 값에 불과해.,your salary was just payment for your labor.
그거랑 이건 엄연히 별개의 일이다.,this has nothing to do with that.
아벨이 이런 상냥한 생각을 하고 있었다니…,to think he had something as sweet as this planned out...
그동안 피도 눈물도 없다고 욕해서 미안!,sorry about calling him heartless all these years!
"그리고... 자,","oh, right..."
받아라.,take this.
네 본가에서 날아온 편지다.,a letter came for you from home.
본가라면…,my “home”...
그린 백작가!,count green’s manor!
"아버지, 기특하게도 우리 막내가 지원하겠다는군요.","dear father, our youngest child wants to join the war effort."
수줍어서 크게 말은 못 하는 것 같지만.,she seems too shy to say anything herself though.
어린 나를 억지로 전쟁터로 등 떠민 장본인들.,from those people who forced their young daughter into battle...
그러니까 …전…,then why did they send me this letter after five whole years without any news?
5년간 편지 한 통 보낸 적이 없더니…,then why did they send me this letter after five whole years without any news?
그동안 소식도 없었는데…,then why did they send me this letter after five whole years without any news?
왜 보낸 걸까요?,then why did they send me this letter after five whole years without any news?
"글쎄, 나도 뜯어 보지는 않아서 모르지.",no idea. haven’t opened it yet either.
...참. 피오나 네가 원한다면…,"right. well, if you wish,"
널 이곳으로 떠민 본가를 부수는 일도 해 주마.,I'll help destroy the family that sent you here against your will.
그동안 캐 놓은 약점이 꽤 많거든.,I’ve dug up quite a few weaknesses on them while you were away.
이게… 아벨 나름의 서비스 정신…?,is this how abel shows appreciation...?
"그, 그 정도로 복수심에 불타지는 않아요.",n-no need to take things that far.
솔직히 신경도 안 쓰고 있었고.,"honestly, I don’t really care anymore anyway."
"뭐, 네 성격이라면 그렇겠지.","well, that does sound more like you."
나라면 힘이 생긴 즉시 먼지 한 톨 남기지 않고 없애버렸겠지만.,me? I'd have wiped them off the face of earth the moment I got strong enough.
아무튼…,in any case...
확실히 이제 곧 원작이 시작될 시점이구나.,the original story must start soon.
여주인공도 나올 시기인데,the heroine should appear around this time too.
내가 시그렌 곁에 있어 봤자 정신만 사나울지도…,staying by sigren might cause some trouble...
어쨌건 해주신 제안은… 모두 감사합니다.,"either way, thank you very much for offering."
감사하면 아버지라고 불러 봐라.,"if you mean it, call me ""father."""
그건 거절할게요.,I’m good.
매정한 녀석.,cold-hearted brat.
하하...,haha...
참 오늘 묘하게 툴툴거린다니까.,you seem rather upset today.
어디보자…,let’s see...
어… 그러니까…,uh... basically...
내 사망 확인을 부탁한다고?!,they want confirmation of my death?!
요지는 이랬다.,that’s pretty much it.
"현재, 내 아버지인 그린 백작이 위독하다.","apparently, my biological father, count green, is dying."
"때문에 유산과 관련된 일을 처리해야 하니,","for matters concerning inheritance,"
그린 가문의 혈육인 피오나의 사망을 확인하는 문서를 보내 달라-,"they want proof that fiona, blood relative of house green, died long ago."
애초에 살아있다는 생각은 하지도 않은 모양이군.,guess they never thought I survived.
이미 5년 전에 죽으라고 사지로 내보낸 집안의 천덕꾸러기였다.,"after sending me off to die five years ago, I'm probably dead to them."
줄곧 잊고 있다 유산 문제를 처리할 때가 되어서야 생각이 났겠지.,they've forgotten about me until now because they needed to settle the matter of succession.
참 한결같은 집안이네.,how typical of them.
그린 가문의 유산에는 눈곱만큼도 관심 없어.,I couldn’t care less about inheriting anything from house green.
아버지인 그린 백작의 임종을 지킬 의리도 없고.,I also feel no obligation to stay by my father during his final moments.
하지만…,but still...
하필 아벨이 하고 싶은걸 하며 살라고 할 때쯤 일이 터지다니.,"of all times, this happens when abel tells me to pursue my dreams."
나중에 내가 살아 있다는 걸 알고 나면 성가지게 굴겠지.,"when they find out later that I’m alive, they’ll freak out."
일단 그린 가의 호적에 올라가 있으니,"as long as I remain registered as part of house green,"
사망 확인이 되지 않으면,"until they confirm my death,"
내가 살아 있다는 걸 알게 될 거고.,they’ll know I’m actually alive.
그냥 상속 포기 각서에 먼저 사인을 할까?,maybe I should sign papers renouncing my claim first.
아벨이 복수해도 된다고 했지만 구태여 그러고 싶진 않다.,"abel said I could get revenge, but I don’t wanna bother myself with that."
5년 전의 일로 감정을 쏟고 싶지 않아.,I don’t want to waste emotions on events from five years ago.
엄연한 귀족인 그들을 직접적으로 죽이거나 큰 상해를 줘도 안돼.,killing or harming nobles directly isn’t allowed.
감옥에 갇히고 싶은 게 아니라면,not unless I want to end up behind bars.
그나마 가장 평화롭고 쉬운 방법은…,the easiest solution...
포기 각서에 사인하고 남남이 되는 것.,...is signing documents giving up my rights and cutting ties completely.
그러려면 우선 본가로 가야 하는데…,"first, I gotta head back home..."
수도...를 한 번쯤 마음 편히 돌아보고 싶긴 했지.,I always wanted to visit the capital once before leaving forever.
"피오나, 있어?","fiona, are you there?"
시그렌. 들어와.,siegren. come in.
됐어.,no thanks.
여기서 이야기할게.,I’ll talk to you outside.
그래?,really?
몇 년 전만 해도 침대 위에서 같이 이야기를 할 만큼 친했는데…,we used to chat lying down together not so long ago...
요즘에는 컸다고 이런 식으로 서먹하게 군다니까.,"but nowadays, we keep distance since we grew older."
아벨에게 이야기를 들어서.,I heard from duke haylon...
스승님이라고 해야지.,call him master.
스...승님이 네가 곧 여기를 떠날지도 모른다던데.,m-master told me you may leave soon.
아마도.,probably.
....어디로 갈 거야?,where are you going?
우선은 아버지가 위독하다는 편지가 와서 수도로 가 보려고.,"I received a letter saying my father is ill, so I plan to return to the capital."
그린 가는 중앙 귀족이라 수도에 저택이 있으니까.,house green owns a mansion there since they belong to central aristocracy.
…널 버린 사람이라도 여전히 아버지로 여기는구나.,so you still consider him your father despite abandoning you.
굳이 말하자면 부를 호칭이 마땅치 않아선데.,I wouldn’t exactly use that term.
그럼 임종을 지키고 돌아올 생각이야?,are you planning to attend his funeral and come back afterward?
"아니, 기왕이면 수도를 구경하고 싶어.","no, I want to look around the city while I’m there."
계속 헤일론에 있었으니 나쁘지는 않겠네.,shouldn’t be bad considering you spent most of your days cooped up inside haylon castle.
그럼… 언제쯤 돌아올 거야?,then... when will you return?
어…….,um...
"아, 시그렌이 뭘 오해하고 있는지 알겠다.","wait, I realize what siegern thinks now."
"시그렌, 난 지금으로선 딱히 돌아올 생각이 없어.","at present, I have no plans to ever come back, siegren."
그게 무슨 소리야?,what do you mean?
돌아올 생각이 없다고.,I’m not coming back.
어째서?,why not?
이제 이곳에 있을 이유가 없으니까?,because I have no reason left to stay here.
말 그대로.,exactly.
"5년 동안 시그렌과 좋은 친구로 지내고,","during the past five years, siegren became a close friend,"
어떨 때는 그를 지켜 주었다.,and sometimes I protected him.
"원작이 시작되는 시점을 코앞에 둔 지금은,","but now that the actual story begins,"
내가 그를 위해 할 수 있는 일이 거의 없는 셈이다.,there’s almost nothing else I can do for him.
…잠시 이야기 좀 해.,can we talk for a bit?
"어, 어어.",o-of course.
떠나겠다고?,you’re gonna leave us?
응.,yeah.
"응, 이 아니잖아.",“yeah”?!
어떻게 그걸 한마디 말도 없이 순식간에 결정해?,how could you decide that overnight without telling anyone?
공작님이 이제 성인이니 하고 싶은 거 하라고 해서?,did duke haylon tell you to follow your dreams now that you’re an adult?
아벨…,abel...
이… 개자식…!!,th-that bastard...!!!
예쁜 말 써야지.,use nice words.
…지금 나한테 할 말이 그거뿐이야?,is that all you have to say?
우리가 5년 동안 생사고락을 함께한 사이란 건 잊었어?,did you forget we went through thick and thin together for five years?
섭섭하구나.,I’m hurt.
편지할게.,I’ll write letters.
그게 문제가 아니잖아!,that’s not the problem!
그럼 뭐가 문제인데?,then what is?
하나부터 열까지 전부.,all of it.
시그렌.,siegren.
설마 우리가 영원히 함께할 거라 생각했던 건 아니지?,don’t tell me you expected us to stick together forever!
