hangle,first_translate
아직 헤일론에서 추가로 도착한 소식은 없나?,have there been any updates from hairoun?
"예, 그래서 헤일론으로 향할 채비는 예정대로 진행하고 있습니다.","no, your highness.  that’s why we’re preparing for our trip as planned."
…그렇군.,I see...
앞으로도 다른 소식이 있다면 내 쪽으로 먼저 알릴 수 있도록 해.,"if you hear anything else, let me know first."
피오나가 알게 되면,"fiona will probably call me cowardly if she finds out about this,"
비겁하다고 하겠지만 별수 없다.,but I have no choice.
사흘이라는 준비 기간도,it took some convincing just to get her to agree on three days of preparation time.
다음 날 바로 떠나겠다는 것을 겨우 설득해서 얻었으니까.,she wanted us to leave right away without making proper preparations at all.
제대로 된 준비도 없이 급히 내려보낼 뻔했지.,she wanted us to leave right away without making proper preparations at all.
지금쯤이면 동행에 대한 결정을 내렸을까?,do you think she has decided whom she’ll take along yet?
내내 아벨과 내 문제로 혼란스러워 하던데.,she seemed quite confused because of what happened between abel and myself.
정말 날 두고 갈 생각이라면 어떻게 해야 할까.,what would I do if she really decides not to bring me along?
그때는 그냥 내 마음대로 해야지.,then I’d simply make my own decision.
어쩌긴 뭘 어째,make my own decision?
(나쁜 생각),(bad idea.)
다른 경우는 몰라도 이번에는 정말 양보할 수 없다.,this is one thing I can’t compromise on.
아니면 얼굴로 잘 구슬려서…,or maybe I could try begging her--
…으응.,mmph...
시그렌…?,siegren...?
"피오나, 정신이 좀 들어?","fiona, are you awake now?"
무슨 일 있었어?,did something happen while I was asleep?
"…시그렌이,",siegren...
다른 아가씨들과 노닥노닥―.,was flirting around with other ladies...
말도 안 되는 소리 하지 말고.,stop saying such nonsense.
너무 얄미워서 입 맞추고 싶은 수준이네….,that makes me want to kiss him so badly...
저번에 네가 다른 영애들에게 친절해지라며.,"last time, you told me to be nice to them yourself."
싫으면 다음부터는 안 할게.,and I won’t do it again if you don’t like it.
"으, 응….",uh-huh...
이렇게 된 이상…,now that things turned out this way...
"피오나,","fiona,"
회장에서 어떤 남자를 만났어?,who did you meet at the banquet hall last night?
"…아,",oh...
…저번에 수상한 연애편지 보낸 사람.,the person who sent me those strange love letters before...
연애편지?,love letters?
아무것도 아냐.,it doesn’t matter anymore.
죽은 척…,pretend to sleep...
앗….,oops...
"…‘또’ 다, 내가 신경 쓰는 기색이면","when someone asks me how I’m doing,"
‘괜찮다’로 넘기려는 피오나의 습관.,my habit is to say “I’m fine” when they seem concerned.
지금이라면 괜찮을 줄 알았는데.,I thought I wouldn’t feel bothered by it today though.
그래도 보통 때보다 판단력이 떨어지긴 했어.,"still, my judgment isn’t very good these days."
살살 구워삶자.,let’s grill her slowly.
"피오나, 그냥 편하게 말해.","tell me honestly, fiona."
무슨 일이 있었어?,what happened yesterday?
편지는?,about the letter?
저번에….,yesterday...
이상한 연애편지를 보낸 남자를 만났어….,I met the man who wrote me those weird love letters...
그 사람의 이름이 뭔데?,what was his name?
음….,um...
빌 커티스….,bill curtis...
말씀드렸던 업무에 필요한 서류들이에요.,"these are the documents needed for work, your grace."
"아주 급한 것들은 아니니까, 적당히 정리만 부탁해요.","they aren’t urgent matters, but please look over them whenever possible."
"예, 아가씨. 그런데, 정말 이대로 가셔도 괜찮으시겠습니까?","of course, lady fiona. however, are you certain you wish to go looking like that?"
안색이…,you appear rather pale...
"괜찮아요, 어제 파티에서부터 감기 기운이 조금 있어서요.",I’m alright. I’ve had a cold since the party last night.
"내가 두 번 다시 술을 마시면 개다, 진짜….",I swear never to drink alcohol ever again...
"심지어 기억도 드문드문 끊긴 데다가,","not only does my memory keep skipping here and there,"
~셀린이 옷을 갈아입힘~,celine helps fiona change clothes
술기운에 시그렌에게 전부 말해버린 것 같은데…,but I also spilled everything to siegren after getting drunk...
"애인이 미인계 좀 썼다고, 술술 부는 꼬락서니라니…",using beauty tactics against his girlfriend and then acting nonchalant afterward...
"아니, 하지만 그렇게 웃으면서 살살 달래는 건 반칙이지…!","wait, but he shouldn’t smile and comfort me like that either...!"
피오나.,fiona.
출발은 원래 오늘 밤이었잖아.,we were originally supposed to depart tonight.
저녁으로 앞당겨도 되는 거야?,is it okay to move up our departure time to evening instead?
"아, 시그렌. 금방 왔네.","ah, siegren. you came quickly."
아무래도 더 지체할 수는 없을 것 같아서,"I don’t believe we can delay any further,"
준비가 끝나는 대로 떠날 생각이야.,so we’ll head off once everyone finishes their preparations.
아직 안색도 안 좋아 보이는데.,are you still unwell?
어제 일에 기억은 있고?,do you remember what happened yesterday?
당연하지...!,of course I do...!
취한 사람에게 미인계를 쓰다니….,to use beauty tricks on a drunken woman...
"하여간, 미인계에 넘어가다니 헤일론 후계자로 아직 부족하네.","in any case, falling prey to beauty tricks proves you’re not ready to become heir of hairoun."
그게 지금 이 시점에서 할 말이야?,is that really what you need to tell me right now?
흐음…,hmm...
내가 왜 헤일론으로 가게 됐는데.,why am I going back to hairoun anyway?
"그래서, 가져간 정보는 어떻게 처리하셨나요, 전하?","how did you deal with the information I gave you, your highness?"
내가 과연 어떻게 처리했을 것 같아?,how do you think I dealt with it?
응? 무려 연애편지를 몰래 숨기고 있던 아가씨.,hm? coming from miss secret-love-letter-keeper herself.
"이거 분명 삐졌다, 삐졌어!",he must definitely be upset!
"…설마, 죽인 건 아니지?",please tell me you didn’t kill him...
"아니야, 빌 커티스란 남자에 대해 조사 중이지.","no, I’m investigating more into this bill curtis fellow."
아무리 보아도 영 뒤가 구린 인간이더군.,"from what I saw, he seems suspicious."
…그건 잘됐네.,good...
그렇지 않아도 그가 마물에 관해 이상한 말을 했다는 게 마음에 걸렸거든.,even I felt uneasy hearing him talk strangely about monsters.
…요즘 네가 좀 달라진 것 같아서 걱정이야.,"lately, I noticed you changed somewhat."
상대에 대해 훨씬 진지해졌어.,you became much more serious toward others.
아벨 일로 혼란스러운 탓도 있겠지만.,"it might be due to being flustered about abel too,"
