hangle,first_translate
"그런데,",but...
차라리 어둠의 존재 자체를 없앨 방법은 없는 건가요?,is there no way  we can eliminate darkness itself instead?
"오, 클로비스 후작님과 똑같은 말씀을 하시는군요.",that’s exactly what marquess clovis said as well.
후작님을 아시나요?,do you know him?
언덕이 가파르네요.,this hill is steep.
그럼요.,of course I do.
아카데미에 가장 많은 연구비를 후원해 주시는 분이죠.,he's our biggest sponsor for research at the academy.
연구의 중요성을 알아주시는 분이에요.,he understands how important this work is.
저희 입장에선 참 감사하죠.,it makes us very grateful.
"그리고,","and aside from that,"
"그 부분을 제외하고서도, 정말 멋지시고요~",I think he’s just amazing...!
네에…,okay...
이미지 좋네.,sounds like she has a good impression of me.
그나저나,wow...
"꾸준히 독자적인 노력을 하고 있었다니,",to hear that he was working on his own all along...
역시 아렌트는 의심스럽긴 해도 대단한 인물이긴 해.,"arendt may seem suspicious sometimes, but he really is incredible."
"사실은,","in fact,"
저희도 어둠을 없애는 걸 목표로 연구를 진행 중 입니다만…,"we’re also researching ways to get rid of darkness completely,"
좀처럼 큰 소득이 없어요.,"but so far, nothing seems to have worked out."
"마력과 어둠, 성녀님이 지니신 신성력이","all we’ve found out is that magic powers, darkness, and your holiness’ divine power..."
전부 유기적인 관계가 있다는 걸 알아내기는 했지만요.,are organically related.
신성력은 마력과 완전히 상반되는 힘이에요.,divine power works against magical energy.
그리고 마력은 근본적으로 어둠과 유사한 성질.,magical energy shares similar properties with darkness.
또한 마력과 마력석은 서로 상호작용을 하죠.,"on top of that, mana stones interact with each other too."
그러니 그쪽을 연구하면 뭔가 답이 나올지도 몰라요.,studying those might give us some answers.
…잘 알고 계시네요.,you already knew about these things?
관심 분야가 비슷한 분을 만나게 되어 기뻐요.,I’m glad to meet someone interested in my field of study.
제인이라 합니다. 편하게 이름으로 불러주세요.,my name is jane. please call me by my first name.
피오나 헤일론이에요.,fiona haelion.
헤일론은 마물의 습격이 잦아 자연히 이쪽에 관심이 생겼답니다. 잘 부탁드려요.,the frequent monster attacks near haeleon led me into studying this subject myself. nice meeting you.
"헤일론 영애, 이걸 안 물을 수가 없는데요.","lady haelion, if I may ask,"
영애께서는 어둠이 최근에 활발해진 이유가 뭐라고 생각하시나요?,what do you believe caused the recent increase in dark forces?
음,hm...
…어려운 질문이네요.,that’s a tough question.
실은 나도 그게 궁금하단 말이지…,even I am curious about that...
이 세계의 사람들은 어둠을 자연재해와 비슷하게 생각한다.,darkness is considered something akin to a natural disaster here.
"일 년에 한두 번 강한 태풍이 오면 일대가 엉망이 되어버리지만,","a strong typhoon will destroy everything once or twice every year,"
죽은 땅도 긴 시간이 지나면 어느 정도 회복된다.,but even barren lands recover after enough time passes.
하지만 최근 어둠의 등장이 잦아져 다들 위기의식을 느낀 거겠지.,"recently though, people started panicking because darkness began appearing more frequently than before."
제인처럼 어둠이 기승을 부리는 이유가 궁금한 사람이 많을 거다.,"there must be many others wondering why this is happening, just like jane."
사람들 중 일부는 이렇게 말하더군요.,some say...
근래 어둠이 자주 나타나게 된 건,...the reason darkness appears often nowadays...
분명,...is clearly due to god being angry.
신이 분노하였기 때문이라고.,...is clearly due to god being angry.
듣자 하니 관련된 종교도 생겼다는 모양이에요.,"apparently, they've formed their own religion based off of this idea."
종교까지요.,a whole new religion?!
"성녀님, 여기가 마을 북부입니다.","your holiness, we’re now approaching the northern part of town."
숲과 마을… 어느 쪽을 먼저 정화하는 게 좋을까요?,where would you prefer to purify first: the forest or the village?
으음…,hmm...
역시 숲 쪽이 좋겠어요.,let’s start with the forest then.
신의 분노…,god’s wrath...
그리고 종교.,and a new religion...
이런 내용을 내가 썼던가.,did I write anything about this?
이 일들은,could it truly be...
정말로 신이 화가 난 탓에 일어난 걸까?,...that god is behind all this?
"아니,","no,"
애초에 신이란 건 있는지 없는지도 모르는걸.,nobody knows whether gods exist anyway.
그럼,then...
"…만약 신이 한 짓이 아니라면,","if it wasn’t done by god,"
