hangle,first_translate
아렌트 클로비스!,it’s lord arendt clovis...!
하필이면 이 녀석을 또 맞닥뜨리게 될 줄이야!,I can’t believe that we ran into him again!
셀린이라고요?,celine?
화난 것 같은데?,do you look upset about something?
나 어디로 끌려가서 심문받는 거 아냐?!,did he drag me away for questioning or what?!
이렇게 되면 내가 먼저 아렌트를 제거해야…,"at this rate, I’ll have no choice but to get rid of arendt first..."
…아무래도.,well then...
이전의 제 제안은 잊어버리시는 게 좋겠네요.,I suppose my previous offer is off the table now.
어떤 것이든 헤일론 가주 자리보다 나은 게 떠오르지는 않는지라.,that was because nothing seemed better than becoming head of house haylon at the time.
응? 생각보다 쉽게 포기하네.,huh? she gave up more easily than expected.
좀 더 날 캐 볼 줄 알았는데.,I thought she’d try harder to persuade me.
"원작과 달리 내게 헤일론 가문이란 뒷배가 있는 터라,",she must not want to force herself onto me since I’m from house haylon unlike how things went down in the novel.
무리하게 접근할 생각은 없나 봐.,this works out well for me too.
나야 편하고 좋지 뭐.,"but still,"
"그나저나,",isn’t his grace concerned by duke ernest’s proposal?
어니스트 공작님의 제안이 걱정되지는 않으십니까?,isn’t his grace concerned by duke ernest’s proposal?
고민해 봤자 소용없는 일인걸요.,"no matter how much I think about it, there's nothing I can do anyway."
담대하시군요.,you’re quite bold.
하하,haha
사실 특기 분야라 걱정을 안 하는 것 뿐이지만.,"to tell you the truth, I just don’t worry about such matters because they fall under my area of expertise."
…그렇지.,right...
"떠나기 전, 한 가지 궁금한 점이 있습니다.","before I go, may I ask one thing?"
그린 가의 치부를 고하는 익명의 문서.,the anonymous document exposing the crimes committed by house green.
그건 영애가 보낸 겁니까?,was that sent by lady olivia?
그러고 보니 아렌트가 그 사건을 처리했다고 했지.,"now that you mention it, aren’t you the one who took care of that incident?"
어쩐지 일 진행되는 게 빠르더라.,no wonder everything happened so quickly.
맞아요.,yes.
덕분에 큰 도움이 되었습니다.,"and thanks to your help, it worked out very well."
"다만,","however,"
영애의 가문을 몰락시킨 데에 일조했기에,I couldn’t help but feel like you might’ve been uncomfortable around me...
절 불편하게 여기셨던 건지 궁금하군요.,...since I contributed to bringing down your family.
내가 가명을 댄 이유가 그것 때문이라고 생각했나?,is that why you used a pseudonym when sending those documents?
전혀 아니에요.,not at all.
다행이군요.,good.
헤일론 가문과 적대하고 싶지는 않으니까요.,I didn’t wish to make enemies with house haylon.
"그럼,",then...
부디 좋은 결과가 있으시길 바랍니다.,may fortune smile upon you.
고맙습니다.,thank you.
다행이다. 암살은 안 해도 되겠어.,what a relief! looks like I won’t need to assassinate her after all.
그럼 이제 돌아갈까~,let’s return home now--
꺅?!,eek!!
공작님?,your grace?
먼저 가신 것 아니었어요?,I could've sworn you left already.
내 딸이 여기 있는데 어딜.,of course not. my daughter is here.
너 아까 머리 굴렸지?,"so you did scheme earlier, right?"
어니스트 공작이 그런 제안을 하도록 의도했잖냐.,you made duke ernest propose to me on purpose.
역시 눈치챘나 보군.,I see you caught on.
그게 제일 쉬운 길이었다고요.,that was the easiest way.
그대로 내버려 두었으면 황제 폐하를 닦달해서 귀찮게 굴었을걸요.,"if I had done nothing, he would’ve nagged his majesty until he got what he wanted."
