hangle,first_translate
새로운 혼약자를 만들면 되는 거죠?,"all we need  is for me to get engaged again, right?"
"아, 아가.",livy...
하지만 이리 급하게 구해도 괜찮겠니?,but are you sure about rushing into things like that?
어쩔 수 없으니까요.,I have no choice.
황후 폐하와 황태자 전하께서 왜 이리 서두르시는 걸까.,the empress and  the crown prince seem so eager... why do they want us married off so quickly?
시그렌 전하와 북부를 경계하시는 마음은 알겠지만…,"I understand their concern regarding his highness and the north,"
정략혼으로 프리실라가 힘을 보태주기를 바라시는 거겠죠.,but perhaps they’re hoping priscilla will help him through marriage.
"그래도 리비아,","still, livia..."
당장 혼약자를 만드는 건 조금 더 생각해 보렴.,don’t rush into getting yourself betrothed just yet.
그렇다면.,"in that case,"
남은 방법 중 가장 쉬운 건,the easiest way out would be...
나 자신이 혼약을 할 수 없을 만큼 큰 추문을 만드는 것.,...for me to cause such a scandal that nobody wants anything to do with me anymore.
하지만 황태자 때문에 내가 쌓아온 명예를 더럽혀야 하나?,but must I ruin my reputation because of the crown prince?
왜 내가 잘못한 것도 아닌데 피해를 봐야 해.,it’s not fair when I’ve done nothing wrong.
방법이 하나 더 있기는 하네.,"well, there's always another option."
황태자에게 추문이 생기는 것.,that being causing a scandal involving the crown prince himself.
"‘헤일론의 일들은 원활하게 해결되는 중이고,","“everything seems fine here in heilon,"
별다른 마물의 침략도 없다.’,and there haven’t been any monster attacks.”
‘그러니 조만간 수도로 돌아갈 수 있을 거다.’,“so I’ll probably return soon.”
‘아벨 헤일론.’,your grace.
"다행이다, 별일 없으셔서.","good to hear from you, your grace."
요즘 보면 수도보다 헤일론이 낫다니까.,to think heilon has become safer than the capital these days.
수도에서 일부러 내려오는 상인도 있으니 말 다했지.,some merchants even come down on purpose instead of going to the capital. what does that say?
수도는 뇌물 요구가 어찌난 심한지~,corruption runs deep over there.
어라?,huh?
저번에 깽판 친 용병 길드에서 보낸 거잖아?,isn’t this from those mercenaries who caused trouble last time?
백지 편지라…,a blank letter...
음~,hmm...
"장난같이 보여도,","this may look like some kind of prank,"
이 편지를 보낸 것 자체가 조심하라는 경고일 테지.,but sending this could mean they’re warning me to watch myself.
황태자가 열받아서 어디에 사주를 넣기라도 했나 보다.,maybe the crown prince got angry enough to hire them or something.
"사람들에게 가서, 본인 입으로 직접 말하세요.","if he has something to tell people, then maybe he should go talk to them directly."
"전하보다 신분도 낮고 약해 보이는 영애에게 말싸움도 지고,","not only did he lose an argument against someone lower in status and weaker-looking than him,"
일방적으로 맞았다고.,but she also beat him senseless.
꽤 분해 보이던데.,no wonder he looks so upset.
이번에는 진짜 암살자라도 오는 거 아닌가 몰라..,"at this rate,  I wouldn’t put it past him if he sent assassins next time."
이자크 경.,sir isaac.
꾸벅,my lady.
피오나 아가씨.,ms. fiona.
안 그래도 찾아뵈려던 참이었습니다.,I was actually looking for you anyway.
무슨 일 있나요?,what happened?
간밤에 저택에 침입자가 있었습니다.,an intruder broke into our manor last night.
아가씨께서 미리 경비를 강화하라 일러주신 덕에,"thanks to your advice to strengthen security beforehand,"
저택 안까지는 들어오지 못했습니다만.,they weren’t able to enter inside the house.
범인은 잡았나요?,did you catch whoever it was?
죄송합니다.,forgive me.
추격하던 병사가 다른 일에 휩쓸리는 바람에 놓쳤습니다.,the soldiers chasing after them were distracted by other matters and lost track of them.
또 무슨 일이 있었군요.,other matters?
"예, 그것이…","yes, well..."
새벽에 거리에서 중급 마물 한 마리가 나타났다고 합니다.,"apparently,  a mid-level demon appeared downtown early morning today."
수도 한가운데서 중급 마물이?,right in the middle of the city?
다행히 결계가 뚫린 건 아니었습니다만.,"thankfully, the barrier wasn’t breached."
수도에는 최초의 성녀가 만든 결계가 있다.,the first saint cast a protective spell over the entire city.
그 때문에 이곳은 어둠이나 마물로부터 매우 안전하다.,"as a result, the darkness and monsters can never reach us here."
만약 결계가 깨졌다면 마물 한 마리로 끝나지 않았겠지.,"if the barrier had really broken,"
족히 수십 마리는 들어왔을 거야.,then dozens more demons would've swarmed in.
그러니 정말로 결계에 문제가 있는 건 아니다.,"therefore, the problem doesn’t lie within the barrier itself."
그렇다면…,then...
휘익,swish
아가씨?,my lady?
"이자크경,","sir isaac,"
마차를 준비해달라고 일러주시겠어요?,can you prepare a carriage for me?
잠깐 들를 곳이 있어요!,there’s somewhere I’d like to visit briefly!
"저, 저희는 약속한 대로 조용히 있었고…","uh, w-we kept quiet as promised..."
경고 알림 편지도 보냈습니다만…,we even sent her a warning message...
그런데 어째서 오신 건지…,why did she come--
