hangle,first_translate
마차에 여자가 있다!,a woman is inside that carriage!
당장 사로잡아!,capture her at once!
젠장!,damn it!
포위하고 있었나!,I didn’t realize we were surrounded!
"이자크 경, 리안더 경.","sir isaac, sir lyander."
아가씨!?,my lady?!
나오시면 안된다니까요!!,but I told you not to come out here!!!
우리 그냥 평소대로 할까요?,do as usual?
어?,huh...?
땅에서 웬 빛이…,where’s this light coming from--
으아악!!,gaahh!!
와악!!,waaah!!
아하하…,ahaha...
아가씨의 마법은 참 언제 봐도…,"your spells never cease to amaze me, my lady..."
"이자크 경, 리안더 경.",sirs isaac and lyander.
호위를 부탁드릴게요.,I need your protection now.
제가 선두에 나설 테니까요!,I’ll take point!
보자.,let's see...
다른 놈들은 전부 기절했고.,all these men are unconscious.
남은 건 이 녀석뿐이네요.,this one must be their leader.
제길.,shit.
크악!!,argh!!
누가 사주했어?,who hired you?
우리는 그냥…,we just received a request...
"귀, 귀족인지도 모르고.",we had no idea she was nobility.
부잣집 아가씨 한 명 납치해 달라는 의뢰를 받아서…,they asked us to kidnap some rich girl for them...
의뢰인은 누군데?,and who made this request?
"모, 모릅니다.",i-I don’t know.
좋아.,alright then.
손가락 몇 개가 날아가면 배후를 말하겠어?,"maybe if I cut off a few fingers, you'll tell me what I want to hear."
"정, 정말 모릅니다!",I swear on my life I really don’t know anything!
아가씨에게서 주인님이 보여…,it looks like master has appeared before our eyes again through his ladyship...
리안더 경.,sir lyander.
예.,"yes, ma’am."
저들이 어디 길드 인간인지만 알아낸 뒤에 적당히 처리해요.,"first find out which guild they belong to, then deal with them appropriately."
이미 이쪽은 사망자가 나왔으니 봐줄 필요 없어요.,"there have already been casualties on our side, so there’s no reason to go easy on them."
"마음이 물러지면 당하고, 약하면 죽는다.","if you hesitate or show weakness, you will die."
위험 요소를 남겨둘 수는 없지.,you can’t leave any threats behind.
알겠습니다.,as you wish.
그리고 저는…,now I’m going to...
조금 항의를 하러 갈게요.,...file a complaint about all this.
누구냐!,what do you want?!
안녕하세요?,hello there.
피오나 헤일론이라고 해요.,"fiona halyeon, at your service."
"헤일론이라면 그 4대 귀족 중 하나에,","the house of halyeon is among the four great noble families,"
용병들이 특히나 신세를 지는 가문 아닌가!,not to mention the ones most heavily involved with mercenary work!
"마, 말…",p-please...
편하게 해주시죠…,no need to stand up.
"응, 그럴게.","okay, alright."
"실은 여기 길드 용병에게 재밌는 일을 당해서,","to make a long story short, something strange happened involving your guild members,"
항의하러 왔어.,so I came to file a complaint.
길드야 항상 중립이니까 시시콜콜하게 따질 생각은 없어.,"I understand that the guild always remains neutral, so I won’t nitpick over every little thing."
내가 궁금한 건 하나야.,"however, there is one thing I’d like to ask."
의뢰인의 이름.,tell me the name of whoever requested this job.
저희는… 의뢰인의 신원을 비밀로 하는 게 원칙이라…,"unfortunately, client confidentiality prevents us from disclosing such information..."
아무리 용병 길드라도 공작가를 적으로 돌리면 좋지 않을 텐데.,"even though you’re part of a mercenary guild, making enemies of a duchy isn’t good for anyone."
우리에게 밉보이는 위험을 감수하겠다고?,are you willing to risk upsetting us by refusing to answer?
의뢰인의 가문이 우리 가문보다 신분이 높은가?,is the family of the person who requested this higher than mine?
아무래도 입을 열면 곤란한 것 같네.,I suppose you wouldn’t dare open your mouth even if you wanted to.
"좋아, 그럼 넘어가 줄게.",that’s fine. let’s forget about it.
"대신, 당연히 다음부터는 이런 일이 있을 때 슬쩍 언질은 주겠지?","in return, next time something like this happens, please give me advance notice."
난 연약한 귀족 영애라 이런 일을 또 당하는 게 무섭거든.,"I'm only a weak noblewoman, after all. I'd hate to fall victim to another incident like this."
어…,uhh...
그건…,th-that would be difficult because--
크학?!,haaah?!
대답은?,answer me.
"무, 물론입니다,","o-of course, my lady!"
영애!,"of course, my lady!"
좋아요.,good.
살벌해…,scary...
이 일은 공작님께 나쁘지 않게 말씀 드릴 테니 걱정 마시고요.,"don’t worry, I’ll put in a good word for you when I speak to father."
그러면 저희는 이만 가볼게요.,then we shall be taking our leave.
"예, 예!",r-right away!
살펴 가십시오!,be careful on your way back home!
의뢰주는 헤일론 가문보다 위.,the client ranks above the halyeons.
정보는 이 정도로 충분하다.,"with this much info, I think I’ve got enough leads."
제대로 조사해두도록 하자.,I better investigate thoroughly.
지금 헤일론 저택의 사람들을 통째로 책임지고 있는 건 나니까.,"right now, everyone working under the halyeon manor falls under my responsibility."
철저하게 행동해야 해.,I must act carefully.
"드래곤을 처치했다고 해서 긴장했는데,","I thought she might've become more cautious since defeating the dragon,"
괜한 짓이었군.,but how wrong I was.
무방비하긴!,she left herself completely unguarded!
미안하지만…,"sorry, but..."
내 의뢰인을 위해 죽어라!!,die for my client!!!
