hangle,first_translate
용감하고 예쁜 내 주인공!!,my brave  heroine!!!
바로 독을 치료해 드릴게요…!,I’ll heal you right away...!
모두들 도망가는 와중에 혼자서 저렇게 용기를 내다니.,she’s so courageous for standing up all by herself when everyone else ran off...
너무 기특하고 대단해!,that was amazing!
당신은…?,and you are...?
"저기, 여기 계시면 안 돼요!","wait, don’t stay here!"
마물이 오고 있어요.,the monsters will come after us soon!
앗.,oh no...
저는 괜찮…,it doesn’t hurt--
"유니스,","eunice,"
피해요!!,get out of my way!!!
에잇…,no...
저한테서 떨어지지 마세요!,don’t leave me behind!
꺄악!,aahh!
괜찮아요?,are you alright?
"여, 영애는 대체 누구세요…?","m-miss, may I ask your name...?"
전 피오나 헤일론이에요.,fiona halyon.
"구해주셔서 감사합니다, 피오나 영애…","thank you for saving me, lady fiona..."
"저, 전 유니스 아를린이에요.",I-I’m eunice arlin.
알고 있어요.,I know that already.
들어 본 적 있는걸요.,I’ve heard about her before.
사실 그건 내가 지어준 이름이란다.,"in fact, she got this name because of me."
으윽…,hgh...
아파…,it hurts...
죄송합니다! 바로 치료한 뒤 자리를 옮겨 드릴게요!,I apologize! let me treat you first and then move you somewhere safe!
"제가 지켜 줄테니, 주변은 신경 쓰지 말고 환자들을 어서 치료하도록 해요.","I’ll protect you from any danger, so focus only on treating them as quickly as possible."
저쪽에도 환자가 있던데,there seem to be more patients over there.
사실 영애에 대해 묻고 싶은 건 많지만…,"to tell you the truth, I have lots of questions regarding you, but..."
"네, 감사합니다.","okay, thank you very much."
유니스를 호위하며 마물을 해치우길 몇 번.,"while protecting eunice, I killed several monsters."
어떡하지?,what do I do now?
아무리 쓰러트려도 수가 너무 많아!,"no matter how many we defeat, there are just too many!"
아까 기사가 말해준 걸 듣자하니 황실의 지원을 기대하기도 힘들 것 같은데…,"from what the knight said earlier, it seems like we can’t expect help from the palace anytime soon..."
"황실 쪽에 파발을 보내기는 했지만,","we did send someone to inform the royal family,"
거리나 준비 문제로 즉시 오기는 힘들다고 합니다!,but they won’t make it immediately due to distance and preparation time!
거기다 먹구름까지 몰려오고 있어.,not to mention those dark clouds gathering above our heads.
비가 오면 사람은 체온이 식어서 몸도 둔해지고 시야도 방해받아.,"when rain falls, humans lose body heat, become slower, and their vision gets obstructed."
반면 마물은 거의 영향을 받지 않겠지.,"on the other hand, these monsters probably aren’t affected at all."
"에잇,","argh,"
일단 마물을 상대하면서 생각하자!,let’s think while fighting the monsters!
빗나갔어!,I missed!
…어?,huh...?
불을 무서워하고… 있는 건가?,do they fear fire or something...?
확실히 저 마물은 변형되기 전에는 불이 약점이던 개체였지.,"before its transformation, fire used to be one of its weaknesses."
"겉이 아무리 강해졌어도, 생존에 대한 본능적인 부분은 아직 남아 있을지도 몰라.","despite having stronger bodies, perhaps some part of their instincts still remain intact."
마물의 절대다수는 저 늑대형 마물…,most of the monsters were wolf-like creatures...
이걸 이용할 수 있지 않을까…,this could work to our advantage...
으음…,hmm...
좀 미친 짓이긴 한데…,"this might sound crazy, though..."
"오, 오지마!",n-no!
환자 분들께 다가오지 마!,stay back from the patients!
유니스!,eunice!
고개 숙여!,lower your head!
꺄아아아아!!,gaaahhhk!!!
"이, 이건 혹시!",i-is this...?!
