hangle,first_translate
피오나?,fiona...?
…아벨이,"apparently,"
실종되었대…,abel has gone missing...
…제론이 보낸 편지야.,it’s from jeron.
최근에 헤일론에서 마물의 활동이,recently there was a sudden increase in monster activity at airn house territory.
급격히 증가했다고 하는데….,recently there was a sudden increase in monster activity at airn house territory.
이 원인을 찾기 위해서,"in order to find out why this is happening,"
아벨이 직접,he went off on his own...
출몰지를 살피러 나갔다고 해.,...to investigate where they were appearing.
그런데 그 이후로…,"but after that,"
…돌아오지 않았다고.,he never returned home.
저택을 부탁하신다니요?,you want me to look over the manor while you’re away?
설마….,does that mean...
아가씨 혼자 헤일론으로 가실 생각이십니까?,"are you planning to go back to airelle by yourself, my lady?"
그야…,well...
제론이 도움을 요청한 사람은 저예요.,jeron asked for my help specifically.
딱히 데려갈 사람도 없잖아요.,and I don’t have anyone else to take along anyway.
주군께서 실종되셨다면 예삿일이 아닐 겁니다.,"if lord abel really did disappear, something must’ve happened."
게다가 현재 헤일론의 무력으로 애를 먹을 정도라면 더욱이요.,"moreover, if even all the forces of airelle are having trouble dealing with these monsters, then things could get dangerous."
"그래, 나 혼자서는 효율이 나쁘지.",that's right. going alone would not be efficient.
그렇지만 이런 일에 당장 데려갈 만한 인력이 있을까?,but do we have enough people available to bring along immediately?
급하게 준비하는 만큼 다수는 안 돼.,"since we’ll need to prepare quickly, we can’t send too many men either."
어쩐다….,I’m so worried about him...
나도 갈 거야.,I'm coming as well.
시그렌…?,siegren...?
하지만 너는―.,but what about--
"아벨의 생사 여부도 알 수 없는 상황에서,",lord abel might already be dead or injured somewhere.
너까지 거기에 혼자 보내라고?,do you think I’d let you head into such danger alone?
누가 누굴 진정시키려는 건지….,now I wonder which one of us needs calming down more...
"하긴,","then again,"
이 일에 시그렌이,of course sigg wouldn’t feel good about letting me go without protection.
불안하지 않을 리가 있을까.,of course sigg wouldn’t feel good about letting me go without protection.
"그에 이어서,","on top of that,"
어쩌면 나까지,what if something happens to me too?
"그렇게 된다면,",what if something happens to me too?
넌 그걸 생각하고 있겠지.,is that what you’re thinking?
시그렌은,"that way,"
홀로 남는다.,sigg will end up being left here all alone.
네가 뭘 걱정하는지는 알겠어.,I know exactly what you’re worrying about.
한 번 고민해 볼게.,let me think about it some more.
"아벨의 딸은 내 쪽이고,","as long as abel’s daughter is under my care,"
편지가 나에게로 온 이상,the decision-making power lies with me since the letter came addressed to me.
결정권은 나한테 있으니까.,the decision-making power lies with me since the letter came addressed to me.
나도 불안하고 걱정돼.,I am also anxious and concerned.
아벨 때문이기도 하지만,"not just because of abel,"
이건 그만큼 위험한 일일지 몰라.,but because this may turn out to be quite risky business.
"그러니까 나는,","so,"
이번에도 최선의 선택을 할 거야.,"this time around, I'll make the best choice possible."
그렇게 호기롭게,"even though I said those bold words to siegren,"
시그렌에게 말했지만….,"even though I said those bold words to siegren,"
어떻게 할지 못 정하겠어…,I still haven’t decided how to handle everything yet...
준비하는 동안 어디 알릴 수도 없으니…,"while preparing, I won’t be able to inform everyone..."
초대에 응했던 파티들도 빠질 수 없고….,and I can’t skip any parties I accepted invitations to either...
피곤해 죽겠다...,I’m exhausted...
그 술은 의외로 도수가 센 편이니 천천히 마셔요.,be careful when drinking that wine. its alcohol content is higher than expected.
안 그래도 요새 얼굴이…,your face looks pale lately...
요즘 술이 달아서요…,I guess it’s because I've been enjoying liquor recently...
이 술 맛있네요….,this tastes nice...
오늘도 초대장 처리 중,taking care of party invitations today too
최근 유행하는 고급스러운 향수…,a high-end perfume that’s popular nowadays...
괜찮아요?,okay?
마음이 편해진다…,my heart feels lighter now...
오늘도 리비아는 예쁘구나.,livia is lovely once again tonight.
프리실라 가문은,could house priscilla truly support the first princess?
정말 1 황녀 쪽을 지지하려는 걸까?,could house priscella truly support the first princess?
"아주 만약에, 그녀와 적이 되면 몹시 아쉽겠지.","if she ever becomes our enemy, it'd be very unfortunate."
시그렌이 황녀에 대해 했던 말도,I keep remembering what siegren told me about her highness...
끙…,hgh...
계속 고민해 봐야 하는데.,I better continue pondering about this matter.
무슨 일이죠?,can I help you?
"이런,","oh dear,"
숙녀분들이 계신데 실례합니다.,"pardon me for interrupting your conversation, ladies."
"실례인 줄 알면 그만 가시죠,","if you realize you’re being rude, perhaps you should leave,"
빌 커티스 백작.,count bill curtis.
누구지? 인상은 뭔가 친밀감 있는데….,where have I seen him before? he seems familiar somehow...
이름도 어디선가…,I recognize his name too...
죄송하지만 함께 계신 분께 볼일이 있어서요.,"forgive me, but I actually wanted to speak with the person beside you."
"처음 뵙는 것 같은데, 무슨 일이시죠?",nice meeting you. what brings you here?
만나서 영광입니다. 피오나 헤일론 영애.,"it’s an honor to meet you, lady fiona halyeon."
부디 이름으로 불러 주시죠.,please call me by my first name.
뭐야… 이 되도 않는 수작은…?,why does he seem like bad news...?
리비아도 이 남자를 별로 좋아하는 것 같지 않고.,livy doesn’t appear to like him much either.
그럴 일은 없을 것 같네요.,I doubt anything will happen.
무슨 볼일인가요?,how may I assist you?
얼마 전에…,I sent you a letter...
제가 보낸 편지를 받으셨는지요.,did you receive it?
…아.,ah...
…생각났다.,I remember now.
아벨의 일 이후로 잊고 있었다.,"with everything that happened with abel, I forgot about it completely."
얼마 전에 받았던,I received it recently.
"피오나 영애,","lady fiona,"
저는 줄곧 당신을,I have always had feelings for you.
사모하고 있는 사람입니다.,I have always had feelings for you.
잠시…,could you spare me...
귀한 시간을 내주실 수 있을까요?,...a moment of your precious time?
언제 봤다고 관심을 가지는 건지.,when did he start taking interest in me?
"귀족 영애에게 제대로 알지 못하는,",it isn’t wise for a noblewoman to spend time alone...
그러나 자신에게 호감을 가진 남자와 단둘이 있는 건,"...with someone she barely knows, especially if he claims to have romantic feelings toward her."
그리 좋은 선택이 아니다.,"...with someone she barely knows, especially if he claims to have romantic feelings toward her."
"물론,","of course,"
나에게는 문제 될 것이 아니지.,it shouldn’t pose a problem for me personally.
좋아요.,alright.
여차하면 통구이로 만들어야지.,"if necessary, I’ll roast him alive."
