hangle,first_translate
추워!,it’s so cold!
"피,피오나 님! 경계에 집중해주세요!",l-lady fiona! please stay focused on your surroundings!
그러다가 마물이라도 오면 어쩌시려고요!,"if monsters come while we’re not paying attention, what will we do then?!"
아..,oh...
오늘 처음 출전한 병사였지?,"this was his first time out here today, wasn’t it?"
이름이 알렌이던가.,his name was allen or something like that.
걱정 마세요. 저는…,don’t worry about me.
충분히 집중하는 중이에요.,I’m fully aware of everything around us right now.
"하, 하아...",haa... hah...
내가 발견하지 않았으면 큰일 났을 거예요.,we would’ve been doomed had I not noticed them coming our way.
난 신경 쓰지 말고.,don’t think too much about it.
우선 차분히 주변을 둘러보도록 해요.,let’s just take a deep breath and look at our surroundings carefully.
한눈팔면 마물의 저녁밥이 될 테니까요.,"the moment we let our guards down, we’ll end up becoming food for those beasts."
...우...,uhh...
우으...,mm...
"…앗, 생각보다 많이 겁먹었네.","oops, he looks more scared than I thought."
좀 달래줄까.,maybe I should try comforting him.
겁먹지 말아요.,try not to get too nervous.
그런 일이 없도록 지켜 주기 위해서,that’s why I came along with all of you.
제가 함께 온 걸요.,to make sure nothing bad happens.
그럼 같이 힘내봐요.,"now, shall we work together?"
피…,f-fiona--
피...,fi--
피오나 님…!!,lady fiona--!!
"히,",eek!
히이이익?!,aargh?!
마물의 머리다앗!!!,i-it’s a monster head!!!
"....하아, 정말.",sigh...
이러면 달래준 보람이 없는데.,my efforts to comfort him were in vain.
아직 어린 신병이니까,"come on, don’t forget that they are still young recruits."
좀 더 신경을 써줘야 하는 거 알잖아.,you need to show some compassion toward them.
흥.,hmph.
멍하니 있지 말고 피했으면 될 일이야.,all he needed to do was dodge instead of standing there frozen stiff.
시그렌… 예전엔 예쁘장한 느낌이 남아 있었는데.,siegren used to have such a pretty face when he was younger.
"이제는 이런 잔혹한 풍경에 서 있는데도,","but even though he stands amidst these gruesome scenes,"
"음… 뭔가 무섭다기보다도,","well... rather than being scary,"
어쩐지 어울리는―,"for some reason, it suits him quite well--"
…시그렌.,siegren.
날카로운 미남이 됐단 말이야.,he has grown into a handsome man.
왜.,what?
얘가 아직도 사춘기인가.,isn’t he over puberty by now?
성년도 지난 열 아홉 살이면서!,he’s already nineteen years old!
왜긴 뭐가 왜야.,"of course, I am."
사람을 놀라게 했으면 사과를 해야지.,"when you scare someone, you must apologize afterward."
아벨이 신참교육 확실히 하랬잖아.,and didn’t abel tell you to train the newbies properly?
고작 이 정도로 놀라면 곤란한 건 이쪽이지.,"if this is enough to startle you, you’re in trouble."
이건…,this is only...
시작일 뿐인데.,...the beginning.
우린 죽었다….,we’re dead meat...
시그렌…!,siegren...!
뭐.,what?
"아벨이 평소에 다른 사람들이랑 지내는데 큰 문제는 없었댔는데,","abel said that normally, you got along fine with other people."
내 앞에선 왜 늘 이렇지?,then why are you always acting like this whenever you see me?
좀 있어 봐.,give me back my sword.
여러분! 걱정 마세요.,everyone! don’t worry.
저도 처음에는 여러분이랑 똑같았어요!,"at first, I felt exactly how you feel right now!"
여러분도 곧 잘하실 수 있을 거예요!,"soon, you guys will also learn to fight better!"
"저, 질문 있습니다!!",p-please excuse me!! may I ask you a question?!
"병, 병사들 중에 피오나 님을 호위할 사람을 뽑는다고 들었습니다!","I-I heard that among the soldiers, lady fiona will choose her personal bodyguard!"
