hangle,first_translate
너희를 이대로 보내면 내가 공작한테 더러운 꼴을 당해서.,I’ll get in trouble if you guys go back like this.
"어이, 고용주님.","excuse me, boss..."
"이놈들,","as for these bastards,"
가랑이에 달린걸 잘라 버릴까?,cut off what's between their legs.
음…,hmm...
"아니, 그건 좀.",no... that might not be such a good idea.
"아가씨, 감사합니다.","thank you so much, my lady."
다시는 경거망동하지 않겠습니다요.,this will never happen again.
용서해주셔서 어찌나 다행인지…,we are truly sorry--
누가 용서를 했는데?,when did she forgive them?
으아아악!,aagh!!!
"영애, 눈을 감는 게 좋겠어요.","my lady, please close your eyes."
귀는 제가 가려드릴 테니까요.,and cover your ears as well.
예?,pardon?
예에…,okay...
"자, 됐어.","alright, stop right there."
"자르진 말고, 한 대씩 세게 두들겨 줘.",don't cut anything off. just give each one a nice punch instead.
그래.,sure thing.
흐갹…,gahh...
"그리고 그 전에,","before we do that though,"
내 얼굴 잘 보렴.,take a look at my face first.
"의뢰를 수행할 때, 물지 말아야 할 상대가 누군지는 기억해야지.",make sure you remember whose orders you shouldn't disobey when carrying out missions from now on.
네에…,"y-yes, ma'am..."
죄송합니다…,forgive us...
잊을 수 있겠냐고.,of course I won't forget about this.
설교는 이제 끝난 것 같고.,it looks like the lecture is over.
이젠…,now then...
집행이군!,time for punishment!
꺄아아아아악!!,aaarghhk!!!
다음.,next up.
커어억!!,kraaack!!
"이곳이,",is this place...
어둠에 삼켜진 곳인가.,...the land consumed by darkness?
시신 수습도 못 하겠네요…,the bodies aren't even retrievable anymore...
"전하, 앞으로 어떻게 하실 건가요?","what shall we do next, your highness?"
"이쪽을 거점으로 잡고,",we'll make our base here...
본격적으로 숲에 있는 마물을 토벌해야겠지.,...and start wiping out all the monsters within the forest.
피오나 영애는 아카데미의 연구원들과 있는 게 낫지 않을까.,lady fiona would probably be better off helping the researchers at the academy.
제법 일이 많아 보이더군.,"from what I saw earlier, they seem quite busy."
음…,well...
"위험한 곳에는 안 내보내겠다, 이거지?","that was because he didn't want her going into dangerous places, wasn't it?"
전하.,your highness.
사적인 일과 공적인 일은 구분해야죠.,work life must always come before personal matters.
내가 있을 곳은 이곳이 아니야.,"besides, this isn't where I belong anyway."
알잖아?,you know that very well.
발그레…,blush
"미인계, 통했다.",he fell for my charm.
일단 황제 폐하께 칙령도 받은 몸이니 열심히 일하죠.,let's work diligently since his majesty has given us imperial orders.
초반만 아주 잠깐 나갔다 와.,going out only once early on doesn't count.
와아.,wow.
…아벨이 빨리 돌아와서 네 대타가 되어야 하는데.,abel needs to hurry back and take your spot soon.
스승님을 부려 먹을 생각뿐이구나.,all you think about is making him work harder.
여전히 사이가 좋으시네요.,they still have great chemistry together.
…대체 어딜 봐서요?,where exactly do you see that?
"이런, 어딜 봐도 어린 시절처럼 다정하신데요.","oh, but they act just like how they used to during their childhood days."
겉모습이야 두 분 다 콩나물처럼 쑥쑥 자라셨지만.,even though both of you grew taller than bean sprouts.
어.,hey.
"경, 이거 떨어뜨렸어요.","master, you dropped something."
아. 고맙습니다.,thanks.
경의 물건인가요?,is that yours?
네. 좀 보실래요?,yeah. wanna see?
집에 두고 온 아내예요.,it's my wife whom I left behind at home.
