hangle,first_translate
"반갑습니다,",it’s nice...
셀린 영애.,"...to meet you, lady celine."
"아,",a-aren’t you...
아렌트가 어째서 여기에…?!,"what brings you here, lord arendt?!"
"영애라뇨,",lady?
전 귀족이 아닙니다.,I’m not a noblewoman anymore.
흠…,hm...
귀족이 아닌 아가씨가 마리안 의상실을 이용하신다고요?,an ordinary young woman like you is visiting marian's dressmaking shop?
제가 마리안 의상실에 다녀온 걸 어떻게 아셨죠?,how did you know I was there just now?
방금 나오는 걸 봤습니다.,because I saw you come out.
실례가 되었다면 사과드리죠.,my apologies for intruding on your privacy.
…아니에요.,no need to apologize...
…그리고 의상실은 아는 사람 때문에 들어간 것뿐이에요.,and I only went into that place because someone invited me.
그럼 셀린 양이라고 부르겠습니다.,then may I call you miss celine instead?
동석해도 될까요?,may I join you?
"가라고 하고 싶은데, 귀족이 아니라고 한 주제에","I want to tell him to go away, but he’s still a marquess even though I'm no longer a noblewoman myself!"
무려 후작을 내쫓을 수는 없어~!,I can’t possibly chase him away!
네… 뭐.,w-well then...
그래서… 제게 볼일이라도 있으신가요?,"do you have any business with me, my lord?"
셀린 양.,"if you don’t plan on working officially as a magician in the capital,"
혹시 수도에서 정식 마법사로 활동하는 게 아니라면…,I’d like to make you a proposal.
제안을 하나 드리고 싶군요.,I'd like to make you a proposal.
아렌트는 내 마법적인 재능에 관심을 가진 게 틀림없다.,arendt must definitely be interested in my magical abilities.
이건 원작의 흐름과 마찬가지야.,this is exactly how things played out in the original story.
말씀은 감사하지만 전 마법사로 활동할 생각이 없어서요.,"I appreciate your offer, but I do not wish to work as a magician."
혹시 따로 원하는 조건이 있다면 들어드리죠.,is there anything else you would like from me?
괜찮으니까 말해보세요.,go ahead and say what’s on your mind.
얼마만큼의 돈을 원하죠?,how much money will it take?
"아뇨, 돈은 필요 없습니다.","no, I don’t need any money."
"아하, 그러면 명예?","ah, so perhaps fame?"
저에게 오시면 마르지 않는 명예를 약속드릴 수…,"come under my wing, and I promise you’ll receive eternal glory--"
그건 안 될 일이지.,that won’t happen.
"걔가 누군지 아직 모르나 보군,",doesn’t look like she knows who this guy is yet.
클로비스 후작.,marquess clovis.
아…,uh...
어…?,huh...?
아벨 공작님?!,your grace?! duke abel?!
아벨… 헤일론 공작님이군요.,duke abel haylon...
수도로 오신 줄은 미처 몰랐습니다.,I didn’t realize you were back in the capital already.
그쪽은 아렌트 클로비스 후작이었던가?,"so you’re marquess arendt clovis, right?"
"아니, 갑자기 뭔데?!",wait! why all of a sudden?!
가운데에 날 두고 이러지 말라고~!!,stop talking over each other!!!
"공작님,","your grace,"
여기는 무슨 일이에요?,why are you here?
용 잡아서 보여 주러 왔다.,to show her the dragon we caught.
너 용 본 적 없지?,"she hasn’t seen one before, has she?"
"무슨, 치킨 사 왔다는 투로 저런 말을 하네-!!",look at them talk about dragons like they’re ordering fried chicken or something!
벌써요? 가 아니라…,not “already?” but more like...
어떻게 잡은 거예요?,how did you catch it?
시그렌이 잡았지.,siegren got it.
"그놈이 어찌나 서두르는지, 죽는 줄 알았다.",the way he rushed after it made me think he might die trying.
그런데…,but anyway...
