hangle,first_translate
남자친구의 생각 하나에 이렇게 흔들리기엔…,to let one person’s thoughts affect you so much...
네가 너무 아깝다.,I feel like you’re wasting your time on him.
권터…,gunter...
"응, 고마워.","yep, thanks for saying that."
…이건 개인적인 궁금증인데.,"this is just out of curiosity,"
시그렌이랑은 그냥 사귀는 건가?,but are you really dating siegren...?
약혼이나 결혼 생각은 아직 없는 거고?,or do you plan on getting engaged or married someday?
맞아. 아직은…,that's right. at least not yet...
그런데 갑자기 그건 왜?,then why did you ask me all of a sudden?
…그냥 시그렌과 사이가 애매해 보여서.,it’s because I thought things were weird between you two.
틀어지면 곤란한 사이라 적당히 사귀고 있는 건가?,is he someone you can’t afford to break up with? is that why you’re still together?
하는 생각을 했다.,that was my guess.
그렇지는 않아.,nope.
"그러면,",then...
부담스러운 건가?,do you find him burdensome?
음…,well...
시그렌이 부담스럽기보단,"rather than finding siegren troublesome,"
차라리 화를 내!,get mad instead!
오히려 시그렌에 대한 내 마음이 좀 그래.,my feelings toward him are what bother me.
날이 갈수록 더더욱,"the more days go by,"
시그렌을 갖고 싶다고 생각하는 내 마음이.,the more I want to have him as mine.
그러니,"if you asked whether I found this situation bothersome,"
"부담되냐고 묻는다면,","if you asked whether I found this situation bothersome,"
그런… 편이네.,"then yes, I would say so."
왜 그래?,why?
"아니,","no,"
아무것도 아니야…,it’s nothing...
"며칠 뒤, 수도.","a few days later, capital city"
이번에 큰 공을 세우셨다고 들었어요.,I heard about how great you’ve done recently.
그게…,uh...
그…,um...
존경스러워요!,I admire you greatly!
한마디 해주세요.,say something to us!
네?,huh?
아하하…,ahaha...
"나, 왜 갑자기 이렇게 인기가 폭발하는 거야!!",what’s going on?! why am I suddenly popular?!
어때요.,how is it?
효과가 좋죠?,"effective, isn’t it?"
혹시… 영애가 제가 한 일에 대해서 이야기하셨나요?,did lady fiona tell everyone about what happened?
피신 왔다.,running away from reality again?
네.,yes.
도와드리겠다고 했잖아요?,I told you I’d help you.
갑자기 이런 시선을 받는 것도 부담스러운데요.,all these people staring at me makes me uncomfortable though.
"익숙해지셔야 해요, 영애.","lady fiona, get used to it."
앞으론 우리가 이렇게 사교계를 제패할 테니까.,"from now on, we’ll conquer high society together."
"잠깐만, 스케일이 갑자기 커졌는데요?","wait, don’t you think our goal has gotten too big?"
기왕 태어난 거 꿈은 크게 가져야죠.,"when you dream, always aim higher."
피오나 영애.,lady fiona.
같이 춤출 수 있을까.,may I have this dance?
"틀어지면 곤란한 사이라,",is he someone you can’t afford to break up with? is that why you’re still together?
적당히 사귀고 있는 건가?,is he someone you can’t afford to break up with? is that why you’re still together?
"아니면,",or...
부담스러운 건가?,are you burdened by him?
…피오나.,fiona...
몸은 어때?,how’s your body doing?
"…괜찮아, 다 나았어.",I’m fine. I recovered completely.
다행이네.,that’s good news.
춤이 끝나면 이야기 좀 해.,let’s talk after this song ends.
…싫어.,no.
"그럼,",then...
지금 당장 할까?,should we talk here and now?
꺅!!,aaah!!!
"하, 할게!",o-okay! I will!
사람들 보니까 내려줘…!,put me down!! there are people watching...!
어디로 가는 거야?,where are we headed?
조용히 이야기할 수 있는 곳.,somewhere quiet where we can talk.
어쩐지 불길한 기분이…,"for some reason, I have a bad feeling..."
만지작,touch
추워?,cold?
"앗, 괜찮아.","oh, no, I'm alright."
너도 춥잖아.,aren’t you cold too?
안으로 들어갈 걸 그랬나.,we should've gone inside.
네 방에는 안 갈래.,I don’t wanna go into your room.
데려가지도 않을 거야.,and neither will I take you there.
아벨이 알면 귀찮아질걸.,abel might make a fuss if she finds out.
앉아.,sit down.
오래 서 있으면 발 아프니까.,standing for long periods hurts your feet.
…길게 이야기할 거야?,so... does this mean we'll be talking for a while?
나도 모르겠어.,not sure either.
피오나.,fiona.
"딱, 한 번만 물을 거야. 대답해줘.",I only need you to answer once. promise me you will.
"…아까부터 왜 그래, 정말.","seriously, why are you acting like this?"
분위기 잔뜩 잡고…,stop making such serious faces--
우리…,shall we...
그만할까.,just stop seeing each other?
