hangle,first_translate
"오늘도 예뻐, 피오나.","fiona,  you look lovely today as well."
이번에도 머리를 내렸네.,I see that your hair is down again.
잘 어울려.,it suits you very much.
너 때문에 머리를 내린 거 알고 있지?,do you know why I let my hair down like this?
나?,me? no...
그래!,of course!  I’m glad that my personal maid is so young and naive.
내 담당 하녀가 아직 어리고 순진한 걸 다행으로 알아.,my apologies...  I’ll try not to do anything bad from now on.
…다음부터는 조심할게.,my apologies...  I’ll try not to do anything bad from now on.
안 한다는 말은 안 하는구나.,at least she’s honest about her intentions.
아무튼! 앞으로는 조심해줘.,"well then, please keep yourself under control from now on."
"그래, ‘앞으로’는.","sure thing, starting from now."
"시그렌, 왜 웃는 거야?","why are you smiling, siegren?"
후후.,haha...
"황자 전하, 피오나 영애.","your highness, lady fiona."
초대에 응해 주셔서 감사합니다.,thank you for coming tonight.
리비아 영애.,lady livia.
저야말로 초대해 주셔서 감사합니다.,"no, thank you for inviting us."
"두 분,",care for some drinks?
한 잔씩 어떠신가요?,care for some drinks?
"저도 즐겨 마시는 복숭아 칵테일인데,",this peach cocktail happens to be one of my favorites too.
달콤하고 맛있답니다.,it tastes sweet and delicious.
"와, 감사합니다.","wow, thanks."
너…,wait--
…나는 무알콜로 바꾸지.,make mine non-alcoholic instead.
전하는 술을 즐기지 않으시나요?,doesn’t his highness drink at all?
"그건 아니지만, 오늘은 안 마시는 게 나을 것 같아서.","not really, but I don’t think drinking would be wise for me right now."
"호의만 고맙게 받지, 영애.","but still,  thank you for offering, my lady."
과연…,indeed...
"그렇다면,",then may I have a glass with your partner here?
잠시 전하의 파트너와 한잔해도 괜찮을까요?,then may I have a glass with your partner here?
와~ 진짜 이쁘다~,"wow, how pretty!"
잠깐이라면.,if only briefly.
제게 할 말이라도 있으신가요?,is there something you’d like to say to me?
영애는 의외로 단도직입적이시네요?,"you’re quite straightforward, aren’t you?"
아~…,oh...
사교계식 화법을 깜빡했어.,I forgot we were supposed to speak formally in these kinds of situations.
전투할 때는 직설적으로 말하다 보니.,"as a warrior,  I tend to get straight to the point when speaking."
"혹시,",may I ask if you remember our previous agreement?
예전에 했던 약속은 기억하시나요?,may I ask if you remember our previous agreement?
“절 도우면 영애가 사교계에서 입지를 다질 수 있도록 도와줄게요.”,"“if you help me out,  I will make sure to establish your position within high society.”"
물론이죠.,of course.
영애가 괜찮으시다면…,"and if you agree,"
"그 계약, 갱신할 수 있을까요?",can we renew our contract?
갱신이요?,renew it?
요즘… 황후 폐하가 눈치를 과하게 주신답니다.,the empress has been giving me such a hard time lately.
황후가 대체 뭐라고 했길래?,what did she tell you exactly?
지금의 저는 황태자 전하를 쫓아낼 수 없는데요?,"right now,  I can’t even chase away the crown prince."
물론 사람이 없는 장소에서 이미 한 대 때리기는 했지만.,"that said,  I already hit him once behind closed doors."
