hangle,first_translate
어때?,is this okay?
어색하진 않아?,doesn’t it feel awkward?
어색하지 않아.,not at all.
오! 그래!,good!
그렇게 얼굴을 잘 감춰 둬.,make sure your face stays hidden like that...
내 머리색 보다 네 외모가 더 눈에 띌 테니까.,...because people will notice how pretty you are more than my hair color.
…너 정말 분위기 깨는 데 뭐 있다…,you really know how to ruin the moment...
호오.,hmm...
생각보다 멀쩡해보이는 저택인데?,the manor looks better maintained than I expected.
마물은 어떻게 관리하는 걸까.,I wonder what kind of monsters they keep here.
글쎄.,no idea.
"좋아, 일어서!",get up!
"어이, 더 세게 때려!","come on, hit him harder!"
"움직여,","move,"
움직이라고!,march!
이거 위험한데.,this doesn’t look good.
위험하지.,it’s not safe.
이 미친 자식!,y-you idiot!!!
"나, 나는 네 사육사야!!",I-I’m your trainer!!!
관리가 안 되는걸 보아하니 조만간 큰 사고가 터지겠는데.,"judging by their lack of control over these beasts, something terrible could soon occur."
피오나.,fiona.
생각보다 규모가 커.,their operation seems bigger than we thought.
그리고 정체가 짐작 가는 귀족이 몇 명 보여.,and there seem to be several nobles whose identities can easily be guessed from afar.
헤일론과 네 휘하의 기사단만으로 뒤집기는 힘들까?,would it be hard to take them down using only house haylon and our guardsmen?
사람만 붙잡는다면,"if we’re lucky enough to capture everyone alive,"
혼란 속에서 운 나쁘게 마물이 풀린다면 위험하겠지.,"then yes. but if any of those monsters get loose during the chaos, things might become dangerous."
일리 있는 소리야…,that makes sense...
"게다가 시그렌과 헤일론 가문, 둘이서만 협조했다가는 꼭 뒷말이 나오겠지.","besides, if houses haylon and sigren work together alone, rumors may spread about us afterward."
깔끔하게 처리하려면 중립 귀족을 끌어들이는게 좋을까?,do you think it’d be best to involve some neutral noble families so as to avoid such complications?
"피오나, 저기.","fiona, wait."
황태자가 있어.,the crown prince is here too.
뭐? 어디?!,what?! where?!
안 보이는데.,I don’t see him anywhere.
더 아래쪽이야.,he’s farther below.
어딘가 안으로… 들어가고 있군.,"oh, he’s going inside somewhere..."
아! 저기다.,ah! there he is.
왜 안쪽으로 들어가는 걸까?,I wonder why he went inside.
글쎄…,no clue...
좋은 이유는 아니겠지.,I doubt his reason was anything wholesome.
흐음…,hm...
뭐야? 이 종류밖에 없나?,are these the only ones available?
저번에 말한 상급 마물은?,where are the higher-level demons you mentioned last time?
"송구하오나, 그건 아직…","my apologies, but--"
느려 터졌긴.,slowpokes.
"멍청한 녀석, 그걸 준비하는게 쉬운 줄 알아?",stupid fool. do you think preparing those would be easy?
하지만 황태자가 내 투기장을 마음에 들어 하는 건 정말 천운이지.,but it's truly fortunate that the crown prince likes coming to my arena.
돈만 좀 주면 투기장이 불법이라는 것도 눈 감아 주니까.,"as long as I give him money, he turns a blind eye to its illegality."
비위 맞추는 것 정도는 해줄 수 있지!,"of course, I’ll make sure to keep him happy!"
한시라도 빨리 더 재밌는 걸 준비하겠습니다.,I'll prepare something even more entertaining right away.
생각보다 사업의 규모가 너무 큰 것 같아.,the scale of their business appears much larger than I anticipated.
동감이야.,I agree.
황태자를 끌어들이면서 사업의 규모가 원작보다 더 커져 버렸어.,"now that the crown prince has gotten involved, everything has grown far beyond what happened in the novel."
여기까진 생각 못 했네. 실수다.,I didn’t expect things to go this far. I made a mistake.
이쯤 되면 정말로 다른 귀족가의 힘을 빌려야겠는데.,"at this point, I believe we need help from other noble families."
그렇다고해서 리비아의 힘을 빌릴순 없고.,but we can’t ask livia for her assistance.
그렇다면…,in that case...
역시 그 놈 뿐인가.,is he the only one left?
이런.,oh dear.
피오나 영애가 절 부른 건 실로 의외군요.,lady fiona calling me herself came as quite a surprise.
예에…,yes...
진짜로 도움이 될 수 있는게 이놈 뿐이라니…,to think that this guy is the only one who can actually help us...
후작님이 흥미를 가질 만한 사안이 있어서요.,"I called because I had a matter which I believed would interest you, lord pearl."
전 딱히 황자 전하의 편을 들 생각은 없습니다.,I am not planning to side with the crown prince.
저도 그런 부탁을 할 생각으로 온 건 아닙니다.,nor did I come here today expecting you to do so either.
그러면 무엇때문에 오신 걸까요…,"then tell me, lady fiona... why exactly did you call upon me?"
부디 흥미로운 시간이 되기를 바라야겠군요.,I hope this meeting proves interesting then.
그냥 시간 낭비하기 싫다고 말 하지 그러니.,can’t you just admit that you hate wasting time?
"후작님, 요즘 재무부를 운영하시는 게 힘들지 않으신가요?","has managing the ministry of finance been difficult lately, lord pearl?"
황제나 황후가 사치가 꽤 심한 편이지.,the emperor and empress tend to spend lavishly.
세상에 쉬운 일은 없는 법이죠.,everything in life comes with difficulties.
옳은 말씀이세요.,a wise saying indeed.
하지만 요즘 후작님을 더 피곤하게 하는 자들이 있는 모양이더군요.,"but recently, I heard that certain individuals were making matters worse for you."
피오나 영애…,lady fiona...
피오나 영애만큼 사교계 화법이 안 어울리는 영애는 처음 봅니다.,never before have I seen a young woman less suited to social etiquette than yourself.
어색하니 그냥 본론을 말씀하시는 걸 추천합니다.,"since you find it uncomfortable, allow me to suggest getting straight to the point."
어차피 빙빙 돌려 말하는 건 저도 시간 낭비라는 생각이 들고.,beating around the bush feels like a waste of time anyway.
나중에 딴말하지 마세요.,don’t regret this later.
자요.,go ahead.
뭡니까?,pardon?
어때요.,so...
같이 세금 안 내는 놈들 잡으러 갈래요?,want to join forces and catch tax evaders together?
전 귀족 영애들에게 정말로 많은 제안을 받았습니다.,I’ve received many offers from various ladies thus far.
"같이 연극을 보러 가자거나,",they invited me to watch plays or drink tea with them.
같이 차를 마시자는 제안 등을요.,or asked me to accompany them while drinking tea.
하지만.,but...
지금까지 받았던 제안 중에 제일 마음에 드는 건 이거군요.,"out of every offer I've ever received, yours is definitely my favorite."
