hangle,first_translate
젠.,zee.
"너도 알다시피, 아버지가 쓰러지셨다.","as you know already, father has collapsed."
"의원은 아버지가 의식을 차릴 가능성이 거의 없으니,","the physician said that he won’t regain consciousness anytime soon,"
마음의 준비를 하라더군.,and told us to prepare for his passing.
문제는-,but here’s the thing--
이게 아버지가 정식 유언장을 작성하기도 전에 일어난 일이란 거지.,this happened before father could write up his official will.
"그렇게 되었으니,","that being so,"
"장남이자 가문의 후계자인 내가,","it is only right that I, the eldest son and heir of house green,"
상속에 관한 문제를 정하는 게 당연하다!,make all decisions regarding matters of inheritance!
"그린 백작가의 장남, 카인델","caindel, firstborn son of count green"
형님…,k-kaine...
재밌는 소리를 하시네요.,I don’t think so.
요즘 세상에 첫째만 가문을 이어받으란 법이 있습니까?,"in this day and age, there's no rule saying that the eldest child must inherit everything."
"그린 백작가의 차남, 젠","zen, second-born son of count green"
그린가는 마법사 가문입니다.,house green is a family of mages.
마법 실력이 더 나은 쪽이 가문을 이어받는 게 당연하죠.,"of course, whoever possesses greater magical prowess shall take over the household."
큭...!,hmph...!
지금 네가 나보다 마법 실력이 낫다고 말하는 거냐?!,do you dare say your skills are better than mine?! how preposterous!
당연한 말 아닙니까?,isn’t it obvious?
형님이 쓸 수있는 마법이라고 해봤자…,all you’re capable of doing is conjuring fire...
겨우 모닥불 크기의 불을 만드는 수준이잖습니까.,...the size of a campfire at best.
네까짓 게 감히 형님 어려운 줄 모르고 대들어?!,how dare you talk back like that without any respect toward me?!
당장 이 집에서 나가!,get out of our home immediately!
제가 이 집을 나갈 이유가 뭐 있겠습니까?,why would I do such a thing?
나가야 할 쪽은 마법사 가문에 먹칠하는 형님이죠.,"if anyone needs to leave, it’s you since you bring shame upon our name by calling yourself a mage."
"너, 이 자식...!",you little brat...!
형제끼리 이런 일로 싸우다니.,fighting amongst yourselves like this...
혹여 소문이라도 퍼져 남들이 떠들까 부끄럽구나.,I’m ashamed people might hear about this and gossip behind our backs.
그린 백작 부인,countess green
어머니!,mother!
젠 녀석이 제게 하는 행동을 보고 말씀하시죠.,did you see what zee did just now?
무능한 형님이 가문을 말아먹는 걸 보는 것보다는 낫죠.,watching him ruin our family because of his incompetence is far worse.
뭐라고?!,excuse me?!
그만!!,enough!!!
경박하게 싸우는 꼴을 더 이상 눈뜨고 볼 수가 없구나.,I cannot bear watching you two fight like children anymore.
상속 문제는 내가 처리할 거란다.,I’ll handle the matter of succession myself.
너희들은 이 이상 재산에 대해 왈가왈부하지 말렴.,"from now on, neither one of you may speak another word about the estate."
잠깐만요.,wait.
아무리 어머니라도 그럴 권리는 없습니다.,not even you have the authority to make such demands.
뭐라고?,pardon?
저희는 눈치챘거든요.,we’ve noticed something recently.
어머니에게 애인이 있다는걸.,about mother having a lover.
어머니가 그 애송이에게 많은 돈을 주고 있다는 것도 압니다.,we also know she gives large sums of money to her young boy toy.
전 그놈에게 가문의 재산이 넘어갈까 걱정되네요.,"to be honest, we worry that he'll end up inheriting our wealth instead."
너희를 낳아 준 이 어미에게 그 말버릇은 대체 뭐니!,what kind of way is that to speak to your own mother?!
그렇게 화내지 마세요.,no need to get angry.
어머니가 어떤 놈과 만나든 저희는 신경 쓰지 않으니까요.,whoever you choose to meet doesn’t concern us.
다만…,however...
그런 소문이 사교계에 퍼졌다간 고상하신 어머니는 상처받으시겠죠?,"should rumors spread throughout high society, wouldn’t they hurt someone as noble as you?"
너희들...!!,you insolent brats...!!
"마님, 도련님…","my lady, young masters..."
무슨 일이냐!,what is going on here?!
"그, 그게…",y-you see...
손님이 오셨는데 아무래도 확인하셔야 될 것 같습니다.,"a guest arrived earlier, but I believe you should go check personally."
손님?!,a guest?!
대체 누구길래?,just who exactly?
그…,uh...
5년 전에 헤일론으로 떠났던,"lady fiona green,"
피오나 그린 아가씨가 돌아오셨습니다.,"who left five years ago for hailon, has returned."
말도 안 돼!,impossible!
걔가 살아있다고?,she survived?
사칭이겠지.,it must be some imposter.
열세 살짜리가 북부의 전투에서 아직까지 살아 있는 게 말이 돼?,there’s no way a thirteen-year-old girl made it through those battles alive.
게다가 걘 변변찮은 마법도 부릴 줄 모르는 걸로 알고 있는데-,"on top of that, she didn’t even possess decent magical abilities--"
우리 모두는 피오나 그린에 대해 알고 있다.,everyone knows about fiona green.
"그린 백작이 데려왔지만,","count green brought her into our home,"
쓸모가 없어 다락방에 가둬 놓았던 사생아―,but locked away in the attic after realizing she was useless--
"황명에 대한 최소한의 구색을 갖추려,","then together, everyone pushed her off to war..."
가족들이 합심해서 사지로 밀어 넣은 어린아이.,...in order to maintain appearances under royal command.
"뭐, 그 일에 대해서는 다들 아무 죄책감도 가지지 않지만.","anyway, none of us feel guilty about sending her off."
당장 쫓아내거라.,go chase them away.
보나 마나 가짜일-,"obviously, it’s not really--"
너무한 말이네요.,that’s quite enough.
"아, 아가씨!",l-lady fiona!
마님의 허락 없이 들어가시면 안됩니다!,please wait until her grace grants permission to enter!
모처럼-,"for once,"
거짓말이지…?,tell me it isn’t true...
긴 여행을 마치고,I finally came back...
이렇게 돌아왔는데.,after finishing my long journey.
"그린 백작가의 차녀, 피오나 그린","fiona green, second daughter of count green"
보내주신 사망 확인용 편지는 잘 받았어요.,I received the letter confirming my death.
하지만...,but...
사망 확인서보다는 직접 얼굴을 보이는 걸 더 싫어-,"rather than reading confirmation of my demise,"
"아니, 좋아하실 것 같기에 찾아왔답니다.",I thought seeing each other face-to-face would be more enjoyable.
"귀여운 막내가 오랜만에 돌아왔으니,","now that their cute youngest sister has come back after so many years,"
분명 환대해 주시겠죠?,"I'm sure you'd welcome me warmly, yes?"
전 제 가족들이 변하지 않은 것 같아서 기쁘거든요.,I am truly glad to find that nothing has changed within my family.
진심으로요.,truly.
…아.,oh...
뭔가 낯선데…,something feels strange though...
"그러고 보니까 여기…,","now that I look around,"
헤일론 성이 아니라 그린 백작가구나…,this place is actually the manor of house green rather than hailon castle...
다행히 괜찮은 방을 줘서 잘 잤어.,at least they gave me a nice room last night.
예전처럼 다락방을 주면 뒤집어엎으려 했는데.,I almost flipped when I saw it wasn’t the old attic again.
"어제 얼빠진 그 표정들,",I enjoyed seeing their dumbfounded faces yesterday too.
마음에 들었었지.,I enjoyed seeing their dumbfounded faces yesterday too.
"그 사람들,","judging from their behavior,"
보아하니 상속 문제 때문에 분열하면서 싸울 것 같던데….,it seems they've been fighting among themselves due to issues concerning the inheritance...
난 휘말리기 싫어.,I’d prefer not getting involved.
상속 포기 각서에 사인을 하고 오늘내일 안에 떠나는 게 좋겠다.,I guess signing papers renouncing my claim to the inheritance then leaving today or tomorrow sounds good.
피오나 아가씨.,lady fiona.
세숫물을 가지고 왔습니다.,I brought water for washing up.
들어와요.,come in.
…고마워요.,thank you...
"아, 조심 좀 하지.",be careful next time.
확 내려놓는 바람에 물이 튀었잖아.,"when you set down the basin, water splashed everywhere."
헤일론의 하녀들은 이런 실수를 하지 않는데.,the maids of hailon never made mistakes like these.
응…?,huh...?
세숫대야가 왜 이렇게 더럽지?,why is this washbasin so dirty?
물에서 찝찝한 냄새도 올라오고.,I smell something foul coming from the water too.
"이거,",this...
걸레 빤 물이잖아!,they used dishwater!
