hangle,first_translate
"저 언니,",I think that lady...
시그렌이 아니라,...is staring at me instead of siegren!
나만 보는 것 같은데?!,...is staring at me instead of siegren!
아무래도 이상해.,something’s off here.
원작이랑 또 흐름이 달라진 거 아냐?!,didn’t this scene play out differently in the original story?!
나의 백성들이여.,my people.
잘 와주었다.,welcome.
나왔군.,it looks like his majesty has arrived.
여기 있는 모두가 기쁜 소식을 들었으리라 믿는다.,I believe you’ve all heard the good news by now.
짐의 영광스러운 핏줄이,the glorious bloodline of our imperial family...
북방에서 지대한 공을 세웠다는 것을 말이지.,...has achieved great things up north.
"자, 이리 오너라.","come forth,"
"나의 자랑스러운 아들, 시그렌.","my proud son, siegren."
날 버릴 땐 언제고.,now she remembers him as her own child.
이 자리에서 네가 세운 공적을 모두에게 보여다오.,show everyone what you have accomplished.
"그렇게 하겠습니다, 폐하.","as you wish, father."
제가 잡은 용의 심장입니다.,this is the heart of the dragon I killed.
이것을 제국의 주인인 폐하께 바치겠습니다.,"I present it to you, my king."
오오! 제국의 위대한 핏줄 앞에서는,ooh! look how powerful the bloodline of our empire is!
아무리 강한 마물이라도 소용이 없다는 걸 보여주는구나.,even the strongest monsters are no match for us!
저게 바로 용의 심장…,that really is a dragon's heart...
모두 보았겠지.,"and so, you see..."
제국과 황족의 위대함을!,...the greatness of our kingdom and its royal family!
핏줄 엄청 강조하네.,he keeps emphasizing their “bloodline.”
"그러니 역사에 남을 공을 세운 짐의 아들에게,","to commemorate such a historic achievement,"
본래의 자리를 되찾아 줄까 한다.,I shall restore my son back to his rightful place.
"오늘,","today,"
이 자리에서 시그렌을 정식 황자로 책봉하겠다!,"in front of these witnesses, I hereby declare siegren as one of my official princes!"
경하드리옵니다.,"congratulations, your highness!"
새로운 황자님께 축복을!,may fortune smile upon you!
와 …,wow...
"내심 싫은 사람도 많을 텐데, 사회생활 잘하는군.","a lot of them must secretly despise him, but they’re doing well not to show it."
"그에 비해,","on the other hand,"
저 황태자는,the crown prince over there...
표정 관리가 안 될 정도로 불만이 많은 모양이야.,...looks very displeased about this turn of events.
확실히 새로운 황자가 등장하면,"of course, if someone new becomes part of the royal family,"
본인의 자리가 위협받을지도 모르니까.,his position could be threatened.
새로운 황자님 멋져~,prince siegren is amazing!
실제로도 이야기대로 진행된다면,"if everything goes according to plan,"
주인공들을 괴롭히는 엑스트라 악역이 되겠지만…,he’ll become a villainous character who harasses the main characters.
당장,throw that bastard into prison right away!!!
저놈을,throw that bastard into prison right away!!!
잡아넣어라!!,throw that bastard into prison right away!!!
그건 시그렌과 유니스가 알아서 잘하겠지.,but I’m sure eunice will take care of him herself.
시그렌!,siegren!
피오나?,fiona?
멋,y-you were incredible just now!
있,y-you were incredible just now!
어!,y-you were incredible just now!
잘들 논다…,good job...
어떻게 드래곤을 잡으신 거예요?,how did you manage to slay a dragon?
용맹하시기도 하지!,you truly are brave!
"헤일론 공작님,","duke haylorne,"
어떻게 황자님과 만나시게 된 겁니까?,when did you meet his highness?
옆의 아가씨는 누구인가요?,and who is the young woman beside him?
다섯 가문 간담회에서 밝히지.,I'll tell you during the meeting of the five families.
개국 공신 가문 다섯이 모이는 회의에서만 밝힌다니.,so only when those founding meritorious families gather together will we know more about her identity.
역시 사생아인가…,is she indeed illegitimate then...?
저기요.,excuse me.
다 들리거든요?,I can hear every single thing you say.
"아벨, 저 잠시 바람 좀 쐬고 올게요.","abel, I need some fresh air."
그러거라.,go ahead.
후우.,whew...
좀 살 것 같다.,that feels better.
나까지 이렇게 주목받을 줄은 몰랐어.,I didn’t expect myself to receive so much attention too.
다들 남의 일에 관심이 참 많다니까.,people always seem to enjoy gossiping about others’ business.
……? 누가 왔나.,huh...? who was that?
"리비,","livy,"
그만 튕기고 슬슬 넘어오지 그래?,stop playing hard to get already.
애칭이 아니라 프리실라 영애.,can you please call me miss priscilla...
라고 불러주시겠습니까?,...instead of using nicknames?
프리실라라고?,miss priscilla?
도도한 것도 좋지만 너무 뻣뻣하게 굴면 재미없다고.,"while being haughty may suit you, don’t make yourself sound too stiff."
말씀이 지나치시군요.,that wasn’t nice of you to say.
뭐야?!,wait!
