hangle,first_translate
드디어 헤어졌나?,did they finally break up?
"…아,",uh...
아주 잘 사귀고 있네요!,it looks like they’re getting along just fine!
권터와 용병단 일행의 숙소,gunter’s mercenary troop barracks
뭐? 다람쥐보다 큰 동물?!,what?! you mean something bigger than a squirrel?!
좀 더 제대로 언질이라도 주지 그랬어?!,would’ve been nice if he gave us more details about that!!
~그 이후~,and then...
그 이후로 대판 싸웠다고!,I heard there was quite a fight after that!
본래 연인 사이의 일에 끼면 머리만 아플 뿐이잖아.,but I don’t want to get involved in their business... it’ll only give me a headache.
"뭐, 좋아.",fine by me.
오늘은 의뢰를 하러 왔으니까.,that’s not why we came here anyway.
의뢰를?,really? what for?
단도직입적으로 말해서…,to put it simply...
"어, 대장이 웬 여자랑 있어!",h-hey! look at her with our captain!
진짜네!,she really is pretty!
애인인가?,is she his girlfriend or something?
애ㅇ…,gir--
너희들 입조심하는 게 좋을 거다.,you guys better watch your mouths.
잘못하면 사형당하니까.,or else you might end up losing your heads.
황자,the prince
황자의 애인,prince’s lover
그러네?,yep.
"대장, 어울리지 않게 감싸기는!","captain, stop trying so hard to protect him!"
권터 말 듣는 게 좋을 거야.,listen to gunter on this one.
대장 애인답게 강단은 있네?,"for being the captain's girl, she seems pretty tough."
얼굴은 곱게 자란 아가씨처럼 생겨서 그렇게 안 보이는―.,she doesn’t seem like it because she has such a cute face--
난 의뢰주야.,I’m actually the client.
"아…, 그랬나.",ooh... okay.
"거참, 우리가 얼마나 비싼지는 알아?",do you know how much money we cost?
의뢰주랍시고 거들먹거리다가 즉시 발 돌린 녀석들도 꽤 된다고!,a lot of people have tried hiring us before but ended up running away when they found out how expensive we were!
보아하니 아직 대장이 의뢰 수락도 안 한 것 같은데―.,"from where I stand, though, it looks as if the captain hasn’t accepted your request yet."
"어머, 그래?","oh my, really?"
내가 앞에 수식어를 잊어버렸네.,then let me correct myself.
정정할게.,let me try again.
"나는,",I am...
‘돈 많고 권력 있는’ 의뢰주라고.,...a rich and powerful client.
용병단을 통째로 사다니….,can’t believe someone bought off the entire troop...
귀족들이란….,nobles are all alike...
의뢰 기간은 언제까지지?,until when do we need to work for them?
잘못했어요…,my bad...
후엥,pwoof
당연히~,"of course,"
공작님을 찾을 때까지.,until duke abel returns safely.
"시그렌,","siegren,"
