hangle,first_translate
아벨….,abel...
이미 시그렌의 뒷조사를 마친 건가?,did you already finish looking into siegren’s past?
시그렌이 황자란 것도 이제 알았겠지.,"I’m guessing that by now, you know he is actually prince bernhart."
"어쩔 수 없다, 이럴 땐….",well... I suppose there's no choice but to--
무슨 말씀을 하시는지 잘 모르겠어요.,"sorry, your grace. what are you talking about?"
"평범한 귀족 사생아가 황실의 비밀을 알고 있다니, 수상하니까.",it seems suspicious for someone like him to have knowledge of such sensitive information regarding the imperial family.
"제가 들은 건 시그렌이 고아고,",all I found out was that siegren grew up as an orphan...
줄곧 용병단에서 허드렛일을 했다는 것 뿐인걸요.,...and worked odd jobs at various mercenary groups his whole life.
"윽, 내 속을 들여다보는 듯한 저 눈빛….",his eyes seem to see right through me...
이만 넘어가 줘~!~!,let this one slide!!!
"하긴, 네 존재에 비하면","then again, compared to everything else surrounding you,"
그 녀석에 대한 건 그리 중요한 일도 아니지.,this isn’t really important anyway.
…네?,pardon...?
네 속은 참 알 수가 없구나.,your thoughts are impossible to read sometimes.
"어쩔 땐 천진한 그 나이대 아이 같다가도,","at times, you act so innocent and naive just like any other girl your age would."
어느 순간에는 누구보다도 이성적이고 냉혹해지지.,"but then suddenly, you become more rational and cold than anyone else around here."
무엇이 네 진짜 성격인지 모르겠다.,I can never tell which personality is truly yours.
"펴, 평범하다고 생각하는데요….","uh... well, I think I'm pretty normal..."
그건 너 혼자만의 생각이겠지.,"that may be how you feel, but others don't agree."
어느 누가 봐도 네가 천재라는 데엔 이견이 없을 거다.,everyone agrees that you’re a genius.
"사실 그동안 네 존재를 경계할지, 기꺼이 여길지 고민했다.","to be honest, I’ve been debating whether or not we need to keep our guard up against you all this time."
강하고 유능한 것도 좋긴 하지만,"while being powerful and capable is good,"
타인에 비해 월등한 능력은 양날의 검이니까.,outstanding abilities can also be a double-edged sword.
"잠깐, 설마….","wait, does that mean..."
…절 쫓아내실 건가요?,are you going to kick me out?
"아니, 그 반대다.","no, quite the opposite."
난 너를 데리고 있기로 결정했거든.,I've decided to take you under my wing.
그러니 슬슬 다른 일을 맡기는 것도 나쁘지 않겠지.,now might be a good time to give you some new tasks.
네 ! !,okay!!
쫓겨날 걱정은 안 해도 되겠어!,guess I won't get kicked out after all!
그러고 보면 아벨은 안 그래도 황실을 적대했던 기억인데…,"come to think of it, abel has always had bad memories of the imperial family..."
그런 황실에서 지원으로 보낸 기묘한 여자애가,"if they sent over a strange little girl from the palace,"
나이에 맞지 않게 행동하면 의심을 할 수밖에 없었겠지.,of course she'd raise suspicions if her actions didn't match her age.
요즘 제4 성벽의 영지민에게서 탄원서가 올라온다.,"recently, complaints have come in from residents near the fourth wall."
"용병들이 폭력을 행사하고, 아녀자를 희롱한다는군.","apparently, mercenaries have been using violence and harassing women."
감히 내가 수호하는 땅에서 내 영주민들을 건드리다니…,how dare those bastards touch people living within territory I protect...
그 멍청한 용기만은 가상해.,"their bravery is admirable, though stupid."
살벌해….,scary...
"자, 읽어봐라.",read these documents first.
네.,alrighty.
이건….,isn’t this...
시그렌이 소속되었던 카를 용병단!,...the karl mercenary group where siegren used to work?!
아벨이 내게 이 문제를 넘겨준 이유를 알 것 같다.,I think I understand why abel gave me this task.
어떡하냐…. 시그렌은 다 나아가는데,"what do I do...? siegren is getting better,"
말 안 해도 내 최근 고민을 눈치챈 모양이다.,and yet he still noticed something was bothering me without even asking.
피오나.,fiona.
네게 제4 성벽의 병사를 처리할 권한을 임시로 수여하마.,"for now, I grant you authority to deal with the soldiers stationed at the fourth wall."
그 건방진 놈들에게 대가를 치르게 해 주어라.,make them pay for their arrogance.
"나의 자랑스러운 헤일론은 은혜는 열 배로, 원수 역시 열 배로 갚지.",my proud hailon repays both kindness and grudges tenfold.
참 지방색 뚜렷한 곳이야.,you'll fit right in since you look like a country bumpkin yourself.
어차피 네가 신경 쓰던 그 꼬맹이.,"anyway, aren't you worried about that kid?"
시그렌이에요….,he's called siegren...
"그래, 그 녀석.","right, that boy."
어차피 그 애송이를 4 성벽까지 배웅할 거지?,aren't you planning on escorting him to the fourth wall anyway?
겸사겸사 이 일도 처리하고 와라.,take care of this while you're at it.
네에.,"yes, sir."
확실히 처리하고 오겠습니다.,I’ll make sure to handle things properly.
우와….,wow...
눈 엄청 쌓였다.,a lot of snow fell last night.
어! 누가 눈사람을 만들어 놨어!,ooh! someone made a snowman!
우리도 이따 만들까?,do you want to build one too later?
참나.,geez.
그런걸 뭐 하러 만들어.,why bother making something like that?
넌 왜 이렇게 무뚝뚝해?,why must you always be so serious?
눈을 보며 즐거워하는 아이 같은 면모를 좀 보여 봐.,can't you show off your childlike side once in a while?
너처럼 속도 없이 헤헤거리는 것보단 낫지.,it’d suit you much better than acting emotionless all the time.
"맙소사,","dear lord,"
아직도 내가 전장에 나간다는 걸 미리 안 말해줘서 삐져 있구나?,so you're still upset because I didn't let you know ahead of time when I went onto the battlefield?
삐져 있어? 대체 누가?,upset? who said anything about that?
시그렌… 자꾸 틱틱거리기만 하고….,siegren keeps nagging me...
이따가 네가 시간이 나면 같이 만들어 줄게.,"when you have free time later, I'll help you build one together."
어차피 너 공작이 시킨 일 먼저 끝내야 하잖아.,"first, you gotta finish whatever duke abel told you to do."
좋아! 약속이야.,okay! promise?
공작님이 시킨 일 빨리 끝나면 같이 놀자.,"as soon as I complete my mission, we can play together."
나 같은 놈이랑 노는 게 뭐가 재미있다고.,there wouldn't be anything fun about playing with someone like me.
난 또래 여자애들이 재밌어할 법한 건 모른단 말야.,I don't know what girls my age find enjoyable.
너한테 건넬 상냥한 말 한마디조차 떠오르지 않는다고.,I don't even know what kind words to say to you.
그리고 난 아직도….,"not only that,"
저 녀석이 마법사란 게 믿기지 않아.,I still can't believe she's a magician.
싸우는 걸 못 봐서 그런가.,maybe it's because I haven't seen her fight before.
그도 그럴게,"after all,"
저렇게 동화 속에 나오는 겨울 요정같이 생겼는걸.,she looks exactly like a winter fairy straight out of a fairytale.
쌓인 눈처럼 하얀 은발에,"with silver hair white as freshly fallen snow,"
장미처럼 붉은색 눈동자,"eyes red as roses,"
피부도 뺨 빼고는 희다 못해 창백하고,"and skin pale enough to appear translucent except for her cheeks,"
…비현실적이야.,she doesn’t seem real.
꼭 눈 위를 뛰어다니는,she reminds me of a rabbit hopping across the snowy ground.
흰 토끼 같아.,she reminds me of a rabbit hopping across the snowy ground.
"그런데,","still,"
이런 작은 애가 제일 위험한 제2 성벽을 방어하는 마법사라고?,"I can hardly imagine that tiny thing defending the second wall, the most dangerous place of all."
저런 애를 사지까지 내몰아버린 놈들한테 화가 나!,I hate whoever pushed her to go that far!
그리고,"and besides,"
서로 필요했을 뿐인 관곈데 왜 화가 나겠어?,we were nothing more than two people who needed each other. why am I angry?
그런 현실을 순순히 받아들이는 저 녀석에게도.,I'm mad at myself for accepting reality so easily.
날 걱정할 시간에 본인 안위나 챙길 것이지.,"rather than worrying about me, shouldn't she worry about herself instead?"
응?,huh?
피오나는 왜 나 따위를 걱정하는 걸까?,why did fiona concern herself with someone like me?
용병단의 고아 소년 따위를 챙겨 봤자인데.,I'm just another poor orphan working for a bunch of mercenaries.
혹시 피오나는 내가 황가의 핏줄이라는 걸 알고 있는 걸까?,or maybe she knows I'm related to the royal family?
"나를 죽이거나, 이용하기 위해서",could she be approaching me strategically...
계획적으로 접근하고 있는 게 아닐까?,...in order to kill or use me?
피오나를 믿고 싶지만,"I wish I could trust fiona,"
동시에 믿을 수 없다.,"but at the same time, I can't bring myself to do so."
배신당하면 견딜 수 없을테니까….,I couldn't bear it if she betrayed me...
시그렌.,siegren.
왜?,yeah?
용병들 사이에서 규율은 어떤 식으로 정해져?,how do mercenaries establish rules among themselves?
그러니까 그들을 통제하는 방법 말이야.,"in other words, how do you control them?"
단순해. 약육강식이야.,it's simple. survival of the fittest.
"자신보다 강한 자에게는 비굴해지고,","be submissive toward those stronger than you,"
약한 상대에게는 당당해져.,and assertive towards those weaker than you.
용병들을 통제하고 싶다면….,"if you want to control mercenaries,"
목숨이 간당간당한 위협을 보여주는 수밖에 없지.,show them a threat that puts their lives at risk.
그렇구나.,I see.
전형적인 강약약강이다.,typical case of the strong preying on the weak.
역시 처벌은 좀 센 게 좋겠네.,severe punishment will probably be best.
알겠어.,gotcha.
그 어떤 모자란 자도 단번에 알아들을 수 있도록!,I'll teach them a lesson they'll never forget!
"고마워, 시그렌.","thanks, siegren."
도움이 됐어.,you helped a lot.
