hangle,first_translate
키에에엑-!!,kieek!!!
후우.,phew...
놀랍군.,I’m impressed.
꺅?!,eep?!
마치 신이 내리는 천벌 같구나.,it’s as if  I’ve been struck by god himself.
이런 솜씨의 마법사는 처음이다.,this is my first time seeing such skill from another magician.
넌 사람의 아이가 맞느냐?,are you even human?
당연하죠.,of course I am.
굳이 말하자면 미래의 최종 보스랍니다.,"in fact,  I’ll become the final boss one day."
그렇겠지.,"that makes sense,"
몇 발짝만 나가면 추락하겠어.,because your ego will probably get the best of you soon enough.
설마 이 정도로는 부족하다고 여기서 던지려는 건 아니지?!,d-don’t tell me that wasn’t good enough for him! he can’t possibly quit now...!!
