hangle,first_translate
"드래곤을 처치했다고 해서 긴장했는데,",I was worried  when I heard you defeated a dragon...
무방비하긴!,but this is too easy for me!
대체 날 얼마나 얕본 거지?,do you know how much you underestimated me?
"날 죽이려면 너 같은 허접 말고,","if you wanted to kill me,"
피오나 헤일론이라도 데리고 왔어야지.,then at least bring along someone like fiona halyon instead of some amateur like yourself.
전하!!,your highness!!!
시끄럽게 하지 말고 문 닫고 들어와.,stop yelling and come inside after closing the door.
"예, 옙.","r-right away, your highness."
들어갑니다…,excuse me...
케인 에레즈.,cain ereze.
예?,"yes, your highness?"
"방금 이 자,",did house ereze send him here just now...?
네 가문이 보냈나?,did house ereze send him here just now...?
"모, 모르겠습니다…","n-no idea, your highness..."
어휴…,good grief...
"살 떨려서 못 있겠네,",this palace makes my skin crawl.
이 거지 같은 태자궁!,it’s such a dump!
이번 일은 결백한 모양이군.,"well, it looks as if he had nothing to do with what happened earlier."
"줄곧 주시하고 있는데,","I’ve been watching him closely,"
에레즈 후작과 달리 수상쩍게 굴진 않는단 말이지.,"and unlike his father, there hasn’t been anything suspicious about his behavior so far."
그래서 아직까지 내버려 두고 있지만…,that's why I've left him alone until now...
"전하, 혹시 제가 대답을 잘못했었다면…?",y-your highness! did I say something wrong...?
널 처리하고,"had you done otherwise,"
내 호위가 암살자와 맞서 싸우다가 명예롭게 죽었다고 말했겠지.,I would have killed you on the spot and told everyone that one of my guards died fighting off the assassin.
역시 날 죽일 생각까지 하고 있었어…,of course she thought about killing me...
믿을만한 자를 잘 가려내야 한다.,I must choose people whom I can trust wisely.
그래야 내 자리를 지켜 내지.,"that way, I’ll be able to protect myself."
내가 이렇게 여기 있는 동안에는,"as long as I’m stuck here,"
피오나와 나란히 있을 수 있단 말이다…,at least I get to stay close to fiona...
무도회에 집중이 하나도 안 되네.,I don’t feel like going to any ball right now.
용병을 시켜 날 습격하게 한 사람은 대체 누굴까?,who could have hired those mercenaries to attack me?
너무 스트레스 받지 말자.,let’s not stress out over this.
"여기는 책 속의 세계다, 책 속의 세계다…","this world belongs to a novel, remember...?"
원작대로 진행될 때는 안 좋은 일이 있어도 지금보다 덜 피곤했다.,"even though bad things still happened according to the original story, they were less tiring than all these events happening now."
어쨌든 이 세계는 해피엔딩을 맞이할 거였으니까.,"in the end, everything will lead up to a happy ending anyway."
그런 생각을 하면 현실을 그럭저럭 넘길 수 있었다.,thinking like that helped me deal with reality better.
끔찍한 마수가 튀어나오는 전장에서 버틸 수 있었던 것도 그 덕분이었고.,that also allowed me to survive through battles where terrifying monsters popped out everywhere.
하지만 이야기가 원작과 완전히 어긋난 지금은…,"now that we’re completely straying from the original plot,"
이 모든 사태의 원인은 내 아픈 손가락인 시그렌이겠지…,"the cause behind all this must be none other than my sweetheart, siegren..."
차가워!,my hand feels cold!
무슨 생각을 그렇게 해?,what are you thinking about?
습격당했을 때가 생각나서…,I keep remembering the time I got attacked by those men...
"아, 길드장을 보고 왔다는 그 사건 말이지.","oh, you mean the incident involving the guildmaster."
응.,yeah.
"시그렌, 넌 아무 일도 없었어?","siegren, has anything strange ever happen to you recently?"
없었어.,nope.
방금 묘한 침묵이 있었던 것 같은데.,"wait, wasn’t there a moment of silence just then?"
습격한 범인이 누군지는 아직 못 알아낸 거지?,"you haven’t found out yet who sent them, huh?"
알아냈으면 가만 안 뒀지.,"if I knew, I wouldn’t let them go unpunished."
동감이야.,I agree.
그만 만져.,stop touching me.
왜.,why?
안에 사람 많아.,there are lots of people around us.
누가 보면 어쩌려고?,what if others see us?
"그리고,","on top of that,"
난 이제 떠먹여 줄 생각이 없…,I won’t give you food anymore--
"시, 시그렌.",s-siegren.
갈수록 대담해지네?!,how dare you become more brazen every day?!
난 네 머리카락이 좋아.,I love your hair.
"얇고, 곱고.",it’s thin and soft.
마치 거미줄 같아.,it reminds me of spider webs.
날 지옥에서 끌어 올려준 거미줄.,a lifeline that saved me from despair.
…그렇게 생각하는 줄은 몰랐어.,I didn’t realize you felt that way...
…시그렌.,siegren...
그래도 자꾸 이렇게 만지면 정리하기 힘들단 말이야.,"still, stop playing with my hair because it gets messy afterward."
이제 그만 …,enough already...
시그렌?!,siegren?!
"잠, 잠깐.",j-just hold on.
미안.,sorry.
싫으면 안 할게.,I'll stop doing it if you hate it.
"아니, 그게 아니라…","no, that’s not what I meant..."
그러면?,then what is it?
사실 요즘,"to tell you the truth,"
너에게 어디까지 스킨십을 허락해야 될지 고민이란다.,"lately, I’ve been wondering how intimate I should allow our relationship to be."
시그렌이랑 끝까지 가는 건 좀 그렇나?,isn’t it weird to take things further with siegren?
"아니, 차라리 가는 게 낫나?",or maybe it’d actually be better to do so?
딱히 나의 정조 관념이나 부끄럼 때문에 그러는 건 아닌데…,not that I care about being chaste or shy...
연인 사이인데 문제는 없지.,"but since we’re lovers, shouldn’t it be okay?"
그래도…,still...
언젠가 시그렌은 유니스에게 갈지도 모르니까.,"maybe someday, siegren might return to eunice again."
그런 시그렌이 다른 여자랑 밤을 보내는 건…,"with that said, isn’t it inappropriate for him to spend nights with another woman...?"
좀 그렇지 않을까?!,am I right?!
