hangle,first_translate
남자친구의 생각 하나에 이렇게 흔들리기엔…,I don’t want you to waver because of what your boyfriend thinks...
네가 너무 아깝다.,because I think too highly of you for that.
권터…,gunter...
"응, 고마워.","yep, thanks."
…이건 개인적인 궁금증인데.,"this is just out of curiosity,"
시그렌이랑은 그냥 사귀는 건가?,but are you really dating siegren...?
약혼이나 결혼 생각은 아직 없는 거고?,or do you plan on getting engaged or married someday?
맞아. 아직은…,that’s right. at least for now...
그런데 갑자기 그건 왜?,then why did you ask me all of a sudden?
…그냥 시그렌과 사이가 애매해 보여서.,it's just that things seem kind of awkward between you two.
틀어지면 곤란한 사이라 적당히 사귀고 있는 건가?,is this some sort of strategic relationship where you can’t afford to break up?
하는 생각을 했다.,that was my guess.
그렇지는 않아.,nope.
"그러면,",then...
부담스러운 건가?,do you feel burdened by him?
음…,hmm...
시그렌이 부담스럽기보단,"rather than saying he burdens me,"
차라리 화를 내!,get mad instead!
오히려 시그렌에 대한 내 마음이 좀 그래.,my feelings toward him make me feel uneasy sometimes.
날이 갈수록 더더욱,"and as time goes on,"
시그렌을 갖고 싶다고 생각하는 내 마음이.,the more I wish to have him completely to myself.
그러니,"so if you’re asking whether I’m uncomfortable about our situation,"
"부담되냐고 묻는다면,","if you’re asking whether I’m uncomfortable about our situation,"
그런… 편이네.,well... yeah.
왜 그래?,why?!
"아니,","no,"
아무것도 아니야…,forget it...
"며칠 뒤, 수도.","a few days later, capital city"
이번에 큰 공을 세우셨다고 들었어요.,congratulations! I heard you’ve done something amazing recently.
그게…,uh...
그…,um...
존경스러워요!,I admire you so much!
한마디 해주세요.,say hi to us!
네?,pardon?
아하하…,ahaha...
"나, 왜 갑자기 이렇게 인기가 폭발하는 거야!!",what’s going on?! how come everyone suddenly likes me?!
어때요.,how is it?
효과가 좋죠?,"effective, isn’t it?"
혹시… 영애가 제가 한 일에 대해서 이야기하셨나요?,did lady fiona tell people about what happened?
피신 왔다.,you escaped.
네.,yes.
도와드리겠다고 했잖아요?,"I told her I’d help you, remember?"
갑자기 이런 시선을 받는 것도 부담스러운데요.,"to be honest, being stared at like this makes me nervous."
"익숙해지셔야 해요, 영애.","you’ll get used to it soon enough, my lady."
앞으론 우리가 이렇게 사교계를 제패할 테니까.,"from now on, we will conquer these socialite circles together."
"잠깐만, 스케일이 갑자기 커졌는데요?","wait, but didn’t you say “conquer”? aren’t those pretty strong words?"
기왕 태어난 거 꿈은 크게 가져야죠.,"when life gives you lemons, make lemonade."
피오나 영애.,lady fiona.
같이 춤출 수 있을까.,may I have the pleasure of dancing with you?
"틀어지면 곤란한 사이라,",is this some sort of strategic relationship where you can’t afford to break up?
적당히 사귀고 있는 건가?,is this some sort of strategic relationship where you can’t afford to break up?
"아니면,",or...
부담스러운 건가?,...do you feel burdened by him?
…피오나.,fiona...
몸은 어때?,are you okay?
"…괜찮아, 다 나았어.",I'm fine. I've recovered already.
다행이네.,that’s good to hear.
춤이 끝나면 이야기 좀 해.,let’s talk after this dance ends.
…싫어.,no...
"그럼,",then...
지금 당장 할까?,should we go somewhere else right away?
꺅!!,aaah!!!
"하, 할게!",o-okay!
사람들 보니까 내려줘…!,put me down!! there are still people around here...!
어디로 가는 거야?,where are we headed?
조용히 이야기할 수 있는 곳.,somewhere quiet.
어쩐지 불길한 기분이…,I have a bad feeling about this...
만지작,touch
추워?,cold?
"앗, 괜찮아.","n-no, I’m alright."
너도 춥잖아.,aren’t you cold though?
안으로 들어갈 걸 그랬나.,maybe we should head inside.
네 방에는 안 갈래.,I don’t wanna go back to your room.
데려가지도 않을 거야.,and neither am I taking you home.
아벨이 알면 귀찮아질걸.,abel would probably cause trouble if he found out.
앉아.,sit down.
오래 서 있으면 발 아프니까.,standing for long periods hurts your feet.
…길게 이야기할 거야?,we’re gonna be talking for a while?
나도 모르겠어.,not sure yet.
피오나.,fiona.
"딱, 한 번만 물을 거야. 대답해줘.","I'll only ask once, so answer me honestly."
"…아까부터 왜 그래, 정말.","seriously, what’s wrong with you today?"
분위기 잔뜩 잡고…,stop making such serious faces--
우리…,shall we...
그만할까.,...just stop seeing each other?
