hangle,first_translate
"피오나, 있어?","fiona, are you there?"
시그렌?!,siegren?!
생각보다 빠른 방문이지만…,I didn’t expect you’d come so soon...
"좋아. 쇠뿔도 단김에 빼는 거다, 피오나.","but that’s fine. let's get this over with once and for all, fiona."
순식간에 시그렌을 차버리자!,let me reject him right away!
시그렌의 호감은 그냥 각인 효과 같은 걸 거야.,his affection toward me must just be some sort of imprinting effect.
"어린 시절, 낯선 여자애에게 처음으로 받은 호의에 설렌 거겠지.",it was probably because I was his first love when he was young.
솔직히 내가 시그렌 앞에서 얼마나 많이 추태를 부렸는데.,"to be honest, I’ve acted like such a fool around him countless times before."
추억 보정이란 실로 무섭구나…,the power of nostalgia is truly scary...
들어와.,come on in.
…좋은 아침.,good morning...
무슨 일이야?,what brings you here today?
"냉정하게, 냉정하게.",stay calm... stay calm...
"지, 지금 방문을 잠근 거야?",d-did you lock the door?
잠갔지.,yep.
오해하지 마.,don’t misunderstand.
아벨이 와서 대화를 방해할까 봐 그런 거니까.,I did it so we wouldn’t be interrupted by abel if he comes back.
"그, 그렇구나.","o-oh, okay then..."
그래도 정 불안하면 그냥 여기 있을게.,"if you’re still uncomfortable, I can stand near the door--"
"그래,",no need to do that.
상대는 시그렌이야.,this is siegren we’re talking about.
새삼스럽게 고백 하나 받았다고 낯선 사람으로 여길 필요는 없는데.,there’s no reason why I have to treat him as a stranger after hearing what he said yesterday.
피오나.,fiona.
그렇게 멀찍이 서 있으면 대화하기 힘든데.,can you please not stand so far from me? it makes our conversation difficult.
…알겠어.,okay...
시그렌.,siegren.
네가 어제 했던 고백 말이야.,I wanted to talk to you about your confession yesterday.
그거…,is there something about me that bothers you?
나한테 싫은 점이라도 있어?,pardon?
어?,"uh... well, uh..."
어… 너한테 싫은 점…,do you dislike anything about me?
어쩌지?,well...
생각이 안 나!,I don’t know! nothing really comes to mind!
얼굴?,my face maybe?
…어릴 적부터 내 얼굴이 가장 마음에 든다며?,b-but you always told me how much you liked my looks since childhood...
"그, 그럼 성격.",th-then perhaps my personality?
내가 말하면서도 어이가 없긴 해…,"even though I’m saying this myself, it sounds ridiculous..."
나도 성격이 만만찮지.,I also think highly of my own character.
성격의 어느 부분이 마음에 안 드는데?,then which part of my personality displeases you?
설마 말해 주면 고치려고?,"wait, will you change yourself according to whatever I say?"
그래.,of course.
"와, 얘 진짜 진지하구나.","wow, he’s dead serious."
"잘생긴 데다가 능력 있고,","not only does he look good, but he’s talented too."
심지어 나한테 전부 맞춰 주겠다는 황자님이라니.,and now he says he’ll become whoever I want him to be.
여기가 확실히 소설 속이긴 해.,this definitely feels like a novel.
현실에 이런 남자가 있을 리 없지.,a man like him doesn’t exist in real life.
독백,monologue
예전부터 좋아하는 상대가 생기면 잘해 줘야 된다고 신신당부를 했었지.,"that’s right. whenever someone you liked came along, you would tell them they had to treat their partner nicely."
"그, 그랬었지…",r-right...
그래. 많이 그랬지.,indeed. many times.
네가 말한 것들 다 기억하고 있어.,I remember everything you ever told me.
내가 말했지.,"as I mentioned earlier,"
넌 가끔 나를 생각한다고 이상한 쪽으로 생각이 튄다고.,"whenever you thought of me, strange thoughts crossed your mind."
하지만 이번에도 나를 위한다며 어물쩍하게 물러날 생각이라면.,"but if you plan on turning down my feelings again under the pretense of doing it “for my sake,”"
나도 쉽게 물러나지는 않을 거야.,know that I won’t give up easily either.
나는,all I wished for...
시그렌이 행복해지기를 바랐다.,...was for siegren to be happy.
내가 아는 시그렌의 가장 큰 행복은,"from what I knew, the greatest happiness for siegren..."
원작대로 유니스와 사랑에 빠지는 것이었는데.,"...would be falling in love with eunice, just like in the original story."
하지만 이렇게 된 이상 완벽하게 원작대로 흘러가지는 않을 테지.,but things aren’t going exactly as planned anymore.
지금 알 수 있는 건 그것뿐이다.,"for now, that’s all I know."
네가 원래 이런 성격이었나?,has your personality been like this all along?
그거야 넌 늘 나에 대해 잘 알고 있다고 생각하고 있으니까.,you always believed you understood me better than anyone else.
그게 얼마나 큰 실책인지 곧 깨닫게 될 거야.,but you'll realize very soon how wrong you were.
손이 크고,his hands feel big and thick.
두텁네.,his hands feel big and thick.
사실 난 시그렌에겐 마음이 약해지니,"truthfully, I find myself softening at siegren’s words."
정떨어질 정도로 차갑게 고백을 거절할 자신이 없다.,I couldn’t possibly turn him down coldly enough to make him hate me.
"만약 승낙하면, 다음은 연인이겠지.","if I accept him, we’ll end up becoming lovers next."
남녀 관계.,a romantic relationship.
세상에 남녀 사이만큼 깊어 보이면서도 얄팍한 관계가 또 어디 있나.,where else could one find a bond as deep yet shallow as romance?
"사실 시그렌과 유니스의 사이도 내가 쓴 소설 속이니 ‘운명적 사랑’ 운운하는 거지,","even the relationship between siegren and eunice was described as ""fated"" simply because it happened within the context of a fictional novel."
현실이었으면 얄짤없다.,"but in reality, it wasn’t meant to last long."
나는,"normally speaking,"
본래라면 그런 로맨스 따위 믿지 않는다.,I never believed in those kinds of romances.
"현실적으로 고려해보자면,","when considering reality,"
내가 시그렌과 연인 사이가 된다고 해도 결국 나중에 깨질 거다.,"even if siegren and I became lovers, our relationship would eventually fall apart someday."
"그러니 시그렌이 나에 대한 애정이 식을 때,","so when siegren loses interest in me,"
나도 그를 깔끔하게 놓아주면 된다.,I’ll just break off ties cleanly.
"첫사랑,","first loves,"
"고백,","confessions,"
젊은 연인.,and young couples.
"지금은 모든 게 밤하늘의 별처럼 아름답게 반짝여도,","right now, everything may seem beautiful like stars shining brightly across the night sky,"
끝내 바위에 부딪히는 파도의 포말처럼 흩어지겠지.,"but ultimately, it will scatter into foam like waves crashing against rocks."
타오르는 그의 열정도 언젠가 식어 버릴 거다.,his burning passion will fade out sooner or later.
그러니,"thus,"
거절할 수 없다면,"if I cannot bring myself to refuse him,"
지금은 시그렌이 원하는 대로 해도 되지 않을까.,maybe I can go along with what siegren wants for now.
크게 문제 되는 건 아무것도 없을지도 몰라.,nothing bad might happen anyway.
"알겠어, 시그렌.","alright, siegren."
…뭐가?,about what?
피오…,fi--
…피오나?,fiona?
"나랑 이것저것 하고 싶다더니,",you said you wanted us to try lots of new things together.
이거 가지고 놀라?,is this what you had in mind?
"…그 말은,","by that,"
"…네 고백,",I mean...
승낙할게.,...I accept your confession.
