hangle,first_translate
저기…,siegren...?
시그렌…?,siegren...?
그럼 내가 가만히 있을 줄 알았나.,did you  think I’d just sit back and do nothing about this?
으아아…,aah...
더 꽉 안겨버렸어…,I’ve got him right where I want him now...
피오나.,fiona.
"…너, 앞으로 어떻게 할 생각이야?",what are your plans for the future?
음…,well...
일단 공작님이 내준 숙제부터 해결해야겠지?,"for starters,  I need to finish what his grace has asked me to do here at the manor."
여기 저택의 일?,doing work around the estate?
응.,yep.
하여간 넌 항상 무르구나.,"as always,  you’re so soft-hearted."
처음 만났을 때부터 늘 그랬다.,it’s been that way since we first met.
"딱히 한 곳에 머무르거나,","even though you never stay anywhere long enough to settle down or give anyone your heart completely,"
온전히 마음을 줄 생각은 없는 주제에 상냥했다.,you were still kind toward others.
어차피 떠날 거면 아벨도 아예 내쳐버리지 그랬어.,"if you knew you would leave anyway, why didn’t you cut ties with abel from the start?"
그랬다가는 공작님이 대륙 끝까지 쫓아올 걸?,"but if she did that,  his grace might have chased her all across the continent."
뭐…,well...
내가 좀 무른 면이 있다는 걸 부정할 수는 없지만.,I can’t deny that there is some truth to that statement.
그래.,right.
네가 그런 성격이니까,"and because you’re like that,"
난 늘 틈을 파고들어서 지금까지 쭉 곁에 있을 수 있었어.,that’s how I was able to find my place by your side until now.
넌 내가 이런 생각을 하는 줄은 모르겠지.,"of course,  you probably don’t know any of these thoughts running through my head."
저택일이 끝나면 어떻게 할 거야?,"after finishing up everything here, what will you do then?"
집을 살 거야.,I’m going to buy myself a house.
어디에?,where?
"시골 쪽으로 가려 했는데,","at first,  I thought maybe somewhere out in the countryside,"
생각보다 많이 불편할 것 같아서.,"but after thinking more on it, I realized it’ll be too inconvenient living far away from civilization."
그냥 좀 조용한 외곽 쪽의 집을―,maybe I could get something quiet near the outskirts--
피오나.,fiona.
할 말이 있어.,can I ask you something?
얘가 오늘따라 왜 이러지…,why does he seem different today...?
…뭔데?,what is it?
네가 전에 했던 말 기억나?,do you remember what you said before?
내가 전에 했던 말?,before?
"뭐, 뭐지?!",huh?! w-what am I supposed to remember?!
"내가 도움이 필요하면,",when I told you...
언제든지 곁으로 오겠다고.,"...that whenever you needed help, I’d come to your aid no matter what."
"아, 그랬지.","oh yeah,  I remember saying that."
지금이 바로 그때인 것 같아.,I feel like now is one such time when I really need someone.
…왜 그렇게 생각해?,how did you reach that conclusion?
네 인생은 이제 탄탄대로 아니니?,isn’t life treating you well nowadays?
…큭.,ugh...
"너,",are you seriously asking me that question without knowing anything?
정말 몰라서 묻는 거야?,are you seriously asking me that question without knowing anything?
"이년 전,","two years ago,"
나는 피오나에게 출생을 고백했다.,I confessed to fiona about my birth.
사실 나는 황가의 핏줄이고,"in reality,  I’m part of the imperial family bloodline."
그 때문에 어머니와 둘이서 숨어살았으며,"my mother and I had to live in hiding because of that fact,"
어머니는 나를 지키다 돌아가셨다고.,"and eventually,  she died protecting me."
난 아직까지도,"to this day,"
어머니를 죽인 자들을 용서 할 수 없어.,I haven’t forgiven those responsible for killing her.
시그렌.,siegren.
넌 반드시 행복해질 거야.,"no matter what happens, you deserve happiness."
