hangle,first_translate
"마법사님, 괜찮으십니까!",mr. magician! are you alright?
살아남은 마물이 있다!,some monsters survived!
공격 준비!,get ready  for battle!
거인은 내 위치를 노리고 있었다.,the giant was aiming straight at me...
이 소년이 나와 함께 구르지 않았다면,"if this boy hadn’t rolled around on the ground with me just now,"
나는 죽었을 것이다.,I would’ve died.
"죽은 줄 알았더니, 숨이 붙은 개체가 있었나?!",damn... I thought we killed them all!
어떡해. 날 안고 굴러서 부상이 악화됐나 봐.,sh*t... did his injuries get worse from rolling around like that?
부축해서 피하는 건 무리야!,it’s too late to help him up now!
저는 괜찮아요.,I’m fine.
그보다…,but more importantly...
정신 차ㄹ…!,come to your senses...!
"―그 순간, 차분히 얼굴을 마주한 그때서야…","in that moment when our faces were so close together,"
나는 퍼뜩 한 가지 사실을 깨달았다.,I realized something important.
용병으로 추정되는 낡은 옷차림.,his worn-out clothes made him look like some sort of mercenary.
밤하늘처럼 새까만 검은 머리카락.,his hair was as black as the night sky.
"아름다운 청회색 눈동자,",and he had beautiful blue-gray eyes.
먼지투성이임에도 예사롭지 않은 외모.,"even though he was covered in dust, there was nothing ordinary about how he looked."
내 생각보다 어려서 못 알아봤어.,no wonder I didn’t recognize him earlier because of how young he looks.
"이 녀석, 남자 주인공인 시그렌 아냐?!","isn’t this guy siegren, the male protagonist?!"
"※본 작품은 저작권법에 의해 보호를 받는 저작물로 불법 복제와 캡처 등을 이용한 무단 전재 및 유포, 공유하는 것을 금합니다.",ⓒlazypiece&dancheong&salty/DAON STUDIO​
