hangle,first_translate
여기까지 왔으니 괜찮겠네요.,I think we’re far enough away now.
네.,yes.
황태자 전하께서도 사람이 많으니 어쩌지 못하실 거예요.,"the ball is crowded, so I’m sure his highness won’t notice us here."
그럼―,well then...
늦은 자기소개를 할게요.,let me introduce myself properly.
리비아 프리실라라고 합니다.,my name’s livia priscilla.
앗.,oh my goodness...!
피오나 헤일론이라고 합니다.,nice meeting you! I’m lady fiona haelion.
사교계에서 피오나 영애를 뵙는 건 처음이네요.,this is actually my first time seeing you at any events like this.
"줄곧 헤일론에만 있었던 터라,",that's because I've been living out in haeleon all these years.
수도의 무도회에 온건 처음이거든요.,it was my first time attending a capital city ball as well.
헤일론이라…,hmm... haoleon...
정말 많은 분들의 호기심을 자극하는 곳이죠.,a place that sparks many people’s curiosity.
그런가요…,is it really...?
어쨌든 도움을 받았으니 보답을 하고 싶네요.,"in any case, since you helped me earlier,"
"아,",ahem.
"조만간 가문에서 작은 티 파티를 열 예정인데,",my family will soon host a small tea party.
거기에 영애를 초대해도 괜찮을까요?,may I invite you there?
네? 티 파티요?,pardon? a tea party?
리비아가 주최하는 티 파티?!,livia priscilla?! she wants to invite me to her famous tea party?!
무릇 귀족 영애라면 초대받고 싶어 선망한다는 그곳?!,every noblewoman dreams about getting invited to one of those parties!!!
"보답이라고 하기에는 그렇지만,","while it may not seem much for repayment,"
피오나 영애가 하루빨리 사교계에 적응하는 데 도움이 될 거예요.,I believe it’ll help you get accustomed to life in high society more quickly.
그렇게까지 이야기해주신다면…,if you put it that way...
초대는 감사히 받겠습니다.,then thank you very much for inviting me.
저야말로 고마워요.,"no, thank you instead."
후에 헤일론 저택으로 정식 초대장을 보낼게요.,I'll send your invitation card later on.
네에…,alright...
앗!,whoa!
어쩌다 보니 리비아랑 친분을 쌓게 되었네.,"somehow, I became friends with livia just like that."
"이거 또 원작이랑 달라지는 것 같은데, 괜찮을까…",but things are turning out differently from what happened in the novel... am I going to be okay?
하나같이 전부 건방지긴!,all of them were arrogant brats!
리비아 프리실라.,livia priscilla.
아름다운 외모에 가문도 든든해서 마음에 들었다.,"not only does she have good looks, but also comes from a powerful family. how perfect."
내 옆자리에 있을 여자로 완벽하지 않은가.,she’d make the ideal woman by my side.
"줄곧 중립을 지켰던 프리실라 가문이 내 편이 되면,","and if house priscilla becomes our ally after maintaining their neutrality until now,"
내 위치도 더욱 확고해질 게 분명하고!,my position would become even stronger than before!
"황태자비가 될 수 있으니 저에게도 나쁜 조건이 아닌데,","on top of that, becoming the future crown princess isn’t such a bad deal either."
감히 나를 계속 거절해?,yet why did she keep refusing me?
제국에서 아버지를 제외하곤 내가 가장 고귀한 사람이건만!,"doesn’t she know that aside from father, I'm the most important person in the entire empire?!"
"흥,",tsk.
다시 쫓아가면 그만…,fine. let’s go chase after her again--
호오.,ooh.
피오나 헤일론이라고 했나.,so her name was fiona haelion.
지금보니 꽤 예쁜 얼굴이군.,"now that I take another look, she has quite pretty features too."
"수도에서는 보기 드문 은발에, 선명한 붉은 색 눈동자도 좋고.","silver hair is rare in the capital, and her bright red eyes suit her nicely."
체구가 가늘어서 보호 본능을 자극해.,"since she’s slender, it makes me want to protect her."
"게다가, 헤일론 공작이 결혼한 기억은 없으니…",and duke haelion never married anyone...
저건 분명 사생아다.,that must mean she’s illegitimate.
그렇다면 다소 가지고 놀아도 큰 뒤탈은 없겠지!!,"if that’s the case, playing around with her shouldn’t cause any problems!!"
피오나 헤일론이라…,fiona haelion...
황태자의 망상,crown prince’s delusion
제발 절 버리고 가지 마세요!,please don’t leave me behind!
흥!,hmph!
"급이 다른데도 놀아줬더니만, 귀찮게 구는군.","I played along despite being leagues above her status, yet she still acts annoyingly toward me."
정말 나쁘지 않은데?,you’re not half-bad yourself.
전하.,your highness.
여기서 뭐 하십니까?,what brings you here?
깜짝이야…,"gosh, you scared me..."
뭐라도 보고 계셨습니까?,do you see something interesting over there?
이 형님에게 인사도 없이 말을 걸다니.,why do you speak without greeting me first?
반쪽짜리라서 기본적인 것도 모르나 보군,or perhaps you didn’t learn basic manners due to being illegitimate.
대답 안 해?!,answer me!
내가 이런 녀석의 눈치를 아주 잠시나마 봤다니.,to think I ever cared about what someone like him thought of me.
"참, 너도 헤일론에서 왔다고 했지.","right, you said you came from haelion too."
그럼 저 여자에 관해 아는 게 있겠군.,that means you probably know some stuff about that girl.
저 은발에 붉은 눈을 한 여자 말이다.,the silver-haired beauty with crimson-colored eyes.
무슨 의도로 하는 질문인지 모르겠습니다만.,I can’t tell where you’re trying to lead this conversation.
"꽤 예쁜 여자니까,","she seems fairly beautiful,"
잠깐 옆에 끼고 있을까 싶어서.,so maybe I could play with her for a bit.
최근 심심하기도 했으니.,I’ve had nothing better to do lately anyway.
대답할 가치조차 없는 한심한 이유군.,that reason doesn’t deserve a response.
뭐라고?,excuse me?
"건방진 놈이,",how dare you talk back to me...
감히 황태자인 이 형님에게 무슨 말버릇이냐!!,...when I’m the crown prince and your older brother?!
"좀 더 힘내 보시죠, 형님?","try harder next time, big bro."
크윽…!,argh...!
"마,",th-that bastard...!
망할 자식이…!,th-that bastard...!
이거 안 놔?!,can you please let go?!
설마 벌써 제 차례입니까?,"wait, is it already my turn?"
"자, 잠깐,",j-just hold on...
뭐 하려는…,wh-what are you doing--?
커헉!,kegh!
큭…,klegh...
크헉…,hrng...
경고 하나 하죠.,let me warn you.
"난 형님의 자리든,",I couldn’t care less whether or not I sit upon your throne...
황제의 자리든 딱히 관심이 없습니다.,...or even the emperor’s.
"으,극……,",u-ugh...
내가 이 세계에서 원하는 건,there’s only one thing...
단 하나뿐이거든.,...I desire in this world.
"하지만,",but...
커흑,urgh...
아주 만약에라도 그녀에게 손을 댄다면…,if you lay hands on her...
"그 상대가 어떤 존재고,",regardless of who you are...
무엇을 할 수 있든 간에.,"...and whatever powers you possess,"
가장 고통스럽게 죽이러 갈 것입니다.,I swear to kill you in the most painful manner possible.
형님.,"get that straight into your head, big bro."
