hangle,first_translate
마시자!,let’s drink up!
황태자 때문에 너무 짜증 나서 기분 전환을 꼭 해야겠어!!,I’m so annoyed because of that stupid crown prince! I need something to take my mind off things!!!
달다.,it's sweet.
"피오나, 있어?","fiona, are you there?"
…술 냄새.,is that... alcohol?
술 마셨어?,have you been drinking?
이제 막 목만 축인 수준이야.,not enough to get drunk yet...
본판은 지금부터 시작이라구!,the real party is about to start now!
"들어와, 오랜만에 같이 마시자.",come on in. let’s have some drinks together for old times’ sake.
이 녀석…,this guy...
1. 혼자 방에서,drinking alone...
2. 술을 마시면서,...in his room...
3. 아무렇지도 않게 같이 마시자고 방에 들이다니,...and inviting me over like nothing’s wrong...
대체 어디까지 무방비할 셈이야?,how can he be this careless all the time?
너는…,siegren...
뭐 할 말 있어?,do you have something to tell me?
아무것도 아니야…,nope...
아무것도 아니긴.,really?
타이가 왜 이래?,what happened to your tie?
멱살 잡고 싸움이라도 했어?,were you fighting someone or what?
비슷해.,more or less.
사교계 데뷔 첫날부터 멱살잡이라니!,a fight?! but today was supposed to be your debut into high society!
얘가 그럴 애가 아닌데…,that doesn’t sound like him at all...
"아니, 맞나?",or does it?
"누, 누구랑?",w-with whom?
별거 아냐.,nobody important.
…피오나.,fiona...
응?,huh?
"어두워서 잘 안 보여서 그런데,","it’s hard to see anything since it’s dark out here,"
미안하지만 네가 좀 풀어 줘.,but could you untie this thing for me?
시그렌은 어릴 적부터 목에 뭔가 닿는 것 자체를 싫어했지.,siegren has always hated having stuff around his neck ever since he was little.
알겠어.,okay.
이 정도야 뭐…,it shouldn’t be too difficult--
어라?,hm?
왜…,wait...
뭔가 분위기가 묘하네…,the atmosphere feels strange...
빨리 풀어버리자.,let’s hurry up and finish this already.
다 됐다.,all done.
이제 마시자!,now let’s drink!
너 잘 취하니까 천천히 마셔라.,take it slow. we both know you’re not good with liquor.
그러고 보니까 누구랑 싸운 거야?,"by the way, who did you end up getting into a fight with?"
황태자.,the crown prince.
진짜로?!,seriously?!
…생각보다 짜증 나는 인간이더라고.,yep. turns out he’s more annoying than expected.
그건 그래. 진짜 별로더라.,I agree. he really isn’t likable.
혹시라도 그 녀석 옆에는 절대 가지 마.,stay away from him as much as possible.
그럴 거야.,alrighty then.
개인적으로 부딪힐 일이 없기를 바랄 뿐…,I hope our paths never cross again...
엥?,huh?
"시그렌, 너 얼굴이 두 개야.","siegren, I think I'm seeing double right now."
취했군.,you must’ve gotten drunk.
안 취했…,I didn’t...
천천히 좀 마시라고 했는데.,I told you to pace yourself while drinking.
남의 속도 모르고 잘도 자는군.,sleeping peacefully without even knowing how I feel...
가끔,"sometimes,"
네 머릿속을 열어 보고 싶다는 생각을 해.,I wish I could open up your head and look inside.
"내게 아무것도 바라지 않으면서,",why do you care about me so much when you don’t expect anything back?
처음 만났을 때부터 줄곧 날 아끼는 이유가 대체 뭘까.,"even though you haven’t asked me for anything since day one,"
대가 없는 애정은 없을 터인데…,there’s no such thing as unconditional love...
난 아직도 너를 잘 모르겠어.,"to be honest, I still don’t understand you very well."
"너는 특별히 소중한 것도, 바라는 것도 없어 보여.",nothing seems particularly precious or desirable to you.
꼭 어디에도 뿌리를 내리지 못한 채 떠도는 민들레 홀씨 같아.,you remind me of dandelion seeds floating aimlessly through the air without any place they belong.
언젠가 너도,I only hope...
무언가 원하는 걸 찾으면 좋겠는데.,...that someday you’ll find something you truly desire.
"그래도,","in the meantime,"
적어도 지금만큼은 제일 행복한 꿈을 꾸기를.,at least may tonight bring you pleasant dreams.
나의 가장 소중한 소녀.,my dearest girl.
"공작님,","your grace,"
시그렌이 황궁에서 따돌림당하면 어쩌죠.,what if siegren gets bullied by people at the royal palace?
그 녀석이 따돌림 좀 당한다고 신경 쓸 성격이더냐.,he wouldn’t give two sh*ts even if he got picked on.
"황자로 인정받아 정식으로 황궁에 잘 들어간 녀석 걱정하지 말고,","stop worrying about him. after all, he managed to enter the palace officially as a legitimate son."
곧 시작할 5 가문 간담회를 생각하거라.,start thinking about the upcoming meeting among the five families instead.
5 가문 간담회.,meeting among the five families?
제국의 대표적인 개국 공신 가문들이 정기적으로 여는 회의다.,it’s a regular conference held by the founding families of the empire.
후우.,haa...
그래도 계속 시그렌이 걱정된다구.,"I still worry about siegren, though."
저곳이 간담회가 열리는 저택인가?,is that where the meeting will be taking place?
이때의 나는 몰랐다.,"back then, I had no idea..."
간담회에서 벌어지는 일로 인해,...the events that would unfold during the meeting...
원작의 여주인공 유니스를 만나게 되고,"...would lead me to meet eunice, the original story’s main character,"
생각지도 못한 사건에 휘말리게 된다는 것을.,and drag me into unexpected incidents.
